Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Kaspi.kz JSC ADR,Technology,Software - Infrastructure,Kazakhstan,NASD,-,7.35,11.57,24.53%,190.78M,-2.63%,16.15B,5.70,14.91,0.00%,143.40M,1.85%,2.21B,0.40,2.84,24.19%,0.38%,-12.35%,5.77B,2.80,16.38%,0.11%,1.84,-20.65%,17.77,4.78,22.26%,13.08%,0.55M,-34.17%,-,-,18.42%,69.66%,77.80,143.72,-10.29%,-,5.38,34.20%,52.73%,-40.88%,-,3.49 (4.10%),-,32.08%,-,9.21%,2.67,"Nov 20, 2024",0.57,13.42%,47.29%,49.33,1.80%,1.82%,-,0.36,26.84%,38.39%,1.75,111.39,Yes / Yes,0.24,1.33%,46.15%,0.90,86.40,14.94%,-2.48%,31.31%,May 12 BMO,298.20K,84.96,1.47%,-0.35%,-14.68%,"

","267,760",-1.66%,KSPI
Krystal Biotech Inc,Healthcare,Biotechnology,USA,NASD,RUT,31.31,4.15,14.14%,28.90M,-5.93%,3.76B,14.91,8.72,-2.41%,24.81M,-0.44%,123.96M,0.51,1.30,92.95%,11.77%,-31.02%,333.45M,11.27,99.88%,-1.30%,8.44,-25.02%,34.07,3.82,45.41%,12.86%,2.92M,-28.84%,21.35,6.09,61.67%,13.90%,122.80,219.34,-17.00%,-,29.06,-,12.48%,-40.72%,0.66,-,9.27,-,91.19%,5.88%,5.28,-,9.65,118.34%,40.05%,39.93,1.56%,2.06%,275,0.01,247.53%,37.18%,1.18,205.20,Yes / Yes,0.01,3661.64%,0.00%,1.06,133.04,-8.34%,-15.89%,94.88%,May 06 BMO,345.91K,130.02,-0.83%,-10.87%,-22.51%,"

","366,901",-2.27%,KRYS
Kimbell Royalty Partners LP,Energy,Oil & Gas E&P,USA,NYSE,-,197.26,0.07,5.40%,107.89M,5.11%,1.55B,20.22,0.71,-0.54%,84.50M,6.51%,5.80M,-,0.16,36.30%,1.54%,2.93%,312.90M,4.97,-113.20%,9.47%,2.00,-9.03%,6.37,2.26,6.11%,2.10%,1.31M,-12.30%,0.33,43.64,-,4.40%,10.98,17.07,-11.28%,-,120.43,50.20%,14.10%,-15.64%,0.49,1.70 (11.81%),6.00,23.10%,93.80%,31.15%,0.33,"May 20, 2025",6.00,-,34.90%,70.85,0.69%,1.29%,-,0.51,-,8.60%,-,18.00,Yes / Yes,0.51,397.50%,-,0.98,14.19,5.90%,12.01%,2.60%,May 08 BMO,652.97K,14.40,7.04%,11.75%,-3.24%,"

","637,065",1.48%,KRP
Karman Holdings Inc,Industrials,Aerospace & Defense,USA,NYSE,-,-,-,77.69%,132.17M,8.45%,6.33B,79.19,0.60,-9.11%,29.49M,8.03%,-,-,0.11,24.25%,4.18%,38.78%,-,-,426.55%,107.72%,1.39,-,2.64,18.14,43.54%,-,1.23M,-,0.86,55.67,116.36%,-,25.02,49.81,59.33%,-,-,-,-,-3.87%,-,-,3.23,-,-,91.33%,2.17,-,3.34,-,-,65.73,1.49%,3.30%,1113,1.20,-,-,1.20,49.25,No / Yes,1.17,-,-,0.64,47.51,3.88%,123.21%,-,May 13 AMC,888.00K,47.88,6.76%,21.02%,31.14%,"

","565,030",0.78%,KRMN
Kite Realty Group Trust,Real Estate,REIT - Retail,USA,NYSE,RUT,362.50,0.06,1.16%,219.81M,-2.19%,4.91B,55.22,0.40,-0.53%,217.26M,-3.63%,27.55M,1.84,0.07,96.25%,4.61%,1.13%,863.63M,5.68,1525.79%,-0.94%,5.14,-15.03%,14.87,1.50,24.37%,0.40%,10.01M,1.53%,0.25,89.39,197.14%,0.81%,18.51,28.24,-11.53%,1.09 (4.89%),16.78,-,0.44%,-20.93%,1.11,1.03 (4.62%),1.11,21.89%,29.18%,20.60%,0.45,"Jul 09, 2025",1.11,-75.82%,22.29%,51.17,0.56%,1.51%,227,0.95,4.37%,3.19%,2.09,26.60,Yes / Yes,0.93,67.70%,5567.57%,0.72,22.33,3.82%,51.93%,7.58%,Apr 29 AMC,1.95M,22.33,0.71%,1.90%,-7.29%,"

","1,405,451",0.00%,KRG
Kilroy Realty Corp,Real Estate,REIT - Office,USA,NYSE,-,20.85,1.68,2.32%,118.27M,-1.49%,8.28B,50.98,0.69,-0.13%,115.54M,6.58%,198.68M,-,0.31,118.52%,9.49%,2.49%,1.13B,7.34,-34.34%,3.63%,7.62,-15.19%,45.29,0.77,-40.91%,1.77%,10.97M,11.07%,0.62,56.45,-23.27%,3.69%,27.07,43.78,-13.45%,2.17 (6.20%),16.23,-1.02%,2.10%,-20.03%,1.21,2.04 (5.82%),0.81,6.28%,35.42%,29.33%,0.96,"Jun 30, 2025",0.81,-3.07%,28.99%,60.18,1.59%,1.82%,229,0.88,1.11%,17.61%,2.69,36.69,Yes / Yes,0.77,-21.49%,122.12%,0.67,35.57,-1.40%,3.74%,-2.78%,May 05 AMC,1.44M,35.01,4.04%,8.23%,-4.03%,"

","966,011",-1.57%,KRC
Kroger Co,Consumer Defensive,Grocery Stores,USA,NYSE,S&P 500,17.94,3.68,0.85%,665.85M,0.79%,43.91B,12.76,5.17,-8.63%,660.19M,-4.21%,2.65B,2.36,1.45,87.70%,5.08%,-0.06%,147.12B,0.30,6.15%,-2.15%,4.38,4.19%,12.55,5.25,8.92%,4.99%,33.55M,30.54%,7.92,8.33,7.59%,26.59%,49.04,73.63,7.85%,1.34 (2.04%),23.43,12.51%,8.14%,-10.43%,0.57,0.96 (1.46%),0.52,3.77%,20.50%,34.48%,1.23,"May 15, 2025",0.96,23.94%,3.15%,42.26,0.40%,0.96%,409000,3.03,-1.94%,1.80%,2.26,71.35,Yes / Yes,2.92,-10.10%,34.03%,0.92,66.01,-0.77%,2.45%,-7.44%,Jun 20 BMO,7.66M,65.95,-1.40%,-4.06%,5.80%,"

","7,032,770",-0.09%,KR
Kosmos Energy Ltd,Energy,Oil & Gas E&P,USA,NYSE,RUT,-,-0.03,4.37%,477.90M,11.50%,1.07B,12.60,0.18,-4.21%,457.14M,27.43%,-12.44M,-,-0.06,98.22%,9.44%,-1.76%,1.55B,0.69,-147.03%,1.50%,3.64,-29.21%,2.30,0.97,189.60%,-0.23%,43.17M,-58.70%,0.10,21.41,-7.68%,-1.15%,1.38,5.97,-34.80%,-,-,-,-0.32%,-62.62%,1.47,-,0.40,2.32%,22.64%,61.01%,0.14,"Mar 04, 2020",0.76,-105.09%,16.19%,66.51,4.46%,3.88%,243,2.59,-11.11%,-0.80%,1.80,4.06,Yes / Yes,2.59,-222.24%,0.00%,1.52,2.20,-9.80%,-164.42%,-31.10%,May 06 BMO,11.87M,2.23,19.76%,25.48%,-26.85%,"

","18,042,759",1.36%,KOS
Coca-Cola Femsa S.A.B. DE C.V. ADR,Consumer Defensive,Beverages - Non-Alcoholic,Mexico,NYSE,-,16.00,5.94,5.19%,52.52M,-1.61%,4.99B,12.84,7.40,0.00%,49.80M,2.52%,1.25B,1.72,1.61,39.89%,0.37%,6.15%,14.90B,0.34,11.56%,3.22%,0.76,17.24%,141.17,0.67,11.81%,7.81%,0.18M,10.54%,28.70,3.31,9.31%,17.12%,72.68,101.74,22.08%,3.73 (3.92%),10.20,15.55%,11.37%,-6.54%,0.62,3.12 (3.29%),0.96,8.61%,46.21%,30.83%,2.12,"Apr 22, 2025",1.21,4.48%,14.47%,47.70,1.82%,1.57%,114728,0.51,1.54%,8.38%,1.33,109.53,Yes / Yes,0.48,-14.53%,-,1.37,96.97,1.44%,23.77%,-8.45%,Apr 25 BMO,241.25K,95.09,-1.26%,0.24%,9.96%,"

","329,471",-1.94%,KOF
Coca-Cola Co,Consumer Defensive,Beverages - Non-Alcoholic,USA,NYSE,"DJIA, S&P 500",27.87,2.50,0.77%,4.30B,-3.77%,299.66B,21.76,3.20,-2.41%,4.27B,-3.31%,10.78B,4.56,0.83,74.16%,0.75%,0.35%,46.67B,6.42,3.03%,1.88%,1.92,9.05%,6.09,11.44,7.83%,10.72%,31.92M,10.53%,3.20,21.74,6.11%,40.98%,60.62,74.38,11.82%,2.03 (2.92%),-,3.54%,15.46%,-6.40%,0.46,1.99 (2.86%),0.89,4.64%,61.17%,14.86%,1.04,"Jun 13, 2025",1.10,0.28%,24.71%,38.32,0.84%,0.78%,69700,1.87,1.15%,23.11%,1.46,79.55,Yes / Yes,1.66,5.03%,78.83%,0.91,70.52,0.52%,2.21%,-0.86%,Apr 29 BMO,16.61M,69.62,-2.59%,-2.55%,2.23%,"

","15,143,105",-1.28%,KO
Knight-Swift Transportation Holdings Inc,Industrials,Trucking,USA,NYSE,-,45.98,0.93,3.16%,162.02M,-5.61%,6.93B,17.12,2.50,0.07%,156.93M,-6.37%,150.90M,0.87,0.33,95.09%,4.51%,-7.85%,7.41B,0.93,41.08%,0.82%,2.33,-24.21%,43.91,0.97,66.92%,1.20%,7.07M,-10.47%,2.13,20.10,52.90%,2.13%,36.69,61.51,-19.42%,0.68 (1.60%),56.81,-16.59%,1.59%,-30.52%,1.19,0.68 (1.59%),0.88,8.87%,11.16%,16.49%,1.32,"Jun 09, 2025",0.88,36.33%,3.73%,44.85,2.05%,1.75%,35300,0.39,1.16%,2.04%,1.91,51.17,Yes / Yes,0.34,1257.06%,88.24%,0.74,43.36,1.36%,19.10%,0.10%,Apr 23 AMC,3.03M,42.74,-2.84%,0.91%,-14.61%,"

","2,232,378",-1.43%,KNX
Kinetik Holdings Inc,Energy,Oil & Gas Midstream,USA,NYSE,RUT,45.60,0.94,35.82%,60.92M,-1.15%,6.76B,18.52,2.31,-14.91%,39.10M,-5.62%,56.67M,1.11,0.34,69.64%,8.20%,-19.74%,1.65B,4.10,53.56%,6.04%,3.03,-26.38%,-41.85,-,47.56%,1.11%,3.21M,6.89%,0.06,764.11,41.15%,-,37.85,67.60,-24.51%,3.18 (7.43%),18.73,-,5.45%,-36.67%,3.06,3.09 (7.22%),0.66,62.41%,22.55%,13.10%,1.61,"Apr 25, 2025",0.66,-61.22%,15.16%,42.39,0.75%,2.10%,460,-,23.42%,3.44%,2.00,53.80,Yes / Yes,-,-62.97%,297.70%,1.15,43.70,1.02%,-84.09%,31.73%,May 07 AMC,1.06M,42.81,-4.06%,-1.74%,-17.24%,"

","1,211,870",-2.04%,KNTK
Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,NYSE,-,26.75,17.37,5.34%,23.31M,1.15%,10.83B,22.84,20.34,-0.80%,22.07M,0.21%,405.13M,2.12,4.39,87.79%,7.83%,3.03%,1.64B,6.61,9.87%,2.20%,8.82,-8.36%,67.92,6.84,15.28%,9.54%,1.73M,19.92%,-,-,12.62%,29.42%,366.92,531.79,-0.13%,0.67 (0.14%),11.24,44.11%,22.93%,-12.65%,1.20,0.64 (0.14%),-,38.10%,-,26.60%,12.90,"May 29, 2025",0.36,14.86%,31.81%,49.02,1.94%,1.61%,674,0.12,23.14%,24.74%,2.62,469.25,Yes / Yes,0.12,-9.73%,3.37%,1.04,470.47,-3.82%,14.76%,13.58%,Apr 24 AMC,196.05K,464.51,-0.82%,0.19%,0.40%,"

","203,481",-1.27%,KNSL
Kiniksa Pharmaceuticals International Plc,Healthcare,Drug Manufacturers - Specialty & Generic,United Kingdom,NASD,RUT,-,-0.24,44.56%,42.16M,-6.11%,2.04B,21.98,1.27,-1.96%,40.46M,6.48%,-16.95M,-,0.19,55.19%,6.72%,23.62%,481.17M,4.24,220.74%,8.83%,4.21,38.78%,6.28,4.45,75.51%,-3.03%,2.72M,48.99%,3.68,7.60,-,-3.81%,17.38,30.69,41.30%,-,46.64,27.38%,-3.64%,-8.93%,0.05,-,3.43,-,54.31%,60.82%,1.16,-,3.66,-290.38%,-3.28%,52.31,4.68%,2.78%,315,0.02,59.45%,-3.52%,1.00,38.00,Yes / Yes,0.02,144.73%,-,0.85,28.41,4.48%,-14.79%,72.54%,Apr 29 BMO,644.87K,27.95,-0.59%,10.41%,21.53%,"

","550,786",-1.62%,KNSA
Knife River Corp,Basic Materials,Building Materials,USA,NYSE,RUT,25.36,3.17,0.55%,56.65M,-9.79%,4.56B,17.42,4.62,0.00%,56.34M,-20.20%,180.62M,1.86,1.51,92.61%,4.89%,-12.47%,2.92B,1.56,12.17%,4.90%,5.49,-23.50%,24.85,3.24,15.95%,6.23%,2.75M,15.39%,2.44,32.91,13.66%,13.76%,66.51,108.83,-20.85%,-,124.66,8.03%,6.94%,-26.08%,0.97,-,1.49,7.41%,18.94%,20.96%,3.66,-,2.94,2.22%,9.83%,31.42,3.40%,2.61%,4761,0.87,2.48%,6.18%,1.40,118.21,Yes / Yes,0.85,-44.18%,0.00%,1.91,82.54,4.48%,-30.07%,7.25%,May 06 BMO,501.15K,80.45,-12.15%,-13.19%,-15.01%,"

","958,777",-2.53%,KNF
Knowles Corp,Technology,Electronic Components,USA,NYSE,RUT,-,-2.71,2.78%,87.68M,-4.18%,1.47B,13.61,1.25,-0.82%,84.56M,-0.99%,-242.40M,-,0.23,102.00%,3.75%,4.95%,621.90M,2.37,15.38%,-0.82%,4.24,-14.52%,8.62,1.97,18.57%,-18.61%,3.17M,-5.10%,1.17,14.47,-,-26.83%,12.19,20.85,-14.95%,-,14.76,-,-27.17%,-18.72%,1.41,-,1.30,-8.33%,38.48%,39.05%,0.42,-,2.02,-405.65%,9.17%,52.88,2.16%,1.73%,5500,0.28,-18.14%,-38.98%,1.75,20.75,Yes / Yes,0.18,-116.67%,-,0.71,17.11,2.52%,0.00%,-32.69%,Apr 24 AMC,747.84K,16.95,0.84%,5.45%,-3.40%,"

","527,393",-0.94%,KN
Carmax Inc,Consumer Cyclical,Auto & Truck Dealerships,USA,NYSE,S&P 500,20.11,3.20,0.50%,153.32M,-5.93%,9.81B,15.00,4.29,-26.23%,151.58M,-4.19%,500.56M,-,1.16,107.60%,8.48%,-8.39%,26.35B,0.37,14.43%,-3.84%,3.60,-25.75%,40.72,1.58,16.90%,1.81%,12.86M,-8.34%,5.29,12.18,-,8.13%,61.34,91.25,-21.20%,-,62.72,-9.64%,2.00%,-29.39%,1.38,-,0.52,5.34%,9.96%,5.04%,1.91,-,2.31,2.28%,-0.48%,44.18,1.84%,2.00%,30048,3.11,-0.69%,1.90%,2.05,79.79,Yes / Yes,3.01,82.85%,0.00%,1.00,65.85,0.06%,-12.12%,6.69%,Jun 20 BMO,3.57M,64.43,-0.97%,-2.93%,-15.24%,"

","3,579,258",-2.16%,KMX
Kennametal Inc,Industrials,Tools & Accessories,USA,NYSE,RUT,15.99,1.38,1.25%,76.23M,-1.16%,1.69B,16.48,1.34,1.06%,75.28M,1.28%,108.71M,17.01,0.38,102.86%,5.13%,3.51%,1.99B,0.85,-11.50%,-6.62%,3.90,-17.92%,16.22,1.36,1.14%,4.34%,3.86M,-9.34%,1.28,17.31,0.94%,8.69%,17.30,32.18,-7.87%,0.80 (3.62%),11.06,-13.99%,5.83%,-31.23%,1.39,0.80 (3.62%),1.10,-2.93%,30.77%,27.92%,0.50,"May 13, 2025",2.44,2.74%,9.18%,57.09,1.48%,1.51%,8447,0.53,-2.93%,5.45%,3.78,21.81,Yes / Yes,0.51,70.62%,58.52%,0.69,22.25,-0.59%,97.06%,-5.70%,May 07 BMO,991.35K,22.13,1.51%,7.50%,-6.55%,"

","681,201",-0.54%,KMT
Kemper Corporation,Financial,Insurance - Property & Casualty,USA,NYSE,-,11.75,5.35,4.87%,63.98M,2.21%,4.02B,9.42,6.67,0.10%,60.88M,-2.86%,346.20M,2.29,1.52,87.35%,1.77%,-6.36%,4.69B,0.86,6.03%,1.91%,2.01,-7.14%,45.60,1.38,6.87%,2.76%,1.08M,8.59%,-,-,5.13%,12.57%,53.57,73.01,-5.42%,1.28 (2.03%),8.48,-9.21%,8.87%,-13.93%,1.28,1.26 (2.01%),-,-1.67%,-,17.30%,1.47,"May 19, 2025",0.34,386.07%,10.83%,49.19,1.26%,1.56%,7400,0.34,-2.18%,7.38%,1.57,82.20,Yes / Yes,0.34,40.09%,25.27%,1.21,63.61,-1.22%,10.78%,4.21%,May 07 AMC,537.05K,62.84,-0.61%,2.40%,-2.34%,"

","649,654",-1.21%,KMPR
Kinder Morgan Inc,Energy,Oil & Gas Midstream,USA,NYSE,S&P 500,23.75,1.16,12.80%,2.22B,0.33%,61.04B,20.15,1.36,-0.12%,1.94B,-2.21%,2.57B,2.88,0.28,66.88%,2.09%,-0.18%,15.49B,3.94,10.69%,0.38%,2.98,2.12%,13.77,1.99,7.09%,3.59%,40.41M,39.02%,0.13,206.92,8.25%,8.43%,19.47,31.48,0.26%,1.17 (4.25%),25.74,4.00%,4.24%,-12.74%,0.75,1.15 (4.20%),0.35,2.75%,36.08%,41.06%,0.56,"Apr 30, 2025",0.45,5.40%,28.60%,46.51,0.49%,1.13%,10933,1.08,2.02%,16.58%,2.13,30.33,Yes / Yes,0.98,-3.98%,97.84%,0.94,27.66,0.04%,-4.25%,10.98%,Apr 16 AMC,13.57M,27.47,-1.41%,0.75%,4.11%,"

","12,720,272",-0.69%,KMI
Kimberly-Clark Corp,Consumer Defensive,Household & Personal Products,USA,NASD,S&P 500,17.57,7.34,0.19%,331.87M,-3.09%,42.78B,16.84,7.66,-2.46%,331.19M,-7.29%,2.46B,4.71,1.66,80.01%,1.65%,-7.60%,19.75B,2.17,-2.43%,-3.61%,2.33,-1.50%,3.32,38.86,7.50%,14.76%,5.46M,-7.53%,1.70,75.99,3.73%,229.84%,124.10,150.45,-1.61%,5.00 (3.88%),17.89,3.89%,32.51%,-14.30%,0.39,6.22 (4.82%),0.49,1.69%,35.80%,3.89%,2.37,"Jun 06, 2025",0.76,34.80%,14.57%,31.36,1.35%,1.05%,38000,6.58,-3.12%,12.48%,2.70,142.27,Yes / Yes,5.89,-11.05%,64.62%,1.23,130.67,-1.08%,1.94%,-6.00%,Apr 22 BMO,2.35M,128.93,-6.18%,-5.33%,-5.71%,"

","2,882,949",-1.33%,KMB
"Kulicke & Soffa Industries, Inc",Technology,Semiconductor Equipment & Materials,USA,NASD,RUT,95.52,0.36,3.47%,53.03M,-1.90%,1.82B,24.92,1.39,0.00%,50.94M,2.10%,21.50M,-,0.05,95.33%,4.22%,-5.06%,691.08M,2.64,133.80%,-0.45%,3.06,-30.14%,16.30,2.12,1875.36%,1.76%,2.15M,-25.11%,11.02,3.13,-,2.29%,26.62,53.71,-26.00%,-,13.02,-,2.41%,-35.71%,1.55,0.81 (2.35%),4.33,5.51%,42.49%,29.69%,1.14,"Jun 18, 2025",5.18,132.04%,-1.83%,56.07,3.01%,1.97%,2746,0.04,-6.17%,3.11%,2.14,38.50,Yes / Yes,0.03,13.30%,-,0.52,35.35,-2.34%,-370.83%,-5.86%,May 06 AMC,703.12K,34.53,3.49%,6.96%,-14.89%,"

","365,307",-2.32%,KLIC
WK Kellogg Co,Consumer Defensive,Packaged Foods,USA,NYSE,RUT,24.29,0.64,27.69%,86.15M,-2.25%,1.35B,9.21,1.70,0.00%,62.38M,-14.24%,57.00M,4.14,0.38,79.70%,17.83%,-21.70%,2.66B,0.51,-10.29%,0.64%,14.13,-24.68%,3.80,4.13,11.50%,2.92%,11.12M,-12.42%,0.31,50.03,5.86%,17.70%,14.80,22.21,-12.95%,0.66 (4.19%),-,-21.01%,6.14%,-29.49%,0.75,0.65 (4.15%),0.34,-1.42%,29.09%,5.81%,0.53,"May 30, 2025",0.78,-51.41%,7.66%,36.06,0.92%,1.76%,3280,2.19,-3.13%,2.14%,3.64,16.67,Yes / Yes,1.84,-46.06%,77.33%,0.84,15.73,-1.78%,-49.15%,-6.22%,May 06 BMO,787.04K,15.66,-4.40%,-10.32%,-13.21%,"

","658,349",-0.45%,KLG
KinderCare Learning Companies Inc,Consumer Defensive,Education & Training Services,USA,NYSE,RUT,-,-0.62,73.35%,118.01M,-7.63%,1.17B,10.42,0.95,0.00%,31.45M,-19.20%,-69.93M,-,0.26,27.70%,5.44%,-41.73%,2.68B,0.44,96.46%,-3.06%,2.28,-48.60%,7.50,1.32,21.30%,-2.26%,1.71M,-,1.11,8.93,41.26%,-13.54%,10.02,29.89,-44.21%,-,-,-30.49%,-2.24%,-66.78%,-,-,0.61,7.26%,18.93%,-0.95%,0.52,-,0.61,-198.67%,3.82%,30.17,2.95%,3.32%,-,2.71,4.87%,-2.61%,1.50,20.50,Yes / Yes,2.53,1268.63%,-,1.00,10.05,-1.87%,39.06%,2.07%,May 13 AMC,752.28K,9.93,-12.58%,-15.98%,-45.61%,"

","755,646",-1.19%,KLC
KLA Corp,Technology,Semiconductor Equipment & Materials,USA,NASD,"NDX, S&P 500",32.45,27.52,0.16%,132.24M,4.25%,118.09B,26.86,33.25,-8.17%,132.03M,12.87%,3.70B,1.95,8.54,87.82%,2.72%,25.77%,11.54B,10.23,36.48%,-0.45%,2.85,38.11%,30.28,29.49,2.61%,24.52%,3.59M,7.59%,30.46,29.31,16.65%,104.10%,551.33,896.32,41.72%,6.77 (0.76%),33.63,22.04%,36.77%,-0.37%,1.39,6.75 (0.76%),1.68,16.50%,61.12%,61.97%,23.52,"May 19, 2025",2.49,44.14%,42.01%,75.41,1.56%,1.80%,15230,1.52,20.44%,32.02%,2.00,811.09,Yes / Yes,1.51,84.40%,27.86%,1.06,892.38,1.78%,3.99%,29.93%,Apr 30 AMC,1.26M,893.00,10.26%,20.58%,25.19%,"

","1,333,869",0.07%,KLAC
KKR & Co. Inc,Financial,Asset Management,USA,NYSE,S&P 500,52.48,2.31,23.31%,888.25M,-2.39%,107.82B,18.18,6.66,-16.91%,683.05M,-3.84%,2.19B,2.74,1.15,60.80%,1.40%,6.17%,16.48B,6.54,8.57%,0.46%,1.78,-22.27%,28.06,4.31,30.53%,0.62%,9.54M,10.70%,20.65,5.86,19.18%,9.03%,86.15,170.40,-18.15%,0.75 (0.62%),13.70,-1.51%,2.82%,-28.96%,1.88,0.71 (0.59%),6.27,37.21%,44.04%,40.52%,3.47,"May 12, 2025",6.27,-46.67%,24.05%,49.75,2.08%,1.88%,4834,1.86,-27.45%,13.32%,1.39,143.89,Yes / Yes,1.84,-130.44%,21.06%,0.57,123.40,3.26%,2.15%,-69.04%,May 01 BMO,5.36M,121.06,-0.54%,4.36%,-9.09%,"

","3,063,408",-1.90%,KKR
Kimco Realty Corporation,Real Estate,REIT - Retail,USA,NYSE,S&P 500,27.17,0.76,2.15%,679.50M,-1.98%,14.06B,28.18,0.74,-0.06%,661.92M,-4.20%,515.39M,1.88,0.17,96.72%,2.71%,-0.81%,2.09B,6.72,26.94%,2.63%,3.39,-15.15%,15.58,1.33,5.63%,2.81%,17.95M,11.73%,0.20,106.10,14.45%,5.19%,17.93,25.75,-11.31%,1.01 (4.87%),19.50,-7.14%,2.78%,-19.29%,1.28,0.83 (4.00%),1.79,12.17%,39.97%,15.90%,0.39,"Jun 06, 2025",1.79,45.10%,32.61%,46.40,0.64%,1.21%,717,0.77,12.55%,24.65%,2.43,23.99,Yes / Yes,0.75,729.79%,175.60%,0.58,20.92,3.31%,4.83%,6.53%,May 01 BMO,5.30M,20.78,-0.90%,0.35%,-7.35%,"

","3,066,301",-0.67%,KIM
Kraft Heinz Co,Consumer Defensive,Packaged Foods,USA,NASD,"NDX, S&P 500",11.67,2.21,0.42%,1.19B,-3.16%,30.48B,9.65,2.67,-0.60%,1.18B,-7.17%,2.65B,-,0.64,84.08%,4.50%,-15.27%,25.43B,1.20,-15.30%,-0.61%,4.71,-18.38%,41.56,0.62,2.99%,2.94%,53.06M,-20.87%,2.38,10.81,-2.93%,5.36%,25.53,36.53,-16.15%,1.60 (6.22%),9.63,7.39%,3.77%,-29.51%,0.23,1.60 (6.21%),0.81,0.69%,34.64%,0.86%,0.51,"May 30, 2025",1.31,-4.04%,20.86%,31.24,0.76%,1.35%,36000,0.44,-4.25%,10.44%,3.17,28.89,Yes / Yes,0.42,-8.96%,70.85%,1.24,25.79,-0.30%,3.09%,-6.43%,Apr 29 BMO,11.27M,25.75,-3.10%,-7.61%,-16.72%,"

","13,986,905",-0.16%,KHC
Kodiak Gas Services Inc,Energy,Oil & Gas Equipment & Services,USA,NYSE,RUT,64.77,0.53,38.89%,87.80M,0.98%,2.99B,15.76,2.16,-16.90%,53.69M,-4.05%,47.85M,0.95,0.45,65.11%,12.90%,-9.31%,1.27B,2.35,210.39%,8.39%,6.97,-17.98%,15.31,2.23,24.44%,1.25%,6.93M,29.83%,0.02,1535.51,67.90%,3.88%,24.83,50.43,-16.53%,1.80 (5.27%),82.21,-,1.20%,-32.42%,1.35,1.68 (4.93%),0.87,21.47%,38.19%,37.23%,1.18,"May 05, 2025",1.17,-37.84%,27.80%,43.81,1.29%,2.03%,1300,1.98,45.41%,3.76%,1.45,44.18,Yes / Yes,1.97,-14.49%,279.84%,0.95,33.67,1.19%,-14.37%,52.97%,May 07 AMC,994.09K,34.08,-2.76%,-1.44%,-7.30%,"

","939,642",1.22%,KGS
Kinross Gold Corp,Basic Materials,Gold,Canada,NYSE,-,15.91,0.98,0.62%,1.23B,5.40%,19.15B,12.38,1.26,0.00%,1.22B,13.86%,1.21B,0.88,0.27,63.73%,0.97%,29.87%,5.56B,3.44,70.29%,-6.25%,0.56,55.32%,5.85,2.67,8.91%,11.25%,11.78M,111.52%,0.58,27.11,18.00%,18.12%,7.20,15.96,68.39%,0.12 (0.77%),12.46,6.28%,14.34%,-2.19%,0.63,0.12 (0.77%),1.10,8.04%,35.96%,116.81%,0.46,"May 29, 2025",2.70,179.05%,33.68%,59.73,1.46%,2.09%,-,0.17,26.71%,21.74%,1.89,17.24,Yes / Yes,0.17,245.42%,15.79%,1.11,15.58,2.10%,27.06%,38.47%,May 06 AMC,21.16M,15.61,3.44%,7.08%,36.56%,"

","23,475,963",0.19%,KGC
Korn Ferry,Industrials,Staffing & Employment Services,USA,NYSE,RUT,14.35,4.65,1.44%,51.57M,-4.83%,3.45B,13.31,5.02,-2.62%,50.90M,-2.45%,243.38M,1.32,1.26,96.97%,2.63%,-0.95%,2.74B,1.26,13.49%,-2.61%,3.26,-5.08%,34.76,1.92,3.25%,6.75%,1.34M,-5.00%,15.88,4.20,10.90%,13.92%,59.23,80.64,-1.02%,1.54 (2.31%),10.90,12.26%,10.49%,-17.21%,1.43,1.59 (2.38%),1.90,7.21%,21.22%,12.72%,1.43,"Mar 27, 2025",1.90,62.57%,12.61%,45.06,1.99%,1.36%,9076,0.32,-3.27%,8.88%,1.60,78.50,Yes / Yes,0.29,-2.56%,31.59%,0.98,67.62,2.81%,5.41%,-0.05%,Jun 18 BMO,409.82K,66.76,-2.59%,1.64%,-3.51%,"

","401,328",-1.27%,KFY
