Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Goldman Sachs BDC Inc,Financial,Asset Management,USA,NYSE,-,26.56,0.43,0.12%,117.30M,-0.78%,1.34B,8.20,1.39,0.00%,116.68M,2.32%,-,-,0.40,31.59%,2.04%,-3.46%,419.77M,3.19,-27.50%,-,3.08,-10.17%,13.20,0.87,-12.70%,-,2.39M,-23.93%,-,-,-,-,9.47,15.53,-3.93%,-,-,-,-,-26.48%,0.77,1.64 (14.40%),-,-,-,20.61%,0.19,"Jun 30, 2025",-,1.61%,-,56.80,0.66%,1.02%,-,-,-26.87%,-,3.50,11.08,Yes / Yes,-,-25.70%,331.63%,0.59,11.56,-1.45%,-3.05%,-13.10%,May 08 AMC,775.29K,11.42,0.94%,5.08%,-7.28%,"

","457,406",-1.21%,GSBD
Globalstar Inc,Communication Services,Telecom Services,USA,NASD,RUT,-,-0.62,60.67%,126.58M,10.30%,2.78B,-,-0.01,7.97%,49.79M,17.63%,-77.90M,-,-0.05,20.90%,4.35%,2.91%,253.90M,10.94,59.32%,4.73%,3.51,-36.10%,2.72,8.07,95.83%,-5.09%,2.17M,30.65%,1.91,11.51,-,-18.66%,15.00,41.10,-29.31%,-,103.02,10.18%,-9.16%,-46.59%,0.87,-,2.19,13.71%,31.59%,46.33%,0.90,-,2.27,-81.21%,1.00%,68.02,1.62%,2.56%,389,1.56,14.55%,-30.68%,1.00,52.50,Yes / Yes,1.47,-24.96%,-,0.93,22.19,-5.95%,-347.33%,6.29%,May 08 AMC,617.93K,21.95,12.00%,12.86%,-2.30%,"

","574,977",-1.08%,GSAT
"Goldman Sachs Group, Inc",Financial,Capital Markets,USA,NYSE,"DJIA, S&P 500",14.24,43.09,0.55%,307.63M,-0.07%,188.26B,12.25,50.10,-1.23%,305.14M,0.32%,14.18B,1.30,9.72,75.29%,1.77%,13.32%,125.70B,1.50,10.52%,0.16%,2.03,4.87%,354.80,1.73,11.82%,0.86%,5.40M,38.10%,-,-,10.99%,12.26%,437.37,672.19,7.15%,12.55 (2.04%),3.53,14.03%,3.58%,-8.73%,1.31,12.00 (1.96%),-,18.46%,-,40.28%,13.74,"May 30, 2025",1.17,68.64%,15.33%,58.48,1.39%,1.22%,46500,5.36,7.70%,11.28%,2.12,591.10,Yes / Yes,2.18,21.98%,28.37%,0.63,625.11,2.01%,14.64%,-2.07%,Apr 14 BMO,2.66M,613.54,0.82%,8.70%,8.66%,"

","1,674,362",-1.85%,GS
Groupon Inc,Communication Services,Internet Content & Information,USA,NASD,RUT,-,-0.97,46.63%,39.81M,2.88%,1.35B,53.51,0.63,0.00%,21.25M,34.38%,-39.58M,-,-0.04,51.89%,37.39%,128.22%,486.66M,2.77,122.96%,18.99%,4.43,171.77%,1.14,29.67,82.69%,-6.58%,7.94M,115.04%,6.55,5.18,-,-90.27%,7.75,33.52,178.93%,-,26.66,-13.82%,-16.37%,1.10%,1.05,-,0.89,-25.99%,89.72%,337.29%,1.59,-,0.89,21.27%,-0.13%,74.81,2.82%,3.30%,2079,5.56,-5.76%,-8.13%,2.00,25.50,Yes / Yes,4.32,152.86%,-,0.95,32.33,1.46%,237.88%,-4.79%,May 07 AMC,1.79M,33.89,13.04%,42.57%,130.97%,"

","1,710,924",4.83%,GRPN
Grindr Inc,Technology,Software - Application,USA,NYSE,RUT,-,-0.60,78.83%,200.24M,-1.41%,4.51B,38.78,0.59,-3.90%,41.47M,-4.52%,-94.58M,-,0.11,17.40%,14.46%,35.83%,363.23M,12.41,162.16%,8.92%,3.18,45.82%,1.60,14.41,28.99%,-16.93%,6.00M,153.41%,1.31,17.62,-,-63.52%,9.14,25.13,28.98%,-,46.12,-5.36%,-15.96%,-8.44%,0.31,-,4.17,-,70.05%,151.75%,0.80,-,4.17,-196.62%,27.59%,48.52,1.03%,1.79%,147,0.91,30.08%,-26.04%,1.25,25.50,Yes / Yes,0.85,258.77%,-,0.53,23.12,-1.42%,24.01%,24.68%,May 08 AMC,1.89M,23.01,-2.86%,4.73%,34.97%,"

","1,003,559",-0.48%,GRND
Garmin Ltd,Technology,Scientific & Technical Instruments,Switzerland,NYSE,S&P 500,26.52,7.59,15.58%,192.71M,-2.95%,38.76B,23.93,8.41,-0.13%,162.55M,0.37%,1.47B,3.76,1.86,56.82%,1.15%,-5.88%,6.45B,6.01,6.52%,0.34%,1.80,-8.16%,42.44,4.74,6.86%,15.94%,1.88M,24.64%,13.89,14.49,7.05%,19.04%,158.38,246.50,-2.40%,3.41 (1.70%),31.84,7.92%,17.65%,-18.33%,0.99,3.00 (1.49%),2.89,10.88%,58.59%,27.11%,4.13,"Jun 16, 2025",4.08,7.28%,25.25%,46.77,1.84%,1.25%,21800,0.02,18.08%,22.76%,3.60,178.50,Yes / Yes,0.02,19.95%,40.81%,0.81,208.39,0.70%,-3.76%,11.11%,Apr 30 BMO,1.04M,201.32,-1.62%,2.37%,0.55%,"

","838,354",-3.39%,GRMN
Grifols SA ADR,Healthcare,Drug Manufacturers - General,Spain,NASD,-,28.84,0.31,0.06%,258.22M,0.57%,2.29B,7.98,1.11,0.00%,258.07M,17.17%,209.19M,1.22,-,57.97%,1.19%,11.15%,7.91B,0.29,16.76%,-9.18%,3.58,23.19%,8.95,0.99,30.47%,0.90%,3.08M,27.26%,3.15,2.82,23.60%,3.34%,5.79,9.96,19.22%,0.03 (0.32%),2.21,-24.56%,1.29%,-10.94%,0.54,-,0.97,6.45%,38.10%,53.20%,0.24,"Jun 03, 2021",2.60,1.92%,16.66%,69.04,1.50%,1.36%,23833,1.78,9.67%,2.64%,3.50,9.39,Yes / Yes,1.67,170.18%,0.00%,1.02,8.98,-6.10%,-26.24%,6.52%,May 12 AMC,861.10K,8.87,5.23%,15.97%,10.98%,"

","880,339",-1.22%,GRFS
Guardian Pharmacy Services Inc,Healthcare,Medical Care Facilities,USA,NYSE,RUT,-,-1.42,68.34%,22.72M,-4.65%,1.27B,19.56,1.01,-25.96%,20.49M,-18.37%,-89.97M,-,0.19,15.22%,5.01%,-1.99%,1.28B,0.99,147.27%,-28.17%,5.21,-19.00%,2.47,7.98,20.32%,-,1.03M,-,0.22,91.03,-,-,14.16,26.91,-2.81%,-,26.34,-,-50.58%,-26.83%,-,-,0.84,-,19.78%,39.05%,1.25,-,1.14,-,-4.51%,32.56,2.10%,4.71%,3400,0.18,-,-7.02%,1.33,27.33,No / Yes,0.14,-,-,1.47,20.26,2.52%,-31.82%,19.57%,May 12 AMC,196.75K,19.69,-10.02%,-14.56%,-7.20%,"

","288,525",-2.81%,GRDN
Green Brick Partners Inc,Consumer Cyclical,Residential Construction,USA,NYSE,RUT,7.18,8.29,8.15%,44.31M,1.07%,2.61B,8.16,7.29,-0.08%,40.34M,-2.84%,370.46M,-,2.04,77.96%,2.88%,2.52%,2.15B,1.22,-16.21%,-0.86%,4.00,-11.20%,37.09,1.60,2.90%,17.57%,1.16M,10.54%,3.07,19.37,-,24.29%,50.57,84.66,5.29%,-,29.19,48.78%,18.66%,-29.74%,1.86,-,0.67,21.53%,32.84%,17.62%,1.85,-,9.66,24.90%,22.34%,49.05,3.37%,2.06%,650,0.17,21.22%,17.24%,3.00,70.00,Yes / Yes,0.17,-8.11%,0.00%,1.05,61.16,-1.23%,-4.90%,11.24%,Apr 30 AMC,290.47K,59.48,-0.68%,1.24%,-8.70%,"

","303,573",-2.75%,GRBK
GRAIL Inc,Healthcare,Diagnostics & Research,USA,NASD,-,-,-60.80,17.21%,35.30M,7.69%,1.49B,-,-13.16,-3.05%,29.78M,25.60%,-1914.30M,-,-3.71,65.96%,19.84%,38.90%,130.71M,11.37,77.44%,-8.65%,4.31,101.46%,68.38,0.60,8.21%,-56.13%,5.91M,-,18.75,2.20,43.20%,-62.22%,12.33,63.99,131.43%,-,-,-89.93%,-77.66%,-35.44%,3.32,-,9.46,-,-60.93%,235.04%,3.72,-,9.71,-26.63%,-517.27%,55.56,4.58%,3.85%,1000,0.03,30.47%,-1464.53%,2.50,31.50,Yes / Yes,0.02,56.09%,-,0.56,41.92,-9.55%,22.24%,19.15%,May 13 AMC,1.37M,41.31,3.28%,19.25%,64.99%,"

","762,319",-1.46%,GRAL
Grab Holdings Limited,Technology,Software - Application,Singapore,NASD,-,952.08,0.00,40.07%,4.00B,-11.61%,18.62B,40.75,0.11,0.00%,2.44B,-12.95%,24.00M,-,0.01,47.49%,5.17%,3.86%,2.92B,6.38,281.38%,3.23%,3.60,-15.84%,1.57,2.91,106.09%,0.27%,126.25M,26.24%,1.44,3.17,-,0.38%,2.98,5.72,-3.18%,-,18.22,51.71%,0.36%,-20.10%,0.84,-,2.46,-,42.48%,53.36%,0.18,-,2.49,107.46%,-0.31%,39.18,3.03%,2.25%,11267,0.06,17.24%,0.82%,1.35,5.83,Yes / Yes,0.04,121.59%,-,0.91,4.63,1.14%,61.29%,18.38%,Apr 30 BMO,35.10M,4.57,-6.93%,-1.86%,1.90%,"

","32,089,069",-1.30%,GRAB
Gulfport Energy Corp,Energy,Oil & Gas E&P,USA,NYSE,RUT,-,-17.81,0.99%,17.80M,2.56%,3.48B,6.10,32.12,-90.43%,17.59M,-0.48%,-317.87M,-,5.80,100.69%,4.79%,13.01%,1.03B,3.37,75.68%,-0.89%,3.86,12.99%,92.98,2.11,18.64%,-10.12%,0.84M,21.13%,0.30,651.78,31.90%,-16.01%,130.02,201.18,6.36%,-,17.84,-3.34%,-13.31%,-2.62%,0.63,-,0.43,-7.28%,26.23%,50.68%,5.08,-,0.43,-139.05%,22.13%,57.92,1.59%,1.52%,235,0.42,10.44%,-30.74%,1.58,219.17,Yes / Yes,0.42,-103.18%,-,0.81,192.79,-39.56%,4.28%,44.31%,May 06 AMC,218.31K,195.91,1.55%,7.05%,14.65%,"

","175,813",1.62%,GPOR
"Global Payments, Inc",Technology,Software - Infrastructure,USA,NYSE,S&P 500,12.05,6.19,0.97%,245.36M,-2.93%,18.20B,5.49,13.60,0.14%,241.51M,-10.27%,1.56B,1.17,3.05,94.00%,4.93%,-20.82%,10.10B,1.80,4.69%,0.24%,3.30,-35.54%,90.68,0.82,12.50%,3.14%,11.92M,-22.82%,12.91,5.78,10.27%,7.03%,65.93,120.00,-33.41%,1.08 (1.44%),6.04,23.30%,4.19%,-37.82%,0.94,1.00 (1.34%),0.94,15.52%,62.77%,13.18%,2.20,"Jun 13, 2025",0.94,22.96%,22.28%,40.48,2.87%,2.11%,27000,0.76,3.23%,15.48%,2.46,95.64,Yes / Yes,0.67,1.70%,16.23%,0.55,78.28,0.19%,0.22%,-0.33%,May 06 BMO,3.61M,74.62,-3.29%,-5.13%,-25.40%,"

","1,989,036",-4.68%,GPN
Graphic Packaging Holding Co,Consumer Cyclical,Packaging & Containers,USA,NYSE,-,10.34,2.04,1.47%,301.75M,-5.17%,6.37B,8.60,2.45,0.00%,297.33M,-8.70%,620.00M,3.29,0.45,109.34%,7.12%,-19.56%,8.67B,0.73,-17.41%,2.73%,6.68,-28.57%,10.46,2.02,19.29%,5.43%,21.17M,-24.24%,0.43,49.36,3.14%,20.62%,20.86,30.70,-22.31%,0.42 (2.01%),-,25.19%,7.02%,-31.27%,0.75,0.42 (1.99%),0.73,7.41%,21.95%,1.15%,0.56,"Jun 13, 2025",1.88,-7.43%,12.47%,31.93,1.83%,1.34%,23000,1.81,-6.28%,7.15%,2.14,26.06,Yes / Yes,1.80,-21.28%,18.55%,1.04,21.67,-0.09%,-11.34%,-6.15%,May 01 BMO,3.17M,21.10,-5.81%,-9.67%,-21.62%,"

","3,302,155",-2.63%,GPK
"Group 1 Automotive, Inc",Consumer Cyclical,Auto & Truck Dealerships,USA,NYSE,RUT,11.97,35.50,4.00%,13.03M,0.47%,5.50B,9.75,43.59,-2.56%,12.42M,-3.16%,469.10M,2.10,10.48,99.54%,7.81%,10.08%,20.97B,0.26,4.42%,-4.82%,5.84,0.07%,229.63,1.85,6.47%,5.09%,0.97M,40.69%,5.45,77.95,5.70%,16.25%,279.86,490.09,0.80%,2.00 (0.47%),24.38,31.55%,7.91%,-13.31%,0.91,1.94 (0.46%),0.27,10.60%,15.60%,51.81%,10.48,"Jun 02, 2025",1.00,-15.98%,4.50%,48.47,2.24%,1.47%,20413,1.76,15.13%,2.24%,1.91,467.00,Yes / Yes,0.98,-10.76%,5.11%,0.58,433.72,1.35%,4.63%,23.15%,Apr 24 BMO,166.15K,424.86,-1.29%,1.99%,3.48%,"

","96,893",-2.04%,GPI
Structure Therapeutics Inc ADR,Healthcare,Biotechnology,USA,NASD,-,-,-2.58,4.94%,57.54M,2.60%,1.25B,-,-1.49,0.00%,54.69M,-8.96%,-143.51M,-,-0.28,93.69%,16.67%,2.99%,0.00M,-,-9.02%,-6.15%,9.61,-37.51%,14.33,1.51,-75.48%,-21.68%,9.12M,-56.67%,14.54,1.49,-29.12%,-22.88%,13.22,53.45,-20.06%,-,-,-51.75%,-17.30%,-59.44%,-1.97,-,23.29,-,-,63.99%,1.48,-,23.29,-11.34%,-,44.01,4.40%,2.96%,163,0.01,-,-,1.00,79.00,Yes / Yes,0.01,-46.51%,-,0.71,22.22,-,-11.80%,-,May 08 AMC,948.70K,21.68,-4.86%,-2.91%,-25.77%,"

","669,763",-2.43%,GPCR
Genuine Parts Co,Consumer Cyclical,Auto Parts,USA,NYSE,S&P 500,19.66,6.09,0.40%,138.79M,-4.46%,16.61B,13.97,8.57,-0.72%,138.23M,-3.67%,849.57M,4.32,2.07,87.39%,2.77%,-1.90%,23.57B,0.70,-4.67%,4.50%,2.70,-4.56%,32.06,3.73,10.10%,4.45%,3.84M,-15.74%,3.03,39.51,4.55%,19.19%,104.01,149.22,2.50%,4.11 (3.43%),51.81,8.51%,8.72%,-19.80%,0.77,4.06 (3.39%),0.52,6.03%,34.75%,15.07%,2.61,"Jun 06, 2025",1.15,-32.18%,5.94%,38.78,1.59%,1.17%,63000,1.37,1.99%,3.60%,2.40,131.75,Yes / Yes,1.19,-21.39%,61.80%,0.87,122.13,0.61%,4.37%,1.43%,Apr 22 BMO,1.42M,119.68,-5.04%,-0.60%,-3.47%,"

","1,231,210",-2.01%,GPC
Canada Goose Holdings Inc,Consumer Cyclical,Apparel Manufacturing,Canada,NYSE,-,16.58,0.66,50.65%,101.36M,-3.16%,1.12B,13.78,0.80,0.00%,50.02M,20.70%,66.18M,-,-0.63,30.74%,18.59%,27.40%,966.02M,1.16,-9.00%,-9.13%,7.73,10.20%,3.88,2.84,8.60%,5.97%,9.30M,-18.25%,2.29,4.81,-3.77%,19.34%,6.73,13.68,9.87%,-,5.85,-7.45%,7.96%,-19.44%,1.46,-,1.50,6.19%,61.04%,63.74%,0.47,-,2.67,54.73%,13.24%,53.65,1.58%,5.05%,4462,1.37,-2.19%,6.85%,3.54,10.52,Yes / Yes,1.21,401.04%,0.00%,0.54,11.46,10.34%,45.10%,0.52%,May 21 BMO,1.20M,11.02,-2.09%,17.02%,10.40%,"

","643,452",-3.84%,GOOS
Alphabet Inc,Communication Services,Internet Content & Information,USA,NASD,"NDX, S&P 500",19.48,8.97,52.17%,5.83B,0.57%,2126.23B,17.18,10.16,-0.01%,5.80B,5.62%,111.00B,1.51,2.16,38.30%,1.14%,5.55%,359.31B,5.92,19.20%,-1.12%,1.66,-5.67%,28.41,6.15,6.06%,25.15%,66.27M,-1.10%,7.83,22.30,12.91%,34.79%,140.53,207.05,-7.73%,0.52 (0.30%),28.39,26.76%,30.02%,-15.64%,1.01,0.81 (0.46%),1.77,16.73%,58.54%,24.29%,4.59,"Jun 09, 2025",1.77,37.73%,32.60%,58.92,1.09%,1.51%,183323,0.08,13.02%,30.89%,1.42,199.64,Yes / Yes,0.07,48.77%,7.46%,0.69,175.70,1.15%,38.81%,11.81%,Apr 24 AMC,39.99M,174.67,2.12%,7.67%,1.79%,"

","27,617,315",-0.59%,GOOGL
Alphabet Inc,Communication Services,Internet Content & Information,USA,NASD,"NDX, S&P 500",19.61,8.97,58.20%,5.47B,0.55%,2126.23B,17.30,10.17,-0.00%,5.07B,5.44%,111.00B,1.52,2.16,27.09%,0.63%,4.93%,359.31B,5.92,19.19%,-1.12%,1.23,-5.71%,28.41,6.19,6.07%,25.15%,31.96M,-1.30%,7.89,22.30,12.93%,34.79%,142.66,208.70,-7.65%,0.56 (0.32%),28.39,26.76%,30.02%,-15.73%,1.02,0.81 (0.46%),1.77,16.73%,58.54%,23.29%,4.55,"Jun 09, 2025",1.77,37.73%,32.60%,58.64,1.07%,1.46%,183323,0.08,13.02%,30.89%,1.42,199.64,Yes / Yes,0.07,48.77%,7.46%,0.78,176.97,1.15%,38.84%,11.81%,Apr 24 AMC,26.07M,175.88,2.05%,7.30%,1.54%,"

","20,338,267",-0.62%,GOOG
Acushnet Holdings Corp,Consumer Cyclical,Leisure,USA,NYSE,RUT,19.42,3.60,53.29%,59.44M,-1.62%,4.11B,20.40,3.43,-3.04%,27.45M,-0.37%,225.91M,5.22,1.31,65.16%,20.05%,7.15%,2.45B,1.68,4.11%,14.88%,11.72,-7.54%,13.13,5.33,-2.28%,9.49%,5.50M,10.72%,0.69,101.23,3.72%,27.15%,55.31,76.65,-1.60%,0.91 (1.30%),26.39,16.07%,13.24%,-8.75%,0.85,0.90 (1.29%),1.21,7.88%,50.43%,26.45%,1.89,"Jun 06, 2025",2.21,24.87%,11.98%,50.99,1.66%,1.82%,7300,1.21,2.07%,9.21%,3.00,67.71,Yes / Yes,1.19,19.50%,25.54%,0.54,72.04,0.80%,22.91%,-0.59%,May 07 BMO,469.85K,69.94,-0.70%,5.24%,4.10%,"

","254,182",-2.92%,GOLF
Gogo Inc,Communication Services,Telecom Services,USA,NASD,RUT,-,-0.04,45.05%,131.76M,8.82%,1.60B,16.26,0.74,-12.10%,72.68M,-0.82%,-4.70M,-,0.11,57.94%,29.72%,76.24%,570.69M,2.80,353.33%,-0.50%,10.58,55.40%,0.63,19.20,63.97%,-0.46%,21.60M,23.87%,0.53,22.73,109.16%,-6.47%,6.17,13.16,49.44%,-,54.33,-,-0.48%,-8.13%,0.97,-,1.36,7.55%,49.96%,95.95%,0.68,-,1.84,-103.22%,17.28%,64.39,2.41%,4.61%,790,11.00,41.51%,-0.82%,2.00,13.75,Yes / Yes,10.82,-61.34%,0.00%,0.58,12.04,7.38%,200.00%,120.77%,May 09 BMO,2.04M,12.09,5.13%,27.75%,49.85%,"

","1,175,436",0.42%,GOGO
Golden Ocean Group Limited,Industrials,Marine Shipping,Bermuda,NASD,RUT,14.01,0.57,50.10%,199.40M,3.38%,1.59B,4.60,1.73,0.00%,99.51M,-1.36%,113.69M,0.59,0.01,31.87%,6.71%,3.24%,863.61M,1.84,-46.97%,-14.59%,1.98,-15.77%,9.16,0.87,224.88%,3.30%,6.67M,-37.96%,0.56,14.09,23.69%,6.06%,6.27,14.28,-11.16%,0.55 (6.87%),9.20,33.97%,3.74%,-44.28%,1.13,0.80 (10.05%),0.81,6.53%,24.49%,26.95%,0.21,"Jun 05, 2025",0.81,-39.13%,21.92%,58.76,0.59%,2.06%,44,0.79,-7.73%,13.16%,2.33,9.30,Yes / Yes,0.66,-167.60%,107.52%,0.51,7.90,7.37%,-15.08%,-42.48%,May 21 BMO,3.36M,7.96,4.03%,5.51%,-16.53%,"

","1,699,988",0.76%,GOGL
Grocery Outlet Holding Corp,Consumer Defensive,Grocery Stores,USA,NASD,-,80.94,0.17,19.00%,98.01M,-0.44%,1.34B,15.63,0.87,0.60%,91.32M,1.11%,17.17M,11.99,0.17,111.45%,14.26%,13.68%,4.46B,0.30,-3.85%,13.70%,3.86,-30.42%,12.04,1.13,17.78%,0.55%,13.02M,-33.61%,0.52,26.25,6.75%,1.43%,10.26,22.55,-12.68%,-,-,16.03%,0.61%,-39.56%,0.31,-,0.25,11.30%,30.50%,32.85%,0.57,-,1.25,-73.84%,2.14%,46.09,2.47%,2.23%,2307,1.48,10.37%,0.39%,3.00,15.50,Yes / Yes,1.40,-2221.36%,0.00%,0.96,13.19,0.20%,83.88%,8.55%,May 06 AMC,3.37M,13.63,-0.36%,-5.78%,-13.83%,"

","3,220,566",3.34%,GO
Genworth Financial Inc,Financial,Insurance - Life,USA,NYSE,RUT,14.10,0.49,2.21%,415.88M,-0.14%,2.88B,13.37,0.52,0.00%,405.29M,0.29%,214.00M,13.30,0.12,87.51%,2.55%,4.83%,7.02B,0.41,-25.81%,-2.07%,1.47,-5.57%,20.94,0.33,13.04%,0.32%,10.33M,15.07%,-,-,1.06%,2.73%,5.87,7.90,-0.57%,-,12.58,-5.65%,2.09%,-12.03%,1.05,-,-,-2.44%,-,18.40%,0.18,"Oct 08, 2008",-,156.14%,8.53%,50.17,1.56%,1.89%,2960,0.17,0.98%,3.05%,3.00,8.50,Yes / Yes,0.17,-58.63%,0.00%,0.86,7.06,-,-42.86%,-6.91%,Apr 30 AMC,7.04M,6.95,-0.44%,1.57%,-0.45%,"

","6,069,183",-1.56%,GNW
Gentex Corp,Consumer Cyclical,Auto Parts,USA,NASD,-,12.73,1.71,0.50%,224.82M,1.45%,4.88B,11.81,1.84,-0.33%,223.68M,-4.40%,385.79M,3.42,0.38,99.09%,3.57%,-10.65%,2.30B,2.12,-7.40%,0.50%,3.30,-30.27%,11.01,1.97,12.83%,14.04%,7.99M,-35.76%,1.37,15.90,3.72%,15.90%,20.28,35.32,-24.40%,0.48 (2.21%),13.29,1.27%,15.57%,-38.51%,0.82,0.48 (2.21%),2.55,4.47%,33.07%,7.10%,0.51,"Jul 09, 2025",4.08,-9.28%,19.79%,47.28,2.33%,1.54%,6184,0.00,-1.66%,16.77%,2.25,24.62,Yes / Yes,0.00,-10.41%,27.20%,0.72,22.27,0.81%,0.82%,-2.28%,Apr 25 BMO,2.42M,21.72,-0.80%,-0.50%,-18.19%,"

","1,756,070",-2.49%,GNTX
Generac Holdings Inc,Industrials,Specialty Industrial Machinery,USA,NYSE,S&P 500,21.72,5.74,1.70%,59.08M,-2.53%,7.37B,14.81,8.42,-1.63%,58.08M,-2.95%,345.55M,2.56,1.35,89.70%,6.41%,-4.36%,4.35B,1.69,1.64%,-5.03%,4.37,-27.21%,41.79,2.98,13.96%,6.78%,3.72M,-10.46%,3.17,39.31,8.50%,14.29%,99.50,195.94,-19.56%,-,13.48,5.99%,9.43%,-36.35%,1.70,-,0.89,14.28%,37.32%,25.35%,3.73,"Jun 10, 2013",1.97,58.67%,12.60%,49.33,1.94%,1.94%,9239,0.54,8.07%,7.95%,1.96,152.75,Yes / Yes,0.48,88.49%,0.00%,0.92,128.39,2.33%,28.87%,5.94%,Apr 30 BMO,852.00K,124.72,-1.20%,4.46%,-15.21%,"

","786,424",-2.86%,GNRC
Global Net Lease Inc,Real Estate,REIT - Diversified,USA,NYSE,RUT,-,-1.11,13.46%,228.73M,-4.27%,1.65B,-,-0.54,-20.41%,193.16M,-6.57%,-256.53M,-,-0.13,66.15%,4.16%,-8.31%,731.38M,2.26,-3.51%,-1.75%,4.48,3.21%,8.37,0.88,31.36%,-4.20%,8.04M,3.36%,0.92,8.00,-,-13.01%,6.51,9.10,1.23%,0.85 (11.49%),7.55,-,-5.40%,-18.84%,1.21,1.02 (13.73%),0.39,21.50%,40.93%,13.52%,0.17,"Apr 11, 2025",0.39,39.04%,30.04%,36.86,0.98%,1.21%,73,1.72,16.69%,-35.07%,2.50,9.42,Yes / Yes,1.48,-230.80%,-,1.48,7.50,-29.70%,-770.00%,-35.73%,May 07 AMC,1.80M,7.39,-4.06%,-2.71%,-4.43%,"

","2,654,975",-1.47%,GNL
GMS Inc,Industrials,Building Products & Equipment,USA,NYSE,RUT,21.06,3.61,0.73%,38.49M,-2.59%,2.92B,12.34,6.16,-3.05%,38.11M,0.58%,145.76M,-,1.11,105.38%,4.40%,5.13%,5.59B,0.52,-27.45%,1.60%,4.48,-19.97%,36.21,2.10,2.93%,4.13%,1.68M,-15.05%,1.54,49.44,-1.79%,10.37%,65.77,105.54,-10.37%,-,8.60,38.73%,4.83%,-27.96%,1.61,-,1.38,12.04%,28.59%,15.60%,1.96,-,2.30,-49.38%,6.22%,49.34,1.42%,2.03%,7624,1.25,3.71%,2.61%,2.33,83.33,Yes / Yes,1.17,-143.17%,0.00%,1.23,77.80,-2.50%,-34.13%,0.19%,Jun 18 BMO,374.22K,76.03,-0.45%,2.37%,-9.25%,"

","461,434",-2.28%,GMS
Globus Medical Inc,Healthcare,Medical Devices,USA,NYSE,-,44.06,1.34,17.15%,112.93M,-1.70%,7.97B,15.87,3.71,-0.09%,112.16M,1.25%,185.56M,4.44,0.78,82.36%,4.60%,-17.09%,2.51B,3.18,1.08%,2.24%,3.51,-28.94%,30.20,1.95,16.91%,3.84%,5.16M,-10.95%,3.41,17.29,9.92%,4.63%,54.48,94.93,-28.79%,-,15.26,-13.26%,4.45%,-37.95%,1.21,-,2.72,26.25%,55.88%,8.11%,1.70,-,4.45,112.87%,11.99%,38.79,1.73%,1.86%,5300,0.02,32.26%,7.39%,1.88,85.91,Yes / Yes,0.02,1126.43%,0.00%,0.78,60.20,-4.44%,-8.60%,-1.41%,May 08 AMC,1.47M,58.90,-1.60%,-10.04%,-22.10%,"

","1,152,779",-2.16%,GMED
Gamestop Corporation,Consumer Cyclical,Specialty Retail,USA,NYSE,-,48.01,0.46,8.63%,447.30M,-25.15%,9.90B,50.32,0.44,1.33%,408.73M,-22.94%,208.30M,-,0.15,33.96%,11.62%,-3.95%,3.67B,2.70,119.70%,4.85%,3.13,-17.79%,11.15,1.99,-39.31%,4.13%,47.49M,-27.39%,14.28,1.55,-4.22%,6.62%,18.73,35.81,-29.36%,-,22.83,-,3.14%,-38.17%,-0.70,-,7.89,-9.98%,30.55%,18.21%,1.79,"Mar 14, 2019",8.39,479.26%,1.43%,29.94,11.95%,7.29%,6000,0.35,-25.30%,5.67%,4.50,13.50,Yes / Yes,0.33,185.23%,0.00%,3.93,22.14,-2.35%,112.50%,-16.94%,Jun 10 AMC,15.19M,22.14,-24.36%,-19.89%,-14.23%,"

","59,649,834",0.00%,GME
