Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Northern Oil and Gas Inc,Energy,Oil & Gas E&P,USA,NYSE,RUT,4.84,6.42,2.91%,98.70M,10.21%,3.07B,8.36,3.72,2.12%,95.83M,10.25%,647.68M,-,1.06,115.38%,19.87%,7.95%,2.21B,1.39,-14.18%,1.89%,10.54,-22.72%,24.34,1.28,-17.65%,12.57%,19.05M,-17.20%,0.34,91.38,-5.10%,29.41%,19.88,44.31,-16.33%,1.78 (5.72%),-,-,13.74%,-29.84%,1.53,1.69 (5.44%),0.92,29.19%,38.76%,56.39%,1.22,"Jun 27, 2025",0.92,5.01%,35.88%,68.08,0.96%,2.52%,49,0.96,24.27%,29.32%,1.85,36.79,Yes / Yes,0.96,1117.08%,31.92%,1.24,30.64,7.60%,18.26%,8.50%,Apr 29 AMC,1.81M,31.09,10.16%,19.13%,-8.87%,"

","2,248,269",1.47%,NOG
Northrop Grumman Corp,Industrials,Aerospace & Defense,USA,NYSE,S&P 500,19.23,25.41,0.25%,144.07M,-0.58%,70.30B,17.03,28.68,-2.83%,143.57M,1.94%,3.71B,3.25,6.63,84.31%,2.02%,2.81%,40.37B,1.74,-3.32%,0.57%,2.60,3.13%,104.00,4.70,13.75%,7.71%,2.90M,11.00%,11.71,41.72,5.91%,25.41%,418.60,555.57,4.08%,7.66 (1.57%),39.59,16.47%,11.97%,-12.08%,0.14,8.49 (1.74%),0.82,3.93%,19.34%,16.69%,9.56,"Jun 02, 2025",0.94,77.28%,9.59%,53.95,0.41%,1.13%,97000,1.11,0.61%,9.19%,2.00,540.19,Yes / Yes,1.07,-47.50%,28.41%,0.80,488.80,-4.57%,-46.82%,-6.56%,Apr 22 BMO,1.12M,488.46,1.88%,-0.36%,-1.22%,"

","894,955",-0.07%,NOC
Anbio Biotechnology,Healthcare,Medical Instruments & Supplies,Germany,NASD,-,143.15,0.06,9.57%,42.29M,3.15%,1.25B,-,-,0.00%,39.69M,27.20%,2.56M,-,-,0.15%,0.06%,29.87%,8.85M,141.05,-,282.79%,0.33,-,0.42,20.61,-,13.83%,0.02M,-,0.08,102.48,-,15.00%,5.18,8.79,50.35%,-,554.78,-,14.40%,-1.31%,-,-,10.71,-,71.91%,67.47%,0.51,-,10.71,5.21%,24.34%,73.62,2.14%,2.29%,27,0.00,21.97%,28.95%,-,-,No / Yes,0.00,-267.38%,-,0.67,8.66,-,-,-36.00%,-,68.73K,8.68,9.10%,21.26%,23.30%,"

","46,311",0.17%,NNNN
NNN REIT Inc,Real Estate,REIT - Retail,USA,NYSE,-,19.76,2.15,0.90%,187.95M,2.58%,7.98B,20.67,2.05,-3.17%,186.26M,2.34%,398.21M,-,0.49,91.62%,3.12%,0.93%,884.71M,9.02,-7.23%,-1.05%,4.34,-0.07%,23.18,1.83,3.00%,4.50%,5.82M,1.05%,0.03,1446.07,-0.11%,9.35%,35.80,49.57,3.97%,2.34 (5.51%),12.32,6.65%,8.02%,-14.32%,0.92,2.32 (5.46%),0.01,5.33%,67.42%,18.63%,0.65,"Apr 30, 2025",0.01,-1.33%,62.06%,60.18,0.60%,0.98%,83,1.03,5.40%,45.01%,2.84,44.00,Yes / Yes,0.14,-0.46%,106.39%,0.65,42.50,5.43%,6.49%,7.17%,May 01 BMO,1.34M,42.47,2.04%,2.98%,-1.11%,"

","874,874",-0.07%,NNN
Nelnet Inc,Financial,Credit Services,USA,NYSE,RUT,22.30,5.20,55.43%,25.70M,1.77%,4.21B,13.63,8.50,0.00%,16.20M,1.53%,189.55M,-,1.85,35.93%,2.44%,0.40%,2.08B,2.02,59.03%,0.95%,5.91,6.77%,94.06,1.23,11.17%,1.28%,0.40M,15.08%,22.89,5.06,-,5.64%,97.13,127.32,8.48%,-,7.79,6.83%,1.57%,-8.99%,0.95,1.12 (0.97%),3.80,2.72%,85.70%,19.29%,2.24,"Jun 02, 2025",3.80,43.22%,46.51%,56.30,0.26%,1.17%,6739,2.53,-2.56%,9.11%,3.00,125.00,Yes / Yes,2.53,15.05%,22.74%,1.18,115.07,1.33%,24.39%,-7.33%,May 08 AMC,66.81K,115.87,-0.34%,4.82%,4.18%,"

","78,669",0.70%,NNI
Nano Nuclear Energy Inc,Industrials,Specialty Industrial Machinery,USA,NASD,RUT,-,-0.91,34.97%,37.26M,15.59%,1.42B,-,-0.77,0.00%,24.39M,36.07%,-31.58M,-,-0.10,24.37%,26.85%,23.29%,0.00M,-,-70.51%,15.38%,2.52,28.83%,3.54,9.67,-15.79%,-42.77%,6.55M,407.41%,2.86,11.98,-,-45.55%,6.30,48.05,37.58%,-,-,-,-23.49%,-28.72%,8.14,-,27.20,-,-,443.48%,2.97,-,27.20,-,-,63.61,6.72%,7.77%,5,0.02,-,-,1.00,47.50,Yes / Yes,0.02,-717.64%,-,2.91,30.53,-,0.00%,-,May 28,2.59M,34.25,15.11%,33.10%,40.76%,"

","7,549,714",12.18%,NNE
NextNav Inc,Technology,Software - Infrastructure,USA,NASD,RUT,-,-1.01,54.01%,132.28M,7.10%,1.68B,-,-0.59,-0.15%,60.89M,-0.55%,-128.85M,-,-0.14,43.89%,26.39%,23.37%,6.16M,272.32,-0.60%,2.94%,12.65,-25.51%,0.05,254.98,30.18%,-59.34%,16.07M,70.07%,1.42,8.90,-,-412.45%,6.47,18.54,-18.57%,-,-,40.78%,-55.09%,-31.65%,1.00,-,16.75,77.66%,-158.37%,95.83%,0.78,-,16.75,-27.02%,-989.18%,52.43,2.11%,3.47%,96,35.02,51.10%,-2091.01%,2.00,20.00,Yes / Yes,34.60,-56.99%,-,0.84,12.23,-17.68%,-233.33%,47.13%,May 09 BMO,1.27M,12.67,0.45%,1.80%,6.01%,"

","1,067,867",3.56%,NN
Newmark Group Inc,Real Estate,Real Estate Services,USA,NASD,RUT,29.92,0.39,16.24%,161.92M,4.44%,2.17B,6.85,1.72,0.00%,154.58M,-1.34%,68.72M,2.07,0.25,57.58%,2.17%,-7.40%,2.84B,0.76,17.40%,-0.79%,2.92,-25.43%,7.21,1.63,18.98%,1.48%,3.35M,18.67%,1.45,8.11,14.44%,5.32%,9.64,16.10,-8.20%,0.12 (1.02%),-,-10.03%,2.64%,-26.96%,1.93,0.12 (1.02%),1.01,3.44%,-,21.99%,0.38,"May 14, 2025",1.01,90.42%,5.91%,60.69,1.03%,2.91%,7500,1.65,13.87%,2.42%,1.80,15.17,Yes / Yes,0.95,46.56%,34.82%,0.76,11.72,8.92%,10.53%,21.35%,Apr 30 BMO,1.15M,11.76,5.11%,6.30%,-12.21%,"

","872,227",0.34%,NMRK
Nomura Holdings Inc. ADR,Financial,Capital Markets,Japan,NYSE,-,8.45,0.73,0.00%,2.96B,0.98%,18.24B,8.41,0.73,-,2.96B,6.20%,2.24B,-,0.09,8.14%,0.03%,-1.59%,31.08B,0.59,-9.94%,1.08%,1.03,0.16%,7.85,0.79,0.93%,0.60%,0.83M,-0.48%,11.46,0.54,-2.50%,9.88%,4.66,6.99,6.56%,0.29 (4.74%),-,3.65%,1.99%,-11.73%,0.81,0.15 (2.48%),1.39,11.58%,36.22%,32.40%,0.10,"Mar 31, 2025",1.40,100.90%,9.98%,59.46,0.92%,1.29%,26850,8.98,8.32%,7.21%,2.43,6.88,Yes / Yes,3.85,26.44%,53.64%,0.50,6.20,-,-4.75%,-10.18%,Apr 25 AMC,808.52K,6.17,1.56%,7.30%,4.84%,"

","405,433",-0.48%,NMR
Navios Maritime Partners L.P,Industrials,Marine Shipping,Monaco,NYSE,-,3.52,10.98,45.63%,29.46M,-2.00%,1.14B,2.92,13.24,0.00%,16.03M,0.18%,328.82M,0.49,1.86,31.02%,1.84%,-2.57%,1.32B,0.86,-2.42%,-0.10%,2.46,-20.75%,104.59,0.37,21.80%,6.00%,0.29M,-24.99%,11.63,3.33,7.14%,11.19%,28.37,65.89,-10.63%,0.20 (0.52%),3.37,-,6.37%,-41.28%,1.37,0.20 (0.52%),1.01,43.48%,66.23%,36.38%,1.13,"May 09, 2025",1.01,-17.08%,32.47%,52.16,1.01%,1.23%,-,0.77,0.28%,24.92%,1.00,60.00,Yes / Yes,0.68,-42.02%,1.67%,0.93,38.37,18.33%,11.66%,-4.53%,May 07 BMO,119.63K,38.69,-1.76%,6.45%,-15.31%,"

","110,992",0.83%,NMM
NMI Holdings Inc,Financial,Insurance - Specialty,USA,NASD,RUT,8.72,4.63,2.05%,78.30M,2.90%,3.16B,7.92,5.10,-10.21%,76.52M,5.76%,373.62M,1.42,1.22,97.96%,2.29%,16.90%,667.96M,4.73,9.17%,1.00%,2.65,2.83%,29.65,1.36,3.79%,11.67%,1.75M,23.47%,-,-,6.15%,17.38%,31.60,42.49,9.90%,-,8.38,12.43%,13.65%,-4.92%,0.55,-,-,11.44%,-,27.85%,0.86,-,6.01,14.35%,77.28%,66.41,1.63%,1.45%,230,0.18,11.61%,55.93%,1.50,43.29,Yes / Yes,0.18,18.40%,0.00%,1.28,39.42,3.11%,16.34%,10.88%,Apr 29 AMC,662.05K,40.40,3.92%,10.10%,6.85%,"

","845,300",2.49%,NMIH
New Mountain Finance Corp,Financial,Asset Management,USA,NASD,-,10.90,0.99,11.71%,107.85M,1.03%,1.16B,8.59,1.26,1.81%,94.65M,1.03%,-,-,0.32,34.86%,1.39%,-3.05%,366.77M,3.17,10.15%,-,2.37,-8.48%,12.45,0.87,-2.01%,-,1.31M,-14.02%,-,-,-,-,8.84,12.60,-4.17%,-,-,-,-,-14.36%,0.86,1.28 (11.85%),-,-,-,22.01%,0.18,"Jun 16, 2025",-,-,-,57.72,0.52%,0.82%,-,-,-,-,-,11.46,Yes / Yes,-,-14.60%,129.75%,0.99,10.81,-2.21%,-4.48%,-5.40%,May 05 AMC,552.84K,10.79,0.54%,4.93%,-4.12%,"

","545,965",-0.19%,NMFC
Newsmax Inc,Communication Services,Broadcasting,USA,NYSE,-,-,-,49.26%,88.94M,-27.20%,1.70B,-,-,0.00%,65.40M,-46.33%,-,-,-,17.96%,2.03%,-,-,-,-,23.15%,0.49,-,1.38,9.52,-,-,1.33M,-,1.68,7.84,-,-,13.70,265.00,-84.23%,-,-,-,-,-95.03%,-,-,3.54,-,-,-3.90%,4.35,-,3.57,-,-,36.51,7.26%,7.16%,400,0.04,-,-,-,-,Yes / Yes,0.02,-,-,1.00,14.41,-,-,-,-,2.70M,13.17,-34.90%,-55.12%,-56.69%,"

","2,698,754",-8.61%,NMAX
Annaly Capital Management Inc,Real Estate,REIT - Mortgage,USA,NYSE,-,21.96,0.88,0.28%,605.09M,1.74%,11.69B,6.64,2.91,-9.11%,603.39M,-0.87%,508.59M,7.99,0.71,59.93%,1.79%,-8.74%,6.33B,1.85,5.66%,4.05%,1.28,-2.62%,19.02,1.02,1.94%,0.67%,10.78M,-2.13%,3.03,6.38,2.75%,5.44%,16.59,22.11,5.57%,2.80 (14.49%),8.03,-,1.36%,-12.62%,1.30,2.65 (13.72%),0.04,28.49%,99.59%,16.42%,0.33,"Jun 30, 2025",0.04,190.23%,83.53%,53.44,0.57%,1.33%,191,6.82,5.49%,8.03%,1.77,20.27,Yes / Yes,1.88,-82.58%,160.39%,0.87,19.37,-57.59%,3.31%,-1.48%,Apr 30 AMC,8.41M,19.32,0.75%,1.87%,-2.47%,"

","7,315,667",-0.26%,NLY
"Nike, Inc",Consumer Cyclical,Footwear & Accessories,USA,NYSE,"DJIA, S&P 500",21.00,3.01,21.57%,1.18B,0.54%,93.15B,32.52,1.94,-0.10%,1.16B,0.85%,4.51B,-,0.12,68.29%,3.40%,-14.23%,47.91B,1.94,-45.98%,4.75%,1.97,-20.00%,9.48,6.65,-9.06%,12.00%,39.38M,-34.63%,7.04,8.96,-13.07%,31.93%,52.28,98.04,-16.60%,1.51 (2.40%),17.54,8.40%,18.45%,-35.63%,1.22,1.57 (2.49%),1.52,5.61%,43.38%,20.72%,1.84,"Jun 02, 2025",2.19,-12.85%,9.93%,55.60,2.09%,2.03%,79400,0.85,-7.11%,9.41%,2.29,73.05,Yes / Yes,0.74,-30.15%,38.91%,0.51,63.87,2.27%,79.58%,-9.20%,Mar 20 AMC,20.00M,63.11,1.72%,6.30%,-13.37%,"

","10,222,293",-1.19%,NKE
New Jersey Resources Corporation,Utilities,Utilities - Regulated Gas,USA,NYSE,RUT,10.85,4.13,0.54%,100.30M,0.02%,4.49B,14.44,3.10,-1.54%,99.83M,-3.26%,415.16M,2.28,-0.05,76.22%,2.45%,-6.67%,2.04B,2.21,7.63%,1.84%,3.62,-8.95%,24.70,1.81,-2.33%,5.97%,2.45M,3.44%,1.03,43.38,4.77%,17.83%,41.68,51.94,-4.01%,1.81 (4.03%),-,9.06%,7.40%,-13.79%,0.64,1.80 (4.02%),0.73,-7.24%,26.56%,7.44%,0.78,"Jun 10, 2025",0.93,63.69%,26.56%,36.31,0.31%,1.15%,1372,1.38,20.30%,20.37%,2.00,54.67,Yes / Yes,1.26,66.02%,58.59%,1.11,44.91,24.78%,8.71%,32.56%,May 05 AMC,676.27K,44.78,-1.92%,-5.53%,-5.36%,"

","753,941",-0.29%,NJR
NIO Inc ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.63,0.03%,1.94B,-0.27%,7.27B,-,-0.66,0.00%,1.94B,-10.95%,-3364.18M,-,-0.31,11.74%,10.52%,-26.67%,9.41B,0.77,20.59%,15.55%,4.19,-18.87%,-0.03,-,39.48%,-24.07%,204.36M,-22.57%,1.84,2.03,31.89%,-240.42%,3.02,7.71,-14.22%,-,-,0.91%,-120.27%,-51.49%,1.58,-,0.69,51.82%,10.21%,23.84%,0.18,-,0.84,3.93%,-34.70%,48.09,3.35%,2.71%,45635,-,23.39%,-35.76%,2.34,4.97,Yes / Yes,-,-26.41%,-,0.64,3.81,-4.27%,-18.19%,19.98%,Jun 03 BMO,48.82M,3.74,-1.11%,-1.28%,-17.90%,"

","31,164,589",-1.84%,NIO
NICE Ltd ADR,Technology,Software - Application,Israel,NASD,-,24.87,7.17,0.02%,63.25M,0.87%,11.28B,13.25,13.46,0.00%,63.24M,8.73%,465.50M,2.57,2.99,58.86%,2.58%,26.84%,2.78B,4.06,11.15%,-2.82%,3.64,-6.05%,56.75,3.14,8.91%,9.06%,1.63M,5.67%,25.50,6.99,9.69%,13.40%,137.19,200.65,4.99%,-,13.51,17.69%,13.05%,-11.13%,1.01,-,1.70,11.69%,66.90%,29.98%,4.63,"Feb 23, 2017",1.60,26.45%,20.69%,67.91,0.75%,2.02%,8726,0.15,12.62%,16.77%,1.58,202.57,Yes / Yes,0.02,25.71%,0.00%,1.36,177.18,0.12%,1.12%,6.20%,May 15 BMO,448.51K,178.32,5.85%,11.53%,6.87%,"

","609,764",0.64%,NICE
Nicolet Bankshares Inc,Financial,Banks - Regional,USA,NYSE,RUT,14.37,8.29,11.48%,15.15M,2.06%,1.80B,13.14,9.07,-1.84%,13.35M,-2.76%,128.86M,-,2.17,50.66%,2.63%,7.84%,528.14M,3.40,11.95%,5.43%,4.70,6.74%,78.11,1.53,3.45%,1.48%,0.35M,51.54%,-,-,-,11.47%,76.01,125.50,13.59%,1.18 (0.99%),13.20,7.83%,9.62%,-5.04%,0.77,1.16 (0.97%),-,22.07%,-,56.78%,2.48,"Jun 02, 2025",0.12,28.31%,29.72%,48.86,1.59%,1.32%,-,0.13,10.78%,24.40%,2.20,124.00,Yes / Yes,0.13,14.30%,13.54%,0.67,120.59,0.65%,7.14%,6.08%,Apr 15 AMC,74.76K,119.17,-1.81%,2.69%,9.28%,"

","49,913",-1.18%,NIC
NiSource Inc,Utilities,Utilities - Regulated Gas,USA,NYSE,S&P 500,21.26,1.86,0.30%,470.62M,0.97%,18.57B,19.64,2.01,-3.48%,469.30M,2.97%,868.10M,2.91,0.21,94.68%,2.31%,1.08%,5.93B,3.13,6.96%,-2.17%,2.26,6.48%,18.90,2.09,7.34%,2.78%,10.82M,39.53%,0.65,61.16,7.30%,10.34%,27.83,41.44,7.34%,1.14 (2.88%),-,13.16%,3.99%,-4.79%,0.55,1.09 (2.76%),0.45,0.93%,59.30%,41.81%,0.70,"Jul 31, 2025",0.52,17.47%,27.66%,52.94,0.48%,1.09%,7746,1.67,13.08%,14.63%,1.59,43.86,Yes / Yes,1.44,30.95%,65.49%,0.81,39.59,0.84%,9.41%,27.95%,May 07 BMO,4.78M,39.46,0.82%,1.00%,6.12%,"

","3,872,965",-0.33%,NI
"National Health Investors, Inc",Real Estate,REIT - Healthcare Facilities,USA,NYSE,RUT,22.66,3.15,4.76%,46.69M,0.52%,3.33B,21.94,3.25,0.00%,44.47M,-5.51%,141.06M,9.77,0.75,68.57%,4.53%,-2.02%,345.86M,9.64,-1.84%,1.96%,7.72,-5.54%,30.55,2.34,5.94%,5.37%,2.01M,8.86%,2.89,24.70,2.32%,10.56%,64.00,86.13,3.03%,3.64 (5.10%),16.80,-3.17%,5.97%,-17.10%,0.77,3.60 (5.04%),1.25,1.23%,62.38%,11.56%,1.53,"Jun 30, 2025",1.25,4.23%,55.90%,40.55,1.15%,1.14%,30,0.89,7.44%,40.79%,2.00,80.86,Yes / Yes,0.66,4.45%,115.16%,0.88,71.84,-7.39%,1.43%,9.47%,May 05 AMC,260.78K,71.40,-1.89%,-3.21%,-4.41%,"

","230,778",-0.61%,NHI
National Healthcare Corp,Healthcare,Medical Care Facilities,USA,AMEX,RUT,15.15,6.91,26.56%,15.46M,0.31%,1.62B,-,-,-1.31%,11.36M,2.51%,107.92M,-,-,58.74%,1.73%,11.69%,1.36B,1.19,-,-2.07%,3.74,-15.32%,64.98,1.61,-,7.52%,0.20M,1.48%,19.13,5.47,-,11.19%,89.14,138.49,-2.66%,-,14.84,8.03%,9.24%,-24.40%,0.57,2.44 (2.33%),1.87,4.66%,71.59%,17.46%,2.44,"Jun 30, 2025",1.90,31.92%,8.21%,56.85,0.97%,1.38%,14962,0.20,19.16%,7.92%,-,-,Yes / Yes,0.16,22.30%,37.03%,1.49,104.37,-0.06%,31.76%,26.59%,-,52.70K,104.70,-0.17%,6.24%,-4.17%,"

","78,755",0.32%,NHC
Ingevity Corp,Basic Materials,Specialty Chemicals,USA,NYSE,RUT,-,-9.74,1.55%,36.45M,7.43%,1.62B,9.02,4.94,0.00%,35.90M,3.46%,-353.80M,-,1.17,100.77%,3.19%,-1.22%,1.35B,1.20,21.08%,-0.00%,4.21,-5.48%,6.44,6.92,16.18%,-15.31%,1.15M,-7.31%,2.49,17.86,16.97%,-88.14%,28.49,51.67,9.28%,-,17.07,-,-22.11%,-13.82%,1.40,-,1.08,1.70%,32.45%,56.30%,1.51,-,2.00,-214.32%,20.49%,65.64,0.77%,2.39%,1600,6.15,-17.68%,-26.20%,1.50,51.75,Yes / Yes,5.82,136.21%,-,0.86,43.97,-0.51%,34.20%,-16.50%,May 05 AMC,271.87K,44.53,5.18%,18.19%,8.67%,"

","234,465",1.27%,NGVT
Natural Grocers by Vitamin Cottage Inc,Consumer Defensive,Grocery Stores,USA,NYSE,RUT,24.49,1.78,58.92%,22.95M,-4.09%,999.95M,19.03,2.29,-0.01%,9.43M,-18.77%,41.26M,-,0.49,36.13%,4.74%,16.44%,1.30B,0.77,31.29%,1.68%,2.51,-0.23%,8.41,5.18,18.65%,6.25%,0.45M,108.87%,0.92,47.15,-,23.38%,20.00,61.22,9.69%,-,23.65,28.63%,8.45%,-28.83%,1.50,0.56 (1.29%),0.23,6.56%,27.39%,117.85%,2.31,"May 27, 2025",0.97,43.17%,4.57%,37.47,1.90%,1.95%,4145,1.74,9.36%,3.18%,1.00,59.00,Yes / Yes,1.53,63.06%,27.21%,1.39,44.18,1.85%,79.62%,8.98%,May 08 AMC,178.25K,43.57,-9.30%,-8.64%,11.40%,"

","248,484",-1.38%,NGVC
National Grid Plc ADR,Utilities,Utilities - Regulated Electric,United Kingdom,NYSE,-,18.63,3.84,0.01%,980.25M,0.59%,70.06B,12.68,5.63,0.00%,980.17M,5.83%,3.69B,1.02,2.02,5.12%,0.24%,14.79%,23.43B,2.99,39.21%,-17.63%,2.34,16.63%,49.81,1.43,10.03%,2.75%,2.35M,27.63%,9.13,7.83,18.19%,8.31%,55.13,74.82,20.28%,3.21 (4.49%),-,13.19%,3.55%,-4.48%,0.58,5.57 (7.79%),1.30,4.89%,25.89%,29.64%,1.10,"May 30, 2025",1.35,7.24%,25.89%,50.98,0.46%,1.36%,31654,1.26,-6.02%,15.76%,1.79,79.95,Yes / Yes,1.13,62.39%,77.41%,0.92,71.21,-13.79%,8.56%,-7.10%,May 15 BMO,1.00M,71.47,-0.58%,1.20%,9.48%,"

","923,654",0.37%,NGG
New Gold Inc,Basic Materials,Gold,Canada,AMEX,-,28.82,0.17,4.74%,791.37M,2.56%,3.81B,6.14,0.78,0.00%,753.86M,26.25%,129.40M,0.49,0.09,56.91%,1.92%,56.17%,931.20M,4.09,96.79%,6.46%,0.58,70.57%,1.31,3.68,99.19%,5.91%,14.44M,144.16%,0.28,17.33,59.27%,14.62%,1.90,4.97,93.95%,-,31.27,-,8.41%,-3.20%,0.44,-,1.16,7.56%,24.41%,153.16%,0.18,-,1.68,251.71%,19.06%,68.14,1.86%,2.35%,1607,0.49,19.89%,13.90%,1.80,4.83,Yes / Yes,0.49,66.67%,0.00%,1.15,4.76,22.37%,85.19%,8.69%,Apr 29 AMC,25.06M,4.81,9.59%,22.50%,54.48%,"

","28,802,370",1.05%,NGD
Novagold Resources Inc,Basic Materials,Gold,USA,AMEX,RUT,-,-0.13,30.60%,334.65M,-8.10%,1.65B,-,-0.12,12.85%,265.48M,24.57%,-44.42M,-,-0.04,49.72%,4.28%,32.21%,0.00M,-,14.29%,1.25%,2.33,26.02%,-0.17,-,2.78%,-38.81%,11.38M,15.86%,0.24,17.73,8.67%,-,2.26,5.06,29.43%,-,-,-9.87%,-44.56%,-14.82%,0.65,-,47.82,-,-,90.71%,0.28,-,47.82,5.21%,-,60.66,3.55%,5.51%,14,-,-,-,1.67,7.10,Yes / Yes,-,11.97%,-,0.62,4.32,-,25.00%,-,Jun 24 BMO,4.87M,4.31,12.18%,18.35%,21.46%,"

","3,021,248",-0.23%,NG
Netflix Inc,Communication Services,Entertainment,USA,NASD,"NDX, S&P 500",57.64,21.16,0.66%,425.68M,-1.60%,519.15B,39.32,31.02,-22.59%,422.74M,9.90%,9.27B,2.42,7.03,84.16%,1.85%,32.64%,39.87B,13.02,28.85%,-0.24%,1.69,30.50%,56.45,21.61,21.42%,18.37%,7.82M,90.17%,19.68,61.99,23.78%,40.84%,587.04,1262.81,36.86%,-,69.72,36.85%,23.17%,-3.40%,1.59,-,1.20,14.04%,46.52%,107.80%,27.80,-,1.20,47.22%,27.17%,60.58,1.37%,1.26%,14000,0.73,14.11%,23.25%,1.75,1190.56,Yes / Yes,0.67,25.26%,0.00%,0.51,1203.62,0.34%,16.54%,10.62%,Apr 17 AMC,4.63M,1219.88,1.23%,10.90%,33.48%,"

","2,376,063",1.35%,NFLX
National Fuel Gas Co,Energy,Oil & Gas Integrated,USA,NYSE,-,186.88,0.44,1.42%,90.40M,0.23%,7.41B,9.73,8.43,0.00%,89.07M,2.00%,39.56M,9.24,1.56,78.11%,2.78%,11.35%,1.91B,3.88,38.26%,1.80%,3.96,34.41%,30.59,2.68,21.66%,0.46%,2.48M,46.20%,1.01,81.16,20.23%,1.30%,53.03,84.27,35.17%,2.02 (2.47%),105.82,-24.87%,0.77%,-2.67%,0.64,2.06 (2.51%),0.42,0.41%,39.19%,54.67%,1.39,"Mar 31, 2025",0.47,-90.91%,34.45%,53.68,0.69%,1.05%,2311,1.06,7.14%,2.07%,2.50,84.50,Yes / Yes,0.86,32.03%,240.65%,0.63,82.01,-5.76%,8.12%,29.54%,Apr 30 AMC,625.39K,82.02,0.18%,2.84%,19.02%,"

","396,997",0.01%,NFG
NextDecade Corporation,Energy,Oil & Gas Equipment & Services,USA,NASD,RUT,-,-0.69,36.74%,257.60M,0.48%,2.20B,-,-2.41,0.00%,165.04M,8.90%,-178.90M,-,-0.38,43.62%,7.45%,19.21%,0.00M,-,-645.83%,0.37%,6.31,20.74%,1.17,7.19,-34.64%,-3.23%,12.30M,8.34%,1.48,5.70,-,-43.50%,4.27,9.71,9.47%,-,-,11.71%,-3.58%,-13.07%,1.09,-,0.85,-,-,97.66%,0.43,-,0.85,9.13%,-,60.17,0.99%,3.24%,237,15.52,-,-,1.00,10.50,Yes / Yes,15.52,-421.09%,-,0.99,8.37,-,0.00%,-,May 28,1.95M,8.44,6.73%,11.58%,20.96%,"

","1,923,929",0.84%,NEXT
NewMarket Corp,Basic Materials,Specialty Chemicals,USA,NYSE,-,13.28,50.25,16.83%,9.43M,5.89%,6.29B,-,-,-0.02%,7.85M,4.79%,478.87M,-,-,64.32%,1.18%,27.52%,2.79B,2.26,-,-0.27%,1.37,24.17%,161.06,4.14,-,14.99%,0.09M,24.64%,12.53,53.23,-,35.85%,480.00,660.70,26.27%,-,13.10,16.23%,18.65%,0.98%,0.43,10.25 (1.54%),1.60,4.93%,32.46%,38.99%,11.77,"Jun 16, 2025",2.84,20.92%,21.86%,69.48,0.55%,1.08%,2060,0.70,3.65%,17.16%,3.00,651.00,Yes / Yes,0.69,18.07%,20.74%,4.38,660.68,-,-,0.60%,Apr 23 AMC,67.44K,667.15,3.48%,9.39%,20.36%,"

","295,390",0.98%,NEU
Cloudflare Inc,Technology,Software - Infrastructure,USA,NYSE,-,-,-0.24,12.20%,309.99M,5.14%,62.29B,175.31,1.03,-3.96%,304.33M,26.24%,-81.71M,-,0.18,77.10%,2.83%,50.51%,1.77B,35.19,6.25%,-0.76%,2.39,59.09%,4.11,43.67,28.63%,-2.51%,8.62M,154.08%,5.54,32.46,23.00%,-7.35%,69.26,181.81,66.89%,-,342.19,8.13%,-2.87%,-1.16%,1.84,-,3.20,42.21%,76.86%,159.47%,5.68,-,3.20,56.19%,-8.62%,81.52,1.22%,1.35%,4263,1.04,27.79%,-4.62%,2.09,151.00,Yes / Yes,1.00,-5.90%,-,0.62,179.34,2.09%,-2.26%,26.54%,May 08 AMC,3.61M,179.71,8.52%,32.22%,55.65%,"

","2,245,520",0.21%,NET
