Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
ICL Group Ltd,Basic Materials,Agricultural Inputs,Israel,NYSE,-,22.30,0.30,44.19%,1.29B,3.54%,8.67B,14.28,0.47,0.00%,720.34M,2.28%,389.00M,2.54,0.09,33.20%,0.24%,12.56%,6.87B,1.26,8.17%,1.39%,2.09,34.94%,4.53,1.48,14.52%,3.36%,1.70M,54.48%,0.34,20.03,8.78%,6.70%,3.79,7.04,36.03%,0.20 (2.96%),18.15,-3.21%,5.05%,-4.55%,1.18,0.18 (2.74%),0.85,5.35%,32.87%,77.31%,0.16,"Jun 04, 2025",1.47,-18.34%,11.76%,53.94,1.47%,2.01%,13067,0.42,-3.48%,5.66%,3.17,6.42,Yes / Yes,0.32,-16.57%,59.41%,1.07,6.77,-3.02%,-5.96%,1.84%,May 19 BMO,810.78K,6.72,1.46%,1.68%,23.88%,"

","867,076",-0.74%,ICL
"ICF International, Inc",Industrials,Consulting Services,USA,NASD,RUT,14.19,5.83,1.67%,18.43M,-6.12%,1.52B,11.72,7.06,-0.37%,18.10M,-6.50%,109.71M,-,1.57,95.29%,3.29%,-2.49%,2.01B,0.76,-8.40%,-2.07%,2.78,-34.32%,52.58,1.57,3.43%,5.36%,0.60M,-41.04%,1.31,63.22,-,11.64%,75.91,179.67,-30.61%,-,11.82,10.18%,6.72%,-53.96%,0.51,0.56 (0.68%),1.34,6.44%,34.01%,8.97%,2.58,"Jun 06, 2025",1.34,17.98%,8.39%,42.68,0.52%,1.96%,9300,0.71,1.95%,5.45%,1.80,102.50,Yes / Yes,0.69,0.06%,9.62%,0.78,84.32,0.07%,12.14%,-1.38%,May 01 AMC,214.66K,82.72,-2.77%,-2.63%,-30.81%,"

","168,351",-1.90%,ICFI
Intercontinental Exchange Inc,Financial,Financial Data & Stock Exchanges,USA,NYSE,S&P 500,36.95,4.83,0.69%,574.00M,-0.36%,102.35B,23.36,7.64,-14.22%,569.66M,1.21%,2.78B,3.17,1.74,92.39%,1.20%,1.62%,11.31B,9.05,13.59%,-0.61%,2.12,15.43%,48.74,3.66,10.80%,2.03%,6.85M,31.01%,4.59,38.84,11.66%,10.27%,134.78,181.65,19.74%,1.93 (1.08%),24.76,6.92%,6.10%,-1.77%,1.13,1.86 (1.04%),1.00,12.43%,69.97%,32.39%,2.77,"Sep 16, 2025",1.00,10.82%,40.39%,54.64,0.82%,0.77%,12920,0.74,13.25%,24.60%,1.62,194.38,Yes / Yes,0.63,3.55%,37.65%,1.21,179.76,0.52%,0.96%,8.52%,May 01 BMO,3.24M,178.43,0.06%,3.82%,8.98%,"

","3,910,144",-0.74%,ICE
Ibotta Inc,Technology,Software - Application,USA,NYSE,RUT,22.07,1.74,57.84%,26.31M,-11.04%,1.09B,19.60,1.96,-1.82%,12.00M,-30.69%,60.00M,31.53,0.19,44.01%,13.58%,-3.08%,369.50M,2.95,-56.15%,-5.33%,3.82,-48.45%,13.62,2.81,74.22%,12.48%,1.63M,-47.30%,10.46,3.67,0.70%,26.94%,31.40,79.80,-41.09%,-,9.51,-,14.09%,-51.96%,-0.81,-,2.69,-,83.58%,22.10%,2.24,"May 03, 2021",2.69,14.27%,2.49%,25.61,2.24%,2.43%,886,0.06,7.20%,16.24%,1.89,60.50,Yes / Yes,0.06,-94.53%,0.00%,1.21,38.23,3.04%,45.99%,2.73%,May 14 AMC,427.00K,38.34,-17.52%,-20.29%,-34.96%,"

","514,940",0.29%,IBTA
ImmunityBio Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.58,89.60%,853.39M,-10.03%,2.53B,-,-0.29,0.00%,91.82M,-1.03%,-409.10M,-,-0.11,9.08%,78.54%,4.36%,31.22M,81.14,23.85%,53.68%,7.83,-6.21%,-0.69,-,37.73%,-116.15%,72.12M,-50.77%,0.07,41.13,-,-,1.83,7.63,12.11%,-,-,2.39%,-182.90%,-62.39%,-0.01,-,2.05,221.39%,45.92%,56.83%,0.24,-,2.22,47.67%,-1003.83%,50.21,5.42%,4.70%,680,-,10238.41%,-1310.30%,1.00,11.40,Yes / Yes,-,23.73%,-,0.98,2.84,3.39%,-17.19%,41192.50%,May 12 BMO,9.22M,2.87,-0.66%,7.64%,-14.35%,"

","9,078,003",1.06%,IBRX
Installed Building Products Inc,Consumer Cyclical,Residential Construction,USA,NYSE,RUT,19.41,8.78,15.98%,27.61M,-0.20%,4.70B,16.47,10.34,0.06%,23.20M,5.69%,246.10M,44.12,2.42,96.87%,11.81%,-2.60%,2.93B,1.60,-13.76%,4.28%,6.53,-11.84%,23.94,7.12,8.54%,12.30%,2.74M,-19.65%,10.82,15.75,0.44%,36.73%,150.83,278.21,-1.81%,2.75 (1.61%),18.07,31.88%,15.70%,-38.77%,1.74,1.43 (0.84%),2.31,14.24%,32.11%,12.94%,6.77,"Jun 13, 2025",2.89,-0.69%,12.67%,55.09,2.71%,2.64%,10800,1.48,4.30%,8.39%,2.50,180.91,Yes / Yes,1.37,-16.77%,15.38%,1.63,163.64,0.91%,-5.07%,-1.17%,May 08 BMO,419.46K,170.35,3.66%,3.42%,-10.91%,"

","685,454",4.10%,IBP
International Bancshares Corp,Financial,Banks - Regional,USA,NASD,RUT,9.61,6.56,11.30%,62.22M,-2.13%,3.92B,-,-,0.00%,55.12M,-3.33%,408.73M,-,-,68.62%,1.93%,0.06%,1.04B,3.77,-,0.61%,4.18,-8.86%,46.53,1.35,-,2.58%,1.07M,15.23%,-,-,-,15.20%,54.11,76.91,-0.22%,-,7.92,16.03%,13.47%,-18.06%,0.84,1.36 (2.16%),-,9.98%,-,16.47%,1.47,"Feb 14, 2025",0.12,0.38%,48.77%,48.94,1.07%,1.45%,2336,0.25,4.24%,39.34%,3.00,22.00,Yes / Yes,0.05,-0.51%,20.10%,2.07,62.52,-,-,-1.21%,May 05 BMO,255.23K,63.02,-0.50%,1.02%,-1.64%,"

","527,626",0.80%,IBOC
ICICI Bank Ltd. ADR,Financial,Banks - Regional,India,NYSE,-,19.81,1.65,0.00%,3.57B,-2.63%,116.36B,17.10,1.91,-,-,-4.06%,6.03B,1.67,0.38,18.06%,-,6.46%,34.81B,3.34,7.62%,3.13%,4.30,3.69%,9.69,3.37,13.83%,2.03%,22.28M,23.80%,-,-,11.88%,17.89%,27.26,34.50,9.24%,0.29 (0.88%),-,32.61%,9.68%,-5.45%,0.63,0.24 (0.73%),-,10.46%,-,19.66%,0.45,"Aug 12, 2024",0.23,12.13%,24.74%,38.73,0.70%,0.90%,187765,0.70,22.15%,17.33%,1.22,38.48,Yes / Yes,0.70,10.66%,13.22%,0.85,32.70,1.52%,5.92%,13.79%,Apr 19 AMC,5.18M,32.62,-3.08%,-2.20%,6.48%,"

","4,423,489",-0.24%,IBN
International Business Machines Corp,Technology,Information Technology Services,USA,NYSE,"DJIA, S&P 500",48.33,5.81,0.10%,929.40M,-0.02%,261.13B,24.20,11.61,-2.65%,928.42M,5.25%,5.47B,7.67,2.65,63.97%,2.13%,15.47%,62.83B,4.16,5.81%,2.45%,4.38,22.52%,28.92,9.71,6.21%,3.88%,19.78M,65.76%,18.93,14.84,6.30%,21.91%,170.41,286.91,27.81%,6.75 (2.40%),20.73,-9.46%,6.36%,-2.07%,0.64,6.69 (2.38%),0.94,-4.05%,55.95%,64.88%,5.20,"May 09, 2025",0.98,-33.87%,17.72%,67.15,1.01%,1.03%,293400,2.49,1.23%,8.71%,2.32,260.75,Yes / Yes,2.20,-35.10%,103.78%,1.69,283.21,1.05%,12.35%,0.55%,Apr 23 AMC,4.51M,280.97,3.95%,9.71%,18.52%,"

","7,618,012",-0.79%,IBM
Interactive Brokers Group Inc,Financial,Capital Markets,USA,NASD,-,28.35,1.81,3.40%,435.77M,0.19%,22.38B,26.12,1.97,0.00%,421.00M,-2.37%,793.00M,3.62,0.45,88.26%,2.68%,16.77%,9.53B,2.35,4.99%,-,1.59,13.96%,10.33,4.97,6.51%,0.55%,11.26M,69.63%,165.35,0.31,7.83%,19.26%,25.92,59.13,16.24%,0.25 (0.49%),1.70,27.01%,17.23%,-13.18%,1.25,0.27 (0.52%),1.08,28.89%,94.11%,98.05%,1.56,"May 30, 2025",1.08,23.60%,83.99%,53.22,2.59%,1.65%,2998,3.78,14.67%,8.32%,1.80,52.50,Yes / Yes,0.02,19.83%,12.27%,0.97,52.60,1.28%,-2.27%,6.18%,Apr 15 AMC,7.08M,51.34,-1.06%,7.49%,14.84%,"

","6,903,989",-2.40%,IBKR
Integral Ad Science Holding Corp,Communication Services,Advertising Agencies,USA,NASD,RUT,27.96,0.28,54.62%,163.99M,-3.87%,1.31B,21.89,0.36,-0.12%,74.89M,-2.34%,47.04M,0.86,0.04,43.33%,9.39%,-11.68%,549.64M,2.38,20.22%,2.50%,5.74,-23.95%,6.31,1.26,31.15%,4.13%,7.03M,-16.95%,0.36,22.05,32.47%,4.80%,6.26,13.62,-23.95%,-,10.80,-,4.43%,-41.70%,1.56,-,4.01,19.95%,66.66%,26.81%,0.26,-,4.01,1494.51%,13.61%,46.53,2.31%,1.58%,902,0.04,13.84%,8.56%,1.76,13.39,Yes / Yes,0.03,706.33%,0.00%,1.36,8.21,3.61%,59.24%,17.06%,May 12 AMC,1.23M,7.94,-2.19%,4.27%,-18.39%,"

","1,660,927",-3.29%,IAS
Iamgold Corp,Basic Materials,Gold,Canada,NYSE,-,5.15,1.41,3.06%,575.00M,-3.85%,4.17B,7.06,1.03,0.00%,557.50M,9.68%,811.90M,0.25,0.17,60.77%,1.80%,16.94%,1.80B,2.31,41.76%,1.95%,0.61,36.53%,5.90,1.23,34.81%,15.99%,10.02M,101.39%,0.55,13.14,20.34%,28.42%,3.44,8.38,40.50%,-,-,-,17.99%,-13.48%,1.16,-,0.83,9.35%,32.54%,110.76%,0.31,"Jul 01, 2013",1.41,406.60%,30.12%,51.64,1.95%,2.98%,-,0.34,63.91%,45.01%,2.00,9.52,Yes / Yes,0.33,-38.40%,0.00%,1.13,7.27,-4.26%,10.74%,40.78%,May 06 AMC,16.32M,7.25,-0.04%,2.37%,21.70%,"

","18,376,818",-0.28%,IAG
IAC Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-9.59,10.04%,74.35M,1.61%,2.97B,74.33,0.50,0.00%,71.82M,0.27%,-801.73M,-,-0.31,93.79%,7.00%,-7.13%,3.45B,0.86,52.95%,0.90%,4.23,0.69%,58.82,0.63,119.86%,-9.31%,5.03M,-4.39%,14.54,2.55,-,-15.07%,32.04,45.64,4.50%,-,12.71,-,-13.07%,-18.63%,1.37,0.00 (0.00%),2.70,-4.36%,64.41%,15.90%,1.09,-,2.70,-516.37%,3.68%,53.09,3.42%,1.88%,8300,0.31,-18.11%,-23.25%,1.47,51.00,Yes / Yes,0.30,-620.34%,-,2.05,36.81,-29.55%,-359.32%,-38.64%,May 05 AMC,1.19M,37.14,1.51%,3.18%,-3.01%,"

","2,441,836",0.90%,IAC
Hexcel Corp,Industrials,Aerospace & Defense,USA,NYSE,-,35.89,1.52,0.82%,80.40M,-2.75%,4.37B,21.63,2.51,0.00%,79.75M,1.34%,124.50M,2.24,0.48,101.37%,4.31%,-4.28%,1.89B,2.32,-7.49%,-1.72%,2.71,-15.71%,19.06,2.85,33.90%,4.45%,3.44M,-14.52%,1.11,49.03,16.04%,7.87%,45.28,71.05,-13.25%,0.68 (1.25%),23.91,-14.94%,5.37%,-23.45%,1.27,0.64 (1.18%),1.39,-4.37%,23.89%,20.13%,1.53,"May 02, 2025",2.59,29.15%,11.88%,50.36,1.04%,1.78%,5894,0.51,5.37%,6.60%,2.45,62.07,Yes / Yes,0.51,-17.82%,37.70%,1.42,54.36,-3.55%,-12.96%,-3.41%,Apr 21 AMC,1.27M,54.39,-0.24%,3.16%,-8.32%,"

","1,799,604",0.06%,HXL
Howmet Aerospace Inc,Industrials,Aerospace & Defense,USA,NYSE,S&P 500,56.52,3.07,1.01%,404.00M,1.06%,69.97B,41.49,4.18,-17.05%,399.58M,4.99%,1.25B,2.53,0.87,94.32%,3.30%,31.65%,7.55B,9.27,30.49%,1.79%,4.63,53.02%,11.73,14.78,19.01%,11.86%,13.20M,116.67%,1.33,130.30,22.33%,28.29%,76.83,177.25,58.49%,0.41 (0.24%),68.87,22.24%,15.24%,-2.21%,1.43,0.36 (0.21%),1.07,0.92%,28.64%,125.61%,3.87,"May 09, 2025",2.30,47.87%,23.68%,65.61,1.19%,1.16%,23930,0.73,10.01%,16.61%,1.56,175.95,Yes / Yes,0.72,43.48%,9.25%,1.59,170.23,0.04%,10.85%,6.47%,May 01 BMO,2.85M,173.34,1.37%,12.13%,38.61%,"

","4,528,407",1.83%,HWM
Hawkins Inc,Basic Materials,Specialty Chemicals,USA,NASD,RUT,33.98,4.04,8.33%,20.68M,3.18%,2.86B,29.24,4.70,0.00%,19.12M,8.46%,84.34M,-,1.33,72.09%,3.93%,30.73%,974.43M,2.94,7.66%,1.98%,6.20,5.70%,22.25,6.17,8.21%,11.57%,0.75M,54.16%,0.24,561.54,-,19.47%,87.24,140.58,11.91%,0.75 (0.55%),40.91,24.79%,13.82%,-2.35%,0.85,0.90 (0.66%),1.37,12.52%,23.15%,57.37%,3.82,"May 30, 2025",2.15,12.38%,12.30%,65.66,0.72%,1.23%,1035,0.35,6.01%,8.66%,1.50,148.33,Yes / Yes,0.33,18.49%,17.38%,2.61,138.24,6.34%,6.17%,10.00%,May 14 AMC,121.11K,137.28,2.28%,8.70%,14.30%,"

","316,392",-0.69%,HWKN
Hancock Whitney Corp,Financial,Banks - Regional,USA,NASD,RUT,9.96,5.42,1.36%,86.03M,-2.28%,4.62B,9.29,5.81,-0.07%,84.48M,-4.43%,468.94M,1.23,1.35,89.10%,4.01%,3.77%,2.03B,2.27,5.12%,1.39%,4.62,-7.76%,49.73,1.08,4.63%,1.34%,3.38M,20.37%,-,-,8.07%,11.53%,43.90,62.40,-1.43%,1.78 (3.31%),8.23,7.29%,10.19%,-13.56%,1.07,1.70 (3.15%),-,7.57%,-,22.88%,1.28,"Jun 05, 2025",0.14,26.35%,28.68%,48.02,1.01%,1.50%,3476,0.20,3.35%,23.07%,1.22,64.00,Yes / Yes,0.08,10.68%,28.39%,2.52,53.61,-0.13%,7.05%,-4.51%,Apr 15 AMC,732.19K,53.94,-1.02%,1.04%,-0.94%,"

","1,848,310",0.62%,HWC
Hut 8 Corp,Financial,Capital Markets,USA,NASD,RUT,-,-0.56,11.28%,104.15M,-9.04%,1.74B,-,-0.08,-0.10%,92.46M,-0.77%,-52.79M,-,-0.14,59.86%,16.24%,29.26%,132.46M,13.14,-144.55%,2.42%,2.40,-42.53%,9.22,1.81,94.74%,-4.15%,15.01M,36.44%,1.81,9.22,-,-6.31%,8.73,31.95,-18.50%,-,-,105.42%,-4.26%,-47.73%,3.95,-,1.26,21.32%,3.09%,91.28%,1.14,-,1.26,-132.00%,-51.03%,50.50,5.69%,4.99%,222,0.37,12.65%,-39.86%,1.00,24.31,Yes / Yes,0.29,-148.58%,0.00%,1.06,17.03,-30.71%,-1187.13%,-57.84%,May 08 BMO,6.26M,16.70,-1.94%,11.76%,-3.32%,"

","6,612,765",-1.94%,HUT
Huron Consulting Group Inc,Industrials,Consulting Services,USA,NASD,RUT,19.83,6.66,2.35%,17.63M,-3.24%,2.28B,15.89,8.32,-18.62%,16.84M,-13.09%,123.16M,-,1.79,101.30%,4.67%,-11.05%,1.56B,1.46,14.23%,5.15%,3.10,8.36%,28.04,4.71,12.52%,9.09%,0.79M,36.59%,1.36,97.48,-,24.88%,96.06,155.00,6.34%,-,10.56,27.57%,11.37%,-14.75%,0.30,-,2.08,9.53%,29.78%,37.56%,4.19,-,2.08,92.48%,11.36%,34.49,1.34%,2.68%,7230,1.24,8.83%,7.88%,1.00,170.75,Yes / Yes,1.19,39.73%,0.00%,1.17,132.95,1.65%,45.27%,11.22%,Apr 29 AMC,254.11K,132.14,-6.27%,-7.58%,2.74%,"

","297,772",-0.61%,HURN
Huntsman Corp,Basic Materials,Chemicals,USA,NYSE,-,-,-0.75,5.79%,172.60M,-12.81%,1.79B,40.33,0.25,1.18%,163.69M,-15.81%,-129.00M,-,-0.12,88.11%,5.21%,-37.09%,5.98B,0.30,-350.71%,1.46%,2.15,-45.35%,17.10,0.60,170.70%,-1.84%,8.53M,-55.80%,1.92,5.35,-,-4.46%,10.43,25.12,-42.98%,1.00 (9.73%),23.50,-,-2.60%,-59.08%,0.75,1.00 (9.73%),0.82,-2.35%,14.49%,-1.44%,0.47,"Jun 13, 2025",1.48,-43.65%,1.39%,32.32,0.76%,2.87%,6300,0.80,0.02%,-2.16%,2.78,14.73,Yes / Yes,0.68,89.23%,-,1.23,10.45,-5.29%,-3.58%,-4.08%,May 01 AMC,3.98M,10.28,-8.84%,-15.60%,-41.18%,"

","4,876,855",-1.63%,HUN
Humana Inc,Healthcare,Healthcare Plans,USA,NYSE,S&P 500,16.94,14.14,0.22%,120.69M,1.98%,28.92B,16.56,14.47,1.08%,120.42M,-6.15%,1.71B,1.57,5.90,95.28%,3.28%,-10.20%,120.26B,0.24,0.87%,-1.84%,2.18,-8.00%,147.08,1.63,-11.53%,3.39%,3.94M,-32.55%,-,-,10.78%,10.09%,212.45,406.46,-5.55%,3.80 (1.59%),12.15,-13.05%,5.61%,-41.05%,0.43,3.54 (1.48%),-,12.65%,-,12.79%,7.88,"Jun 27, 2025",1.91,-12.18%,2.78%,51.22,1.70%,2.14%,65680,0.75,10.09%,1.42%,2.44,287.09,Yes / Yes,0.72,68.47%,35.45%,1.06,243.40,-0.27%,14.97%,8.45%,Apr 30 BMO,1.81M,239.62,3.06%,-3.64%,-11.23%,"

","1,927,963",-1.55%,HUM
HubSpot Inc,Technology,Software - Application,USA,NYSE,-,-,-0.45,3.86%,52.28M,-6.20%,28.19B,47.25,11.31,-3.17%,50.70M,-16.71%,-23.10M,-,2.12,92.25%,2.37%,-10.65%,2.72B,10.35,16.00%,1.87%,1.63,-28.44%,38.34,13.94,20.09%,-0.65%,1.20M,-6.39%,38.74,13.80,20.48%,-1.34%,434.84,881.13,-23.29%,-,47.97,-,-1.02%,-39.34%,1.70,-,1.55,31.24%,84.83%,22.92%,19.41,-,1.55,83.20%,-2.48%,30.51,1.33%,2.04%,8246,0.33,19.17%,-0.85%,1.41,756.28,Yes / Yes,0.12,-462.76%,0.00%,2.07,544.46,1.88%,0.39%,15.67%,May 08 AMC,736.21K,534.51,-8.76%,-10.41%,-15.46%,"

","1,520,728",-1.83%,HUBS
"Hub Group, Inc",Industrials,Integrated Freight & Logistics,USA,NASD,RUT,19.29,1.71,3.11%,60.69M,-1.85%,2.02B,13.48,2.44,0.00%,59.34M,-7.21%,103.79M,1.35,0.44,97.71%,1.97%,-10.54%,3.86B,0.52,0.99%,0.91%,1.89,-33.27%,26.91,1.22,26.72%,3.63%,1.17M,-22.68%,2.30,14.30,14.32%,6.35%,30.75,53.21,-26.08%,0.20 (0.59%),15.35,1.24%,5.22%,-38.09%,1.15,0.38 (1.14%),1.36,1.47%,7.66%,7.12%,0.88,"Jun 23, 2025",1.36,-18.94%,3.62%,44.56,1.42%,1.61%,6500,0.29,-4.63%,2.69%,2.50,38.86,Yes / Yes,0.21,1.28%,29.38%,1.83,32.78,-4.94%,3.19%,-8.43%,May 08 AMC,616.27K,32.94,-1.84%,-1.48%,-20.32%,"

","1,129,917",0.49%,HUBG
Hubbell Inc,Industrials,Electrical Equipment & Parts,USA,NYSE,S&P 500,26.77,14.79,0.42%,53.37M,1.21%,21.12B,20.73,19.09,-3.98%,53.15M,1.72%,798.20M,4.15,4.46,94.26%,5.03%,16.69%,5.59B,3.78,5.14%,0.57%,4.09,-13.17%,61.11,6.48,9.59%,11.58%,2.67M,3.71%,6.75,58.63,6.45%,25.78%,299.42,481.35,-5.51%,5.31 (1.34%),27.42,14.51%,18.05%,-17.77%,0.98,5.18 (1.31%),0.73,4.16%,34.21%,32.18%,9.06,"May 30, 2025",1.17,10.22%,19.97%,57.67,1.59%,1.51%,17700,0.62,1.97%,14.27%,2.33,422.80,Yes / Yes,0.36,15.27%,34.64%,1.16,398.73,-1.34%,-5.35%,-2.42%,May 01 BMO,653.53K,395.79,1.14%,6.27%,-1.61%,"

","756,916",-0.74%,HUBB
Hertz Global Holdings Inc,Industrials,Rental & Leasing Services,USA,NASD,RUT,-,-10.17,4.08%,307.98M,0.99%,1.90B,-,-0.38,-0.51%,136.33M,-4.95%,-3119.00M,-,-0.39,-,41.36%,83.58%,8.78B,0.22,68.03%,26.00%,3.12,59.33%,-0.85,-,75.02%,-13.46%,56.39M,87.50%,3.30,1.86,73.71%,-244.63%,2.47,9.39,68.03%,-,-,-79.95%,-17.99%,-34.50%,2.18,-,0.94,-1.54%,3.72%,148.99%,0.46,-,0.94,-1516.07%,-6.46%,48.83,2.48%,4.62%,26000,-,-6.61%,-35.52%,3.70,3.81,Yes / Yes,-,-136.63%,-,0.64,5.88,-9.51%,-13.94%,-12.84%,May 12 AMC,18.06M,6.15,-3.29%,-4.36%,39.91%,"

","11,541,757",4.59%,HTZ
H2O America,Utilities,Utilities - Regulated Water,USA,NASD,RUT,17.53,2.98,8.41%,34.18M,-2.23%,1.79B,16.64,3.14,0.00%,31.31M,-1.38%,98.82M,3.40,0.66,81.39%,1.71%,0.27%,766.66M,2.33,3.69%,4.46%,1.99,-3.01%,40.88,1.28,5.58%,2.17%,0.53M,0.19%,0.69,75.40,5.15%,7.49%,44.91,62.18,6.22%,1.68 (3.21%),-,28.46%,3.20%,-15.92%,0.52,1.64 (3.14%),0.66,12.22%,45.80%,16.41%,1.30,"May 12, 2025",0.66,11.78%,23.28%,47.31,1.24%,1.39%,822,1.33,12.34%,12.89%,1.80,61.00,Yes / Yes,1.21,34.26%,55.82%,1.72,52.81,5.45%,37.80%,12.19%,Apr 28 AMC,268.86K,52.28,-0.46%,-1.86%,-2.80%,"

","462,153",-1.00%,HTO
H World Group Limited ADR,Consumer Cyclical,Lodging,China,NASD,-,23.97,1.39,0.01%,318.92M,-2.91%,10.30B,15.21,2.20,0.00%,308.37M,-8.42%,454.60M,1.66,0.53,54.88%,4.63%,-11.46%,3.33B,3.10,17.85%,0.73%,6.83,2.11%,4.54,7.36,14.67%,5.35%,14.27M,-3.33%,4.91,6.80,14.43%,28.90%,27.03,42.98,1.09%,1.44 (4.31%),11.64,7.49%,7.98%,-22.31%,0.47,1.60 (4.79%),0.88,15.39%,35.86%,23.53%,1.02,"Apr 09, 2025",0.88,-11.08%,20.89%,36.97,1.50%,1.43%,28502,3.35,5.20%,13.66%,1.39,44.72,Yes / Yes,2.94,31.57%,120.75%,0.71,33.32,0.28%,-2.80%,0.97%,May 20 BMO,2.09M,33.39,-4.42%,-5.10%,-4.29%,"

","1,481,969",0.21%,HTHT
Hilltop Holdings Inc,Financial,Financial Conglomerates,USA,NYSE,RUT,14.95,1.97,30.13%,64.15M,-3.29%,1.89B,16.03,1.83,0.00%,44.83M,-4.04%,127.66M,-,0.42,57.48%,3.62%,-3.54%,1.51B,1.25,-13.07%,-1.18%,4.23,-7.40%,34.29,0.86,21.32%,0.80%,1.62M,0.17%,-,-,-,5.89%,26.67,35.32,2.76%,0.72 (2.45%),15.29,-6.52%,5.12%,-16.70%,0.87,0.70 (2.38%),-,-2.45%,-,10.31%,0.57,"May 08, 2025",0.32,14.96%,2.90%,44.74,0.69%,1.24%,3646,0.46,0.59%,8.45%,3.00,33.33,Yes / Yes,0.13,53.58%,39.07%,1.83,29.40,11.09%,140.74%,1.80%,Apr 24 AMC,383.46K,29.42,-1.14%,-0.79%,-3.92%,"

","701,394",0.07%,HTH
Hercules Capital Inc,Financial,Asset Management,USA,NYSE,-,13.54,1.33,1.83%,175.43M,-0.55%,3.16B,9.04,1.99,1.00%,171.99M,0.84%,-,-,0.47,25.02%,3.11%,-5.48%,491.55M,6.43,-4.41%,-,4.14,-5.66%,11.71,1.54,4.21%,-,5.35M,-6.57%,-,-,-,-,15.59,21.88,-9.70%,1.60 (8.88%),-,-,-,-17.69%,0.87,1.59 (8.83%),-,-,-,15.53%,0.28,"May 13, 2025",-,45.84%,-,55.03,0.82%,0.79%,100,-,30.92%,-,1.88,20.62,Yes / Yes,-,-44.70%,120.03%,0.65,18.02,-4.72%,-3.08%,-1.70%,May 01 AMC,1.29M,18.01,1.15%,2.14%,-5.47%,"

","835,686",-0.06%,HTGC
Hershey Company,Consumer Defensive,Confectioners,USA,NYSE,S&P 500,21.15,8.11,27.30%,147.98M,-0.39%,34.74B,26.81,6.40,-0.08%,147.29M,10.12%,1.65B,-,0.97,61.29%,5.81%,4.24%,10.75B,3.23,-35.88%,0.62%,5.17,-3.79%,23.12,7.41,6.44%,12.50%,8.56M,-6.34%,7.48,22.92,-7.74%,37.48%,140.13,208.03,1.24%,5.52 (3.22%),19.08,14.88%,16.19%,-17.58%,0.28,5.48 (3.20%),1.11,7.00%,40.67%,22.35%,3.91,"May 16, 2025",1.59,-19.78%,19.74%,60.91,0.86%,1.43%,18540,1.34,-5.91%,15.32%,3.04,160.62,Yes / Yes,1.17,-71.64%,50.20%,2.52,169.72,0.51%,7.90%,-13.75%,May 01 BMO,1.66M,171.45,4.51%,4.26%,-0.46%,"

","4,180,728",1.02%,HSY
Host Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA,NASD,S&P 500,16.25,0.96,1.45%,693.70M,-0.13%,10.87B,19.97,0.78,-0.05%,683.67M,3.50%,677.00M,-,0.22,106.91%,7.23%,4.75%,5.81B,1.87,-21.73%,1.30%,4.52,-15.55%,9.59,1.63,1.27%,5.33%,49.45M,-12.26%,0.62,25.40,-7.25%,10.12%,12.22,19.26,-10.56%,0.87 (5.53%),13.02,-4.68%,5.51%,-18.62%,1.35,0.80 (5.09%),2.74,0.77%,15.62%,28.23%,0.40,"Jun 30, 2025",2.74,-5.25%,13.54%,54.72,1.49%,1.77%,165,0.85,7.52%,11.66%,1.78,17.75,Yes / Yes,0.85,-6.50%,80.80%,1.22,15.73,3.17%,28.16%,8.36%,Apr 30 AMC,10.95M,15.67,0.91%,5.39%,-4.77%,"

","13,370,599",-0.38%,HST
