Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Fox Corporation,Communication Services,Entertainment,USA,NASD,S&P 500,13.45,4.02,52.85%,214.96M,-1.89%,23.25B,12.82,4.22,-0.05%,212.01M,7.30%,1.86B,1.14,0.98,52.80%,7.61%,-0.04%,16.11B,1.44,30.88%,-4.34%,3.70,16.85%,25.58,2.11,-5.97%,8.27%,16.14M,56.22%,11.20,4.83,11.80%,16.89%,32.76,58.74,11.36%,0.55 (1.01%),9.74,4.01%,9.83%,-7.90%,0.53,0.54 (1.00%),2.33,4.18%,32.17%,65.14%,1.31,"Mar 05, 2025",2.45,26.73%,19.03%,51.72,1.34%,1.93%,10200,0.70,15.70%,11.58%,2.43,56.81,Yes / Yes,0.65,-46.47%,16.63%,0.84,54.37,4.24%,20.68%,26.81%,May 12 BMO,4.36M,54.10,-1.61%,3.74%,11.61%,"

","3,658,577",-0.50%,FOXA
Fox Corporation,Communication Services,Entertainment,USA,NASD,S&P 500,12.32,4.02,70.72%,235.58M,-2.02%,23.26B,11.75,4.22,-0.03%,131.65M,5.54%,1.86B,1.04,0.99,28.69%,3.51%,-0.88%,16.11B,1.44,30.80%,-3.99%,3.42,12.59%,25.58,1.94,-6.00%,8.27%,4.63M,53.63%,10.26,4.83,11.86%,16.89%,30.51,55.00,8.35%,0.55 (1.10%),9.75,4.01%,9.83%,-9.89%,0.57,0.54 (1.09%),2.33,4.18%,32.17%,62.44%,1.21,"Mar 05, 2025",2.45,26.73%,19.03%,50.00,1.36%,1.88%,10200,0.70,15.70%,11.58%,2.50,56.50,Yes / Yes,0.65,-46.47%,16.63%,1.14,49.79,4.01%,19.93%,26.81%,May 12 BMO,1.35M,49.56,-2.03%,2.78%,9.65%,"

","1,539,989",-0.46%,FOX
Shift4 Payments Inc,Technology,Software - Infrastructure,USA,NYSE,-,32.34,2.96,4.20%,67.47M,0.74%,8.47B,15.48,6.18,-1.43%,65.93M,11.92%,224.00M,1.41,1.24,116.42%,18.58%,7.16%,3.47B,2.44,32.56%,5.06%,6.20,-4.35%,11.70,8.17,19.81%,5.33%,12.25M,35.04%,16.43,5.82,22.93%,30.28%,57.45,127.50,-7.87%,-,19.90,-,7.50%,-25.01%,1.82,-,1.36,35.42%,23.96%,66.42%,3.30,-,1.36,115.40%,8.97%,65.51,0.97%,1.96%,4000,3.58,27.39%,6.45%,1.65,113.04,Yes / Yes,2.71,-34.42%,0.00%,0.72,94.40,4.16%,53.69%,19.92%,Apr 29 BMO,1.98M,95.61,4.17%,12.51%,1.10%,"

","1,425,485",1.28%,FOUR
Formula Systems (1985) Ltd. ADR,Technology,Information Technology Services,Israel,NASD,-,21.16,5.22,6.40%,15.33M,2.97%,1.69B,-,-,0.00%,14.35M,27.39%,81.83M,-,-,21.11%,0.01%,22.47%,2.81B,0.60,-,-,1.04,44.59%,44.42,2.49,-,2.80%,0.00M,49.78%,34.36,3.21,-,12.47%,69.07,113.05,24.09%,-,-,15.29%,7.98%,-2.31%,0.95,1.56 (1.42%),1.23,10.14%,24.90%,59.90%,3.59,"Jul 07, 2025",1.26,24.91%,9.71%,63.95,3.60%,4.02%,-,0.92,6.22%,2.91%,-,-,No / Yes,0.51,11.82%,22.23%,0.06,114.43,-,-,8.06%,-,1.01K,110.44,10.16%,16.24%,30.36%,"

",58,-3.49%,FORTY
FormFactor Inc,Technology,Semiconductor Equipment & Materials,USA,NASD,RUT,49.39,0.69,0.95%,77.08M,13.82%,2.63B,22.01,1.55,-4.05%,76.36M,14.01%,54.23M,3.73,0.30,98.90%,4.60%,3.99%,766.23M,3.44,7.97%,-0.06%,4.16,-19.47%,12.53,2.73,25.03%,4.77%,3.51M,-38.76%,3.89,8.78,13.24%,5.74%,22.58,63.62,-22.34%,-,40.85,11.76%,5.46%,-46.29%,1.12,-,3.56,5.31%,40.88%,51.33%,1.40,-,4.44,-47.04%,6.43%,66.07,2.90%,3.14%,2238,0.04,15.33%,7.08%,2.20,37.38,Yes / Yes,0.03,-70.38%,0.00%,0.82,32.17,0.78%,21.24%,1.56%,Apr 30 AMC,844.79K,34.17,7.55%,16.96%,-10.50%,"

","691,860",6.22%,FORM
Forestar Group Inc,Real Estate,Real Estate - Development,USA,NYSE,RUT,6.05,3.30,62.65%,50.82M,4.55%,1.01B,5.94,3.36,0.02%,18.98M,-0.10%,168.40M,-,0.78,35.22%,4.09%,-9.76%,1.47B,0.69,-24.05%,-1.10%,3.82,-31.82%,32.36,0.62,10.75%,5.97%,0.78M,-39.47%,3.43,5.82,-0.03%,10.81%,18.00,37.21,-22.96%,-,-,38.51%,6.67%,-46.33%,1.41,-,0.71,28.65%,23.46%,10.94%,0.62,-,0.71,-17.86%,14.12%,53.99,1.56%,2.13%,393,0.54,-5.60%,11.45%,1.50,26.50,Yes / Yes,0.54,-30.36%,0.00%,0.62,19.53,-3.35%,-15.28%,5.15%,Apr 17 BMO,202.81K,19.97,1.71%,1.07%,-22.22%,"

","125,513",2.25%,FOR
Amicus Therapeutics Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.09,3.46%,307.92M,-2.11%,1.86B,23.34,0.26,-0.00%,297.28M,-0.82%,-29.37M,-,-0.11,99.78%,6.79%,-30.13%,543.14M,3.42,51.94%,2.70%,4.75,-38.84%,0.63,9.59,398.57%,-3.89%,20.18M,-42.46%,0.81,7.41,-,-18.12%,5.81,12.65,-35.99%,-,1153.30,34.10%,-4.67%,-52.33%,0.53,-,2.47,23.72%,89.08%,3.79%,0.26,-,3.34,80.86%,8.80%,41.54,2.83%,2.91%,499,2.29,28.25%,-5.41%,1.50,15.82,Yes / Yes,2.25,55.88%,-,1.08,6.16,-7.82%,-29.15%,13.45%,May 01 BMO,4.25M,6.03,-2.44%,-9.90%,-35.00%,"

","4,597,497",-2.11%,FOLD
Franco-Nevada Corporation,Basic Materials,Gold,Canada,NYSE,-,52.16,3.20,0.73%,192.65M,-6.19%,32.20B,32.79,5.10,0.00%,191.25M,1.15%,617.40M,2.75,1.08,78.05%,1.47%,16.39%,1.22B,26.29,40.42%,-7.59%,2.81,36.63%,32.66,5.12,13.11%,9.71%,2.81M,38.92%,5.86,28.54,18.96%,10.19%,112.70,179.99,42.15%,1.52 (0.91%),198.63,9.38%,9.80%,-7.13%,0.43,1.46 (0.87%),22.89,5.70%,69.84%,48.31%,4.49,"Jun 12, 2025",22.90,228.94%,66.53%,49.38,1.78%,2.39%,41,0.00,2.11%,50.41%,2.22,186.50,Yes / Yes,0.00,44.82%,50.24%,0.75,167.21,8.88%,7.41%,43.64%,May 08 AMC,1000.00K,167.15,0.48%,1.34%,20.65%,"

","748,033",-0.04%,FNV
Fidelity National Financial Inc,Financial,Insurance - Specialty,USA,NYSE,-,13.55,4.05,5.56%,275.00M,0.70%,15.06B,8.41,6.52,-0.11%,259.36M,-8.20%,1.10B,0.84,1.39,80.61%,1.32%,-10.93%,13.16B,1.14,12.70%,-1.35%,2.17,-11.89%,28.70,1.91,24.91%,1.40%,3.42M,9.37%,-,-,16.18%,14.72%,47.78,66.72,-2.32%,1.92 (3.50%),2.20,3.94%,8.73%,-17.81%,1.05,1.96 (3.57%),-,10.12%,-,14.76%,1.23,"Jun 16, 2025",-,33.32%,13.64%,39.57,0.96%,1.39%,23533,0.60,4.40%,8.39%,1.80,70.75,Yes / Yes,0.60,-66.66%,41.70%,0.65,54.72,-17.90%,-29.19%,-16.61%,May 07 AMC,1.58M,54.84,-1.00%,-7.96%,-8.43%,"

","1,020,361",0.22%,FNF
Floor & Decor Holdings Inc,Consumer Cyclical,Home Improvement Retail,USA,NYSE,-,39.49,1.89,1.69%,107.61M,6.45%,8.03B,32.66,2.28,0.00%,105.78M,-0.77%,204.72M,2.89,0.56,99.05%,6.50%,-19.68%,4.52B,1.78,-4.73%,0.01%,2.87,-31.05%,20.65,3.61,26.20%,4.08%,6.88M,-37.83%,1.74,42.95,13.68%,9.74%,66.01,126.24,-25.17%,-,64.26,5.78%,5.08%,-40.90%,1.71,-,0.27,16.85%,38.30%,13.03%,2.92,-,1.22,-9.49%,6.66%,50.69,2.66%,3.46%,13690,0.88,2.96%,4.53%,2.54,84.09,Yes / Yes,0.81,-2.49%,0.00%,1.05,71.45,-0.31%,0.51%,5.78%,May 01 AMC,2.40M,74.61,-1.03%,0.51%,-22.54%,"

","2,510,710",4.42%,FND
F.N.B. Corp,Financial,Banks - Regional,USA,NYSE,-,11.12,1.27,1.49%,359.36M,3.07%,5.07B,8.52,1.66,-2.49%,354.46M,2.03%,459.86M,1.32,0.34,81.03%,3.94%,7.31%,2.60B,1.95,1.65%,0.18%,4.78,-15.52%,17.86,0.79,17.19%,0.97%,13.95M,5.38%,-,-,8.40%,7.40%,10.88,17.70,-4.60%,0.49 (3.44%),12.31,1.72%,5.01%,-20.34%,0.94,0.48 (3.40%),-,11.00%,-,29.60%,0.33,"Jun 02, 2025",0.22,2.54%,21.52%,55.70,1.49%,1.75%,4104,0.74,10.34%,17.72%,1.10,16.30,Yes / Yes,0.43,0.72%,37.92%,0.64,14.06,0.32%,7.56%,2.20%,Apr 16 AMC,2.92M,14.10,0.11%,5.56%,-2.85%,"

","1,867,886",0.28%,FNB
Fabrinet,Technology,Electronic Components,Cayman Islands,NYSE,RUT,25.95,8.97,0.45%,35.83M,-0.23%,8.34B,20.03,11.62,-11.61%,35.67M,11.88%,326.39M,1.75,2.63,108.07%,5.10%,23.92%,3.26B,2.56,14.32%,2.42%,2.21,-3.71%,53.23,4.37,14.51%,13.44%,1.82M,-4.07%,26.53,8.78,14.83%,18.30%,148.55,281.79,5.89%,-,30.56,19.77%,17.08%,-17.37%,0.98,-,2.54,12.72%,12.11%,56.74%,8.94,-,3.32,18.90%,9.52%,57.58,0.33%,2.12%,14213,0.00,17.14%,10.00%,2.00,258.50,Yes / Yes,0.00,1.66%,0.00%,0.47,234.95,1.89%,0.70%,19.17%,May 05 AMC,820.89K,232.83,0.89%,11.35%,3.17%,"

","383,909",-0.90%,FN
Fomento Economico Mexicano S.A.B. de C.V. ADR,Consumer Defensive,Beverages - Brewers,Mexico,NYSE,-,21.80,4.81,0.00%,216.12M,-1.75%,21.57B,20.04,5.23,-,205.90M,2.99%,1.66B,1.94,1.26,33.70%,0.57%,8.44%,41.88B,0.52,15.81%,-0.91%,1.98,16.05%,41.38,2.53,6.01%,3.45%,1.18M,-6.78%,25.96,4.04,11.25%,9.84%,80.71,118.18,23.11%,4.44 (4.24%),22.83,5.97%,6.34%,-11.34%,0.66,2.27 (2.17%),1.31,10.13%,41.46%,29.81%,2.16,"Apr 24, 2025",1.64,44.52%,8.85%,49.76,1.63%,1.37%,391244,0.96,-0.37%,3.97%,1.74,121.94,Yes / Yes,0.77,64.88%,-,0.77,107.06,2.10%,18.15%,-8.51%,Apr 28 BMO,595.47K,104.77,-0.55%,1.64%,9.46%,"

","455,574",-2.14%,FMX
Fresenius Medical Care AG ADR,Healthcare,Medical Care Facilities,Germany,NYSE,-,25.23,1.13,0.07%,586.83M,-0.59%,16.80B,12.10,2.37,0.00%,586.39M,2.00%,665.99M,1.50,0.48,5.98%,0.45%,20.50%,20.92B,0.80,27.71%,3.10%,5.74,21.83%,26.46,1.08,13.51%,1.84%,2.61M,34.92%,1.97,14.52,16.77%,4.36%,17.93,30.46,26.46%,0.85 (2.97%),9.12,-14.87%,2.58%,-6.01%,0.86,0.79 (2.75%),1.08,1.35%,24.46%,59.68%,0.56,"May 23, 2025",1.46,27.17%,8.02%,57.09,0.95%,1.36%,113840,0.75,-0.91%,3.18%,2.76,28.74,Yes / Yes,0.66,106.71%,79.39%,0.99,28.51,4.47%,11.88%,0.19%,May 06 BMO,454.74K,28.63,-0.37%,8.27%,23.00%,"

","448,092",0.42%,FMS
FMC Corp,Basic Materials,Agricultural Inputs,USA,NYSE,-,16.91,2.61,0.87%,124.91M,10.43%,5.50B,11.02,4.00,6.12%,123.83M,20.38%,326.70M,1.79,0.61,92.77%,4.92%,5.96%,4.12B,1.34,-2.29%,-2.57%,2.13,-25.33%,35.08,1.26,17.63%,3.22%,6.09M,-23.81%,2.52,17.45,9.45%,8.81%,32.83,68.55,-9.36%,2.33 (5.29%),27.74,-5.52%,4.34%,-35.73%,0.78,2.32 (5.27%),1.12,-1.63%,38.92%,34.21%,1.45,"Jun 30, 2025",1.54,-70.85%,16.15%,67.93,2.39%,2.49%,5700,0.94,1.45%,7.93%,2.45,44.44,Yes / Yes,0.72,-473.61%,85.56%,0.82,42.74,1.79%,91.90%,-13.79%,Apr 30 AMC,2.86M,44.06,10.40%,12.88%,-12.33%,"

","2,359,479",3.09%,FMC
Flywire Corp,Technology,Software - Infrastructure,USA,NASD,RUT,364.18,0.03,7.22%,120.20M,-4.82%,1.25B,33.18,0.31,-0.13%,112.73M,-7.64%,4.96M,2.21,-0.07,89.67%,4.93%,4.05%,511.49M,2.44,447.97%,-12.02%,2.06,-53.42%,6.42,1.60,182.44%,0.48%,5.56M,-40.53%,2.10,4.89,164.59%,0.63%,8.20,23.40,-50.19%,-,25.06,-,0.59%,-56.11%,1.27,-,2.02,38.98%,59.70%,25.24%,0.49,-,2.02,138.58%,-0.76%,46.36,2.97%,2.67%,1250,0.08,20.97%,0.97%,2.24,13.50,Yes / Yes,0.08,33.07%,0.00%,0.93,10.50,4.07%,-608.47%,16.96%,May 06 AMC,2.70M,10.27,-5.51%,3.48%,-34.92%,"

","2,511,987",-2.19%,FLYW
Flutter Entertainment Plc,Consumer Cyclical,Gambling,USA,NYSE,-,91.07,2.89,1.13%,177.19M,7.20%,46.56B,21.87,12.05,-2.59%,174.69M,9.26%,522.00M,3.17,2.03,93.98%,2.42%,15.83%,14.32B,3.25,9.32%,4.71%,1.80,-5.22%,55.66,4.73,51.59%,2.12%,4.22M,41.29%,19.92,13.23,28.71%,5.39%,174.03,299.73,1.96%,-,36.04,-36.42%,3.06%,-12.08%,1.16,-,0.95,38.77%,47.55%,51.42%,6.93,"Sep 05, 2019",0.95,957.00%,8.01%,65.51,3.04%,2.33%,27345,0.75,-,3.65%,1.31,312.16,Yes / Yes,0.73,242.78%,0.00%,1.83,249.59,-2.63%,-16.82%,7.89%,May 07 AMC,2.35M,263.52,6.86%,11.07%,6.90%,"

","4,286,520",5.58%,FLUT
Flowserve Corp,Industrials,Specialty Industrial Machinery,USA,NYSE,-,22.59,2.13,0.60%,131.18M,-2.53%,6.30B,13.33,3.61,0.00%,129.95M,0.54%,282.44M,1.58,0.78,95.96%,2.59%,3.66%,4.61B,1.36,21.98%,-0.68%,1.79,-22.31%,15.85,3.04,12.64%,5.31%,3.37M,0.21%,4.14,11.65,14.27%,14.00%,37.34,65.08,-16.26%,0.86 (1.78%),26.92,3.33%,7.67%,-25.98%,1.27,0.84 (1.74%),1.46,2.96%,32.52%,29.00%,1.62,"Jun 27, 2025",2.07,20.40%,11.23%,47.34,4.06%,2.61%,16000,0.81,4.23%,6.12%,1.38,62.50,Yes / Yes,0.77,-0.64%,39.32%,1.03,48.87,3.10%,19.60%,5.25%,Apr 29 AMC,1.88M,48.17,-3.84%,3.01%,-9.75%,"

","1,946,443",-1.43%,FLS
Fluor Corporation,Industrials,Engineering & Construction,USA,NYSE,RUT,4.32,10.44,1.57%,166.16M,9.70%,7.43B,16.13,2.80,0.00%,162.08M,26.76%,1.84B,0.40,0.54,93.47%,5.66%,31.64%,16.56B,0.45,8.65%,-3.79%,2.99,-19.46%,21.61,2.09,11.02%,24.40%,9.17M,1.30%,15.25,2.96,10.69%,66.58%,29.20,60.10,-8.48%,0.11 (0.23%),14.52,-,39.44%,-24.89%,1.30,-,1.74,-1.19%,3.71%,54.59%,1.55,"Feb 28, 2020",1.74,523.56%,2.63%,71.65,1.95%,3.05%,26866,0.30,7.16%,11.14%,1.64,45.61,Yes / Yes,0.30,-518.18%,0.00%,1.52,44.43,-4.67%,46.06%,6.64%,May 02 BMO,3.07M,45.14,10.85%,22.10%,-0.35%,"

","4,677,676",1.60%,FLR
Flowco Holdings Inc,Energy,Oil & Gas Equipment & Services,USA,NYSE,RUT,-,-,78.03%,25.72M,-7.78%,1.54B,10.19,1.66,0.13%,19.89M,-21.15%,-,-,0.33,25.85%,9.54%,-22.42%,-,-,-86.39%,62.20%,3.73,-,-4.09,-,17.52%,-,1.90M,-,0.01,2225.76,-,-,15.82,30.50,-42.90%,0.24 (1.44%),-,-,-,-44.39%,-,0.08 (0.47%),1.63,-,-,7.17%,1.07,"May 14, 2025",3.45,-,-,37.43,2.68%,3.95%,-,-,-,-,1.00,31.38,No / Yes,-,-,-,0.60,16.97,-3.00%,39.90%,-,May 13 BMO,508.30K,16.96,-7.66%,-14.14%,-26.39%,"

","305,628",-0.06%,FLOC
"Flowers Foods, Inc",Consumer Defensive,Packaged Foods,USA,NYSE,-,15.59,1.07,7.50%,211.13M,0.84%,3.54B,14.78,1.13,0.08%,195.30M,-4.72%,228.07M,-,0.30,78.84%,6.26%,-14.58%,5.08B,0.70,-14.06%,7.42%,4.82,-25.35%,6.70,2.50,3.12%,5.88%,12.23M,-27.70%,0.03,482.11,-3.02%,16.34%,16.28,23.87,-18.88%,0.99 (5.89%),11.46,8.55%,6.58%,-29.79%,0.33,0.97 (5.77%),0.73,4.35%,46.51%,2.92%,0.38,"Jun 05, 2025",1.26,81.53%,7.51%,43.86,1.13%,1.65%,10200,1.51,-1.02%,4.49%,3.00,18.43,Yes / Yes,1.45,-27.47%,81.22%,1.51,16.71,-2.73%,-5.74%,-1.43%,May 16 BMO,2.54M,16.76,-0.80%,-4.92%,-17.18%,"

","3,840,685",0.30%,FLO
Flex Lng Ltd,Energy,Oil & Gas Midstream,Bermuda,NYSE,RUT,12.37,1.91,43.08%,54.09M,-3.00%,1.26B,11.23,2.10,0.00%,30.79M,-1.13%,103.19M,309.34,0.40,25.98%,7.69%,8.24%,354.55M,3.54,-23.28%,8.76%,6.12,0.55%,14.51,1.63,16.21%,3.89%,2.37M,-17.49%,7.72,3.06,0.04%,12.69%,19.46,28.42,3.05%,3.00 (12.69%),6.66,47.35%,4.19%,-16.82%,0.46,3.00 (12.69%),2.74,24.33%,57.23%,21.48%,0.64,"Jun 06, 2025",2.77,-24.86%,54.47%,47.51,1.89%,2.44%,9,2.27,-3.86%,29.10%,2.67,25.66,Yes / Yes,2.14,-43.74%,137.73%,1.10,23.95,1.56%,12.10%,-1.99%,May 21 BMO,387.05K,23.64,-1.68%,1.36%,-2.30%,"

","424,011",-1.29%,FLNG
Flagstar Financial Inc,Financial,Banks - Regional,USA,NYSE,RUT,-,-2.66,27.93%,415.02M,5.33%,4.92B,16.90,0.70,0.00%,299.16M,-2.31%,-926.00M,-,-0.13,60.70%,16.96%,8.12%,6.09B,0.81,90.70%,2.33%,8.26,0.77%,18.43,0.64,321.85%,-0.85%,50.73M,27.01%,-,-,-,-10.40%,8.56,13.35,27.01%,0.04 (0.34%),-,-,-4.80%,-11.20%,1.12,0.04 (0.34%),-,27.86%,-,38.43%,0.38,"Jun 06, 2025",0.79,73.59%,-16.58%,52.09,0.28%,1.86%,6993,1.80,-8.17%,-15.20%,2.35,13.56,Yes / Yes,1.37,80.82%,-,0.64,11.76,-3.77%,6.10%,-20.62%,Apr 25 BMO,6.14M,11.85,-0.87%,3.06%,6.26%,"

","3,935,835",0.77%,FLG
Flex Ltd,Technology,Electronic Components,USA,NASD,-,20.71,2.11,-,377.82M,3.16%,16.32B,13.32,3.28,-,-,13.50%,838.00M,2.25,0.62,100.18%,-,32.81%,25.81B,0.63,10.23%,-5.23%,1.46,10.71%,13.24,3.30,12.32%,4.57%,5.87M,30.16%,6.13,7.13,9.19%,16.23%,25.11,45.10,13.88%,-,15.30,65.01%,10.55%,-3.05%,1.04,-,0.79,1.29%,8.55%,74.11%,1.17,-,1.30,-8.00%,5.05%,70.84,1.25%,1.77%,147979,0.86,-8.07%,3.25%,1.40,48.57,Yes / Yes,0.59,-38.59%,0.00%,0.95,43.07,2.58%,4.98%,3.71%,May 07 BMO,4.03M,43.72,3.68%,19.23%,18.70%,"

","3,826,705",1.51%,FLEX
Foot Locker Inc,Consumer Cyclical,Apparel Retail,USA,NYSE,RUT,-,-3.77,12.41%,95.56M,1.39%,2.30B,17.82,1.35,-0.01%,83.70M,96.81%,-359.00M,-,0.08,90.89%,17.35%,40.07%,7.90B,0.29,-21.01%,-1.30%,2.33,9.22%,30.64,0.78,24.72%,-5.32%,14.52M,-10.76%,3.59,6.70,1.52%,-13.07%,11.00,33.94,10.52%,-,39.62,-51.11%,-7.27%,-29.14%,1.74,-,0.49,-0.04%,26.45%,118.64%,0.61,"Oct 12, 2023",1.64,103.63%,2.19%,78.97,0.29%,13.97%,47306,1.09,-2.62%,-4.54%,2.82,23.73,Yes / Yes,0.89,-4634.52%,0.00%,0.91,24.06,-2.52%,-29.87%,-4.52%,May 29 BMO,6.24M,24.05,7.97%,47.18%,14.84%,"

","5,699,881",-0.04%,FL
National Beverage Corp,Consumer Defensive,Beverages - Non-Alcoholic,USA,NASD,RUT,23.35,1.98,74.69%,93.62M,1.80%,4.33B,22.52,2.06,-0.03%,23.69M,5.71%,185.78M,5.97,0.48,25.19%,14.32%,8.79%,1.19B,3.66,5.42%,3.25%,17.85,-6.92%,4.27,10.83,3.18%,28.28%,3.39M,5.38%,1.59,29.05,3.91%,40.81%,38.25,53.48,8.51%,3.25 (7.02%),24.71,4.69%,41.99%,-13.43%,0.84,-,2.24,3.28%,37.33%,21.05%,1.02,"Jun 24, 2024",2.95,9.48%,19.70%,63.99,0.99%,1.20%,1559,0.14,0.34%,15.68%,4.00,42.00,Yes / Yes,0.11,0.07%,0.00%,0.97,46.54,-4.00%,-5.17%,-1.12%,Mar 06 AMC,190.00K,46.30,3.08%,5.46%,4.67%,"

","183,351",-0.52%,FIZZ
"Comfort Systems USA, Inc",Industrials,Engineering & Construction,USA,NYSE,-,30.07,16.67,1.50%,35.31M,5.08%,17.68B,23.78,21.08,-7.32%,34.75M,14.16%,595.40M,1.96,4.83,97.71%,3.19%,60.04%,7.32B,2.42,34.41%,-0.14%,2.39,0.07%,50.33,9.96,7.42%,14.06%,1.11M,56.84%,5.80,86.37,15.38%,37.81%,272.92,553.09,18.22%,1.75 (0.35%),34.93,36.52%,29.03%,-9.36%,1.50,1.50 (0.30%),1.05,21.86%,20.83%,83.69%,15.56,"May 16, 2025",1.08,64.96%,11.20%,70.00,1.67%,1.80%,18300,0.17,31.47%,8.13%,1.38,514.17,Yes / Yes,0.15,76.86%,8.22%,0.99,510.52,3.69%,28.12%,19.15%,Apr 24 AMC,463.11K,501.33,4.83%,21.85%,22.25%,"

","457,925",-1.80%,FIX
Five9 Inc,Technology,Software - Infrastructure,USA,NASD,-,-,-0.10,2.17%,76.24M,12.57%,2.25B,9.52,3.11,-3.64%,74.64M,12.16%,-5.14M,-,0.62,106.95%,11.56%,-3.21%,1.07B,2.10,11.73%,2.87%,4.59,-30.38%,8.71,3.39,12.53%,-0.26%,8.62M,-29.85%,13.66,2.16,13.77%,-0.90%,21.04,49.90,-27.26%,-,18.18,-17.89%,-0.36%,-40.76%,1.21,-,1.89,26.01%,51.90%,40.49%,1.20,-,1.89,91.60%,-2.20%,63.23,2.74%,3.08%,3073,1.86,14.44%,-0.48%,1.58,37.19,Yes / Yes,1.17,106.65%,-,0.97,29.15,2.68%,28.39%,13.24%,May 01 AMC,1.88M,29.56,7.13%,14.85%,-10.07%,"

","1,832,383",1.41%,FIVN
Five Below Inc,Consumer Cyclical,Specialty Retail,USA,NASD,-,26.46,4.77,2.53%,55.06M,7.41%,6.95B,24.51,5.15,-1.08%,53.67M,46.77%,263.29M,4.91,0.56,103.73%,9.07%,62.13%,4.04B,1.72,-7.86%,-2.43%,1.75,20.24%,33.75,3.74,10.91%,6.27%,4.87M,-4.95%,11.33,11.14,5.39%,15.30%,52.38,137.30,20.26%,-,26.27,8.09%,7.46%,-8.07%,1.02,-,0.89,15.99%,30.64%,140.97%,5.41,-,1.71,-10.36%,8.39%,75.26,3.09%,4.91%,23200,1.06,10.71%,6.52%,2.38,127.05,Yes / Yes,0.90,30.92%,0.00%,0.46,127.35,0.41%,3.50%,19.54%,Jun 04 AMC,2.78M,126.22,10.98%,42.61%,39.32%,"

","1,267,078",-0.89%,FIVE
Fifth Third Bancorp,Financial,Banks - Regional,USA,NASD,S&P 500,12.57,3.15,0.56%,667.27M,3.94%,26.42B,9.89,4.00,-1.47%,663.75M,6.23%,2.15B,0.99,0.88,85.24%,2.84%,0.76%,13.69B,1.93,12.43%,-0.45%,3.87,-15.54%,27.41,1.44,13.36%,1.08%,18.85M,8.80%,-,-,12.68%,11.71%,32.25,49.07,-6.39%,1.51 (3.82%),8.08,-1.20%,6.16%,-19.34%,0.92,1.46 (3.69%),-,7.67%,-,22.73%,0.85,"Mar 31, 2025",0.21,0.68%,25.25%,61.29,1.73%,1.82%,18616,0.99,5.75%,15.73%,1.77,43.97,Yes / Yes,0.71,1.74%,45.93%,0.84,39.41,-0.93%,1.40%,-6.24%,Apr 17 BMO,4.88M,39.58,2.38%,7.05%,-5.22%,"

","4,090,914",0.43%,FITB
"Fidelity National Information Services, Inc",Technology,Information Technology Services,USA,NYSE,S&P 500,51.10,1.60,0.14%,526.00M,3.29%,42.92B,13.08,6.25,0.21%,524.68M,4.84%,873.00M,5.46,1.36,99.73%,2.61%,14.62%,10.19B,4.21,10.01%,1.68%,3.32,-4.18%,28.64,2.85,8.75%,2.53%,13.72M,7.54%,1.53,53.32,9.36%,5.25%,66.51,91.98,1.14%,1.67 (2.04%),23.70,16.50%,3.68%,-11.19%,1.08,1.48 (1.81%),0.63,-0.40%,37.13%,22.82%,1.70,"Jun 10, 2025",0.63,114.05%,23.24%,61.82,0.29%,1.20%,50000,0.80,-9.12%,8.57%,1.97,88.14,Yes / Yes,0.57,393.20%,101.55%,0.54,81.23,0.88%,1.07%,2.63%,May 06 BMO,4.13M,81.69,2.67%,6.31%,1.92%,"

","2,213,171",0.57%,FIS
