Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Middleby Corp,Industrials,Specialty Industrial Machinery,USA,NASD,-,17.97,8.00,1.45%,53.62M,-2.22%,7.69B,13.90,10.35,483.01%,52.71M,-4.02%,434.22M,2.58,2.28,107.74%,6.86%,-2.58%,3.85B,2.00,-1.12%,-4.06%,4.02,0.78%,69.57,2.07,10.34%,6.06%,3.62M,13.78%,13.93,10.33,6.97%,12.33%,118.41,182.73,6.22%,-,12.46,4.54%,7.15%,-21.26%,1.60,-,1.73,5.54%,36.50%,21.51%,3.67,"Jun 02, 2004",2.72,11.51%,18.36%,46.85,1.69%,1.76%,10616,0.65,-2.56%,11.26%,2.50,169.00,Yes / Yes,0.63,6.24%,0.00%,0.79,146.71,-3.52%,5.15%,-2.19%,May 07 BMO,898.81K,143.88,-2.73%,2.65%,-0.23%,"

","712,769",-1.93%,MIDD
MI Homes Inc,Consumer Cyclical,Residential Construction,USA,NYSE,RUT,5.84,18.91,1.84%,26.77M,0.82%,2.96B,6.25,17.67,-7.81%,26.29M,-3.35%,536.90M,-,4.43,94.37%,2.74%,-3.89%,4.43B,0.67,-13.77%,-1.28%,2.99,-31.45%,112.29,0.98,3.96%,12.21%,0.72M,-11.07%,28.99,3.81,-,19.02%,100.22,176.18,-16.99%,-,24.76,34.48%,14.23%,-37.36%,1.65,-,1.84,12.50%,26.35%,10.12%,3.51,"Jun 27, 2008",7.64,8.39%,15.20%,53.11,2.21%,1.80%,1760,0.33,8.68%,12.11%,1.00,158.67,Yes / Yes,0.25,-16.70%,0.00%,0.71,109.88,-12.92%,-4.33%,-6.77%,Apr 23 BMO,240.72K,110.36,1.69%,1.79%,-18.37%,"

","172,001",0.44%,MHO
"Mohawk Industries, Inc",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,NYSE,S&P 500,13.70,7.65,18.64%,62.50M,3.95%,6.55B,9.76,10.74,-0.30%,50.87M,-5.51%,485.20M,1.74,2.60,80.04%,3.22%,-5.54%,10.68B,0.61,-5.60%,1.51%,2.08,-21.21%,125.70,0.83,17.27%,3.60%,1.64M,-11.27%,11.24,9.32,7.89%,6.26%,96.24,164.29,-12.05%,-,13.18,-4.60%,4.93%,-36.23%,1.19,-,1.13,1.68%,25.47%,8.86%,3.02,-,2.01,218.00%,7.06%,52.18,1.70%,1.87%,41900,0.36,-2.95%,4.54%,2.11,127.31,Yes / Yes,0.25,-29.65%,0.00%,0.78,104.71,-1.32%,8.18%,-5.73%,May 01 AMC,785.68K,104.77,1.42%,0.23%,-17.16%,"

","616,349",0.06%,MHK
Magnolia Oil & Gas Corp,Energy,Oil & Gas E&P,USA,NYSE,RUT,11.71,2.02,5.24%,187.67M,6.74%,4.54B,12.06,1.96,0.14%,182.38M,1.24%,378.87M,2.45,0.40,112.62%,15.63%,4.75%,1.35B,3.37,-6.70%,-1.41%,9.61,-8.38%,10.01,2.36,7.20%,13.35%,28.51M,-4.37%,1.29,18.36,4.78%,20.85%,19.09,29.02,0.98%,0.53 (2.24%),19.04,46.84%,16.29%,-18.64%,1.29,0.56 (2.37%),1.33,7.05%,51.02%,23.68%,0.66,"May 12, 2025",1.33,0.56%,38.85%,63.02,1.08%,1.51%,252,0.21,8.78%,28.13%,2.45,26.00,Yes / Yes,0.20,16.64%,26.82%,0.68,23.75,2.01%,-0.02%,9.67%,May 01 BMO,2.97M,23.61,5.31%,8.43%,-2.60%,"

","2,015,386",-0.59%,MGY
McGrath Rentcorp,Industrials,Rental & Leasing Services,USA,NASD,RUT,12.00,9.65,1.39%,24.61M,1.89%,2.85B,17.44,6.64,-8.80%,24.27M,0.27%,237.09M,-,1.22,88.77%,2.21%,5.65%,918.53M,3.10,2.87%,1.11%,3.84,-4.64%,46.18,2.51,8.81%,10.52%,0.54M,11.32%,0.14,840.49,-,22.80%,95.50,129.93,3.53%,1.94 (1.68%),12.62,19.12%,13.98%,-10.90%,0.67,1.91 (1.65%),1.44,9.82%,45.65%,21.23%,2.69,"Jul 17, 2025",1.56,91.99%,25.88%,55.21,1.46%,1.34%,1219,0.49,7.31%,25.81%,1.00,144.00,Yes / Yes,0.49,23.18%,20.15%,0.59,117.03,3.38%,25.34%,4.04%,Apr 24 AMC,139.61K,115.77,0.73%,5.03%,2.12%,"

","81,852",-1.08%,MGRC
Magnite Inc,Communication Services,Advertising Agencies,USA,NASD,RUT,88.86,0.20,3.12%,141.48M,0.92%,2.49B,16.51,1.07,-9.50%,136.66M,8.03%,30.91M,-,0.17,95.60%,11.89%,45.86%,674.62M,3.69,24.55%,7.98%,6.41,5.07%,5.24,3.36,20.69%,1.21%,16.25M,34.61%,3.05,5.79,-,4.30%,8.22,21.29,10.68%,-,9.68,-,2.72%,-17.24%,2.87,-,0.98,33.70%,60.51%,114.36%,0.65,-,0.98,138.23%,9.42%,70.79,0.90%,2.49%,905,0.83,5.59%,4.58%,1.14,19.86,Yes / Yes,0.53,46.75%,0.00%,0.75,17.68,2.44%,81.00%,4.32%,May 07 AMC,2.54M,17.62,6.88%,28.67%,20.40%,"

","1,901,474",-0.34%,MGNI
MGM Resorts International,Consumer Cyclical,Resorts & Casinos,USA,NYSE,S&P 500,14.84,2.23,23.71%,279.65M,5.91%,9.02B,12.97,2.56,-0.14%,207.63M,-5.04%,674.56M,3.04,0.51,69.23%,10.27%,9.88%,17.13B,0.53,-14.24%,-6.26%,3.70,-9.45%,10.20,3.25,15.04%,1.61%,21.33M,-18.71%,8.34,3.97,4.88%,21.38%,25.30,47.26,-4.36%,-,7.74,-9.17%,1.95%,-29.88%,1.77,-,1.26,5.97%,40.33%,30.99%,1.00,"Dec 08, 2022",1.31,-14.31%,9.19%,57.32,1.62%,1.84%,78000,11.17,2.76%,3.94%,1.57,45.88,Yes / Yes,11.11,-23.57%,0.00%,0.53,33.23,-0.16%,46.75%,-2.43%,Apr 30 AMC,5.76M,33.14,2.49%,5.89%,-4.68%,"

","3,044,424",-0.27%,MGM
"MGE Energy, Inc",Utilities,Utilities - Regulated Electric,USA,NASD,RUT,25.20,3.53,0.31%,36.54M,0.88%,3.25B,22.65,3.93,0.39%,36.43M,-1.28%,128.35M,3.10,0.78,62.04%,2.50%,-3.02%,704.58M,4.62,10.81%,-1.55%,7.91,-10.80%,34.46,2.58,6.50%,4.65%,0.91M,16.42%,0.98,90.41,8.13%,10.62%,72.27,109.22,-5.28%,1.85 (2.08%),65.01,5.83%,6.35%,-18.51%,0.77,1.80 (2.02%),1.49,3.54%,26.28%,23.15%,1.65,"May 30, 2025",2.07,6.15%,22.88%,44.86,0.75%,1.09%,717,0.61,6.03%,18.22%,5.00,71.50,Yes / Yes,0.61,21.82%,52.75%,0.50,89.15,-,16.33%,14.44%,May 07 BMO,115.00K,89.00,-1.27%,-1.36%,-3.62%,"

","57,420",-0.17%,MGEE
Magna International Inc,Consumer Cyclical,Auto Parts,Canada,NYSE,-,9.62,4.00,6.16%,281.74M,6.50%,10.84B,6.70,5.75,0.00%,264.38M,3.66%,1.15B,1.68,1.13,69.16%,6.00%,8.48%,41.94B,0.26,-14.36%,-3.89%,7.71,-15.98%,41.67,0.92,24.03%,3.54%,15.87M,-11.88%,3.76,10.24,5.72%,9.85%,30.39,47.22,-7.90%,1.71 (4.45%),7.39,-8.91%,6.60%,-18.49%,1.47,1.92 (4.99%),0.74,1.65%,9.78%,26.65%,0.90,"May 16, 2025",1.06,13.10%,4.81%,67.83,1.56%,1.48%,170000,0.64,-2.69%,2.73%,2.65,39.16,Yes / Yes,0.48,1553.99%,54.14%,0.45,38.41,4.30%,-7.83%,-8.21%,May 02 BMO,2.06M,38.49,5.23%,10.61%,-2.02%,"

","921,523",0.21%,MGA
"Mizuho Financial Group, Inc. ADR",Financial,Banks - Regional,Japan,NYSE,-,12.11,0.46,0.01%,12.55B,0.54%,69.76B,9.10,0.61,0.00%,12.55B,7.54%,5.81B,1.05,0.13,1.29%,0.02%,-0.89%,56.53B,1.23,14.48%,0.01%,0.73,9.66%,5.57,1.00,11.26%,0.31%,2.65M,37.62%,-,-,11.51%,8.45%,3.45,6.08,13.70%,0.21 (3.72%),-,7.14%,3.07%,-8.55%,0.43,0.09 (1.56%),-,10.05%,-,61.16%,0.11,"Mar 31, 2025",2.01,22.80%,12.54%,58.92,1.50%,1.78%,52307,6.08,1.92%,10.27%,1.69,6.50,Yes / Yes,1.71,-15.38%,36.44%,0.66,5.49,3.31%,-37.23%,-19.63%,May 15 AMC,3.62M,5.56,1.72%,8.76%,12.46%,"

","2,395,772",1.28%,MFG
Manulife Financial Corp,Financial,Insurance - Life,Canada,NYSE,-,16.76,1.92,0.16%,1.72B,0.28%,55.05B,10.11,3.18,0.00%,1.71B,1.23%,3.39B,2.00,0.71,51.32%,3.47%,13.13%,38.06B,1.45,7.15%,-0.12%,26.08,0.66%,17.99,1.79,8.83%,0.54%,59.36M,22.48%,-,-,8.37%,10.17%,23.30,33.07,4.66%,1.27 (3.94%),2.72,-0.08%,7.48%,-2.81%,0.98,1.20 (3.74%),-,-7.58%,-,37.94%,0.54,"May 21, 2025",196.35,11.07%,16.25%,58.47,0.53%,1.03%,37000,0.28,2.25%,8.92%,1.81,34.95,Yes / Yes,0.28,-48.07%,56.10%,0.68,32.01,-,1.70%,-13.25%,May 07 AMC,2.28M,32.14,1.01%,4.77%,6.00%,"

","1,551,934",0.41%,MFC
Meta Platforms Inc,Communication Services,Internet Content & Information,USA,NASD,"NDX, S&P 500",27.05,25.64,13.78%,2.18B,1.28%,1743.21B,24.51,28.29,-0.46%,2.17B,5.69%,66.64B,2.69,5.80,68.17%,1.43%,17.39%,170.36B,10.23,7.16%,0.03%,1.82,13.00%,73.34,9.45,10.64%,26.49%,30.94M,37.95%,27.96,24.80,10.07%,39.83%,442.65,740.91,18.42%,1.74 (0.25%),33.32,29.99%,28.65%,-6.42%,1.27,2.02 (0.29%),2.66,18.40%,81.75%,56.64%,16.76,"Jun 16, 2025",2.66,47.56%,43.00%,68.15,1.00%,1.50%,74067,0.27,19.37%,39.11%,1.42,697.62,Yes / Yes,0.26,36.38%,8.38%,0.43,694.14,2.36%,22.83%,16.07%,Apr 30 AMC,16.97M,693.36,4.81%,15.76%,15.41%,"

","7,275,242",-0.11%,META
Metlife Inc,Financial,Insurance - Life,USA,NYSE,S&P 500,12.86,6.14,16.35%,673.29M,0.55%,53.03B,7.65,10.32,-0.06%,561.52M,-2.67%,4.30B,1.08,2.32,75.44%,1.32%,1.66%,73.50B,0.72,12.13%,-1.43%,2.13,-4.00%,40.83,1.93,12.94%,0.66%,7.42M,12.41%,-,-,11.90%,16.08%,65.21,89.05,-3.53%,2.26 (2.86%),3.11,-0.38%,9.20%,-11.30%,0.84,2.20 (2.79%),-,0.39%,-,21.13%,1.54,"May 06, 2025",4.13,110.90%,9.47%,51.96,0.32%,1.13%,45000,0.72,8.77%,5.86%,1.70,93.79,Yes / Yes,0.70,16.50%,36.26%,0.65,78.91,1.07%,-2.13%,15.64%,Apr 30 AMC,3.48M,78.99,-0.14%,3.05%,-2.35%,"

","2,264,333",0.10%,MET
Mesoblast Ltd ADR,Healthcare,Biotechnology,Australia,NASD,-,-,-0.93,-,127.62M,4.74%,1.55B,-,-0.34,-,127.00M,2.10%,-103.11M,-,-0.31,3.03%,2.06%,-8.43%,5.66M,274.18,41.08%,42.40%,11.52,10.55%,4.00,3.04,34.29%,-15.58%,2.61M,78.30%,0.30,40.81,-,-21.26%,5.78,22.00,-38.59%,-,-,12.34%,-18.17%,-44.73%,2.44,-,0.63,-18.09%,165.82%,110.38%,0.60,-,0.96,12.87%,-912.32%,57.14,5.76%,3.47%,73,0.27,-,-1822.03%,1.00,25.30,Yes / Yes,0.23,10.96%,-,0.95,11.87,7.25%,14.29%,-3.91%,Feb 26 AMC,226.76K,12.16,6.99%,8.39%,0.68%,"

","214,686",2.44%,MESO
Methanex Corp,Basic Materials,Chemicals,Canada,NASD,-,10.79,3.19,1.68%,67.40M,4.94%,2.32B,10.32,3.34,0.00%,66.26M,-1.52%,222.66M,-,0.26,82.43%,1.39%,-6.39%,3.70B,0.63,-23.80%,-3.47%,1.64,-27.71%,33.32,1.03,17.75%,3.42%,0.92M,-32.64%,16.13,2.13,-3.44%,10.56%,25.46,54.49,-31.06%,0.76 (2.21%),3.45,16.26%,4.17%,-36.81%,0.94,0.74 (2.15%),2.52,2.53%,12.17%,35.23%,1.19,"Jun 16, 2025",3.17,33.54%,12.17%,58.43,2.91%,2.00%,1415,1.44,2.77%,6.02%,1.64,46.55,Yes / Yes,1.38,111.65%,30.60%,0.90,35.05,-10.95%,1.39%,-2.10%,Apr 30 AMC,562.34K,34.43,3.45%,9.13%,-15.60%,"

","503,525",-1.77%,MEOH
MercadoLibre Inc,Consumer Cyclical,Internet Retail,USA,NASD,NDX,58.27,40.65,7.30%,50.70M,-8.25%,120.09B,33.92,69.83,0.00%,47.00M,-5.82%,2.06B,1.65,12.38,81.74%,1.48%,19.05%,22.38B,5.37,33.59%,1.01%,1.64,28.44%,98.70,24.00,38.67%,8.82%,0.70M,47.88%,188.96,12.54,35.42%,49.11%,1550.00,2635.88,39.31%,-,24.24,-,23.05%,-10.13%,1.50,-,1.18,55.35%,46.13%,52.83%,67.99,"Dec 28, 2017",1.20,81.11%,12.81%,40.20,0.77%,1.50%,84207,1.98,41.92%,9.21%,1.46,2884.43,Yes / Yes,0.79,43.60%,0.00%,0.73,2387.00,8.17%,17.71%,36.97%,May 07 AMC,425.74K,2368.82,-6.54%,2.46%,14.78%,"

","308,814",-0.76%,MELI
Medpace Holdings Inc,Healthcare,Diagnostics & Research,USA,NASD,-,23.20,13.10,18.87%,29.77M,3.55%,8.74B,23.06,13.18,-0.11%,23.32M,-1.98%,416.39M,4.44,2.99,90.94%,13.53%,-4.38%,2.16B,4.05,1.13%,0.36%,6.52,-13.69%,19.94,15.24,3.20%,22.55%,3.15M,-25.06%,15.36,19.79,5.23%,65.82%,250.05,459.77,-8.50%,-,16.15,36.50%,57.81%,-33.88%,1.47,-,0.73,19.62%,30.16%,21.58%,10.35,-,0.73,32.81%,21.16%,52.14,1.51%,2.22%,5900,0.25,9.87%,19.31%,2.64,301.00,Yes / Yes,0.21,14.63%,0.00%,0.70,302.31,6.12%,19.95%,9.30%,Apr 21 AMC,484.20K,304.00,1.33%,1.74%,-7.76%,"

","341,154",0.56%,MEDP
MDU Resources Group Inc,Industrials,Conglomerates,USA,NYSE,-,13.01,1.28,3.10%,204.33M,-0.83%,3.40B,16.06,1.04,0.48%,197.99M,-2.12%,262.22M,1.71,0.11,81.21%,2.89%,1.22%,3.31B,1.03,7.21%,1.66%,3.52,-12.78%,13.42,1.24,7.43%,3.73%,5.72M,21.15%,0.29,57.14,7.61%,9.63%,13.22,20.39,-7.60%,0.53 (3.20%),52.31,-4.05%,5.49%,-18.35%,0.78,0.46 (2.77%),0.82,-19.92%,16.27%,25.92%,0.35,"Jun 12, 2025",0.85,-45.13%,11.73%,43.00,0.73%,1.55%,2052,0.80,-25.50%,7.93%,2.00,19.33,Yes / Yes,0.74,-19.08%,37.13%,0.56,16.84,3.32%,10.22%,-44.40%,May 08 BMO,1.62M,16.65,-2.41%,-1.63%,-1.57%,"

","913,728",-1.13%,MDU
Medtronic Plc,Healthcare,Medical Devices,Ireland,NYSE,S&P 500,24.47,3.62,0.17%,1.28B,1.71%,113.49B,14.80,5.98,-1.01%,1.28B,3.97%,4.66B,4.44,1.23,85.89%,0.62%,-4.16%,33.54B,3.38,1.05%,1.14%,0.99,5.40%,37.46,2.36,7.81%,5.13%,7.88M,6.43%,6.99,12.66,5.51%,9.49%,75.96,96.25,10.78%,2.77 (3.13%),21.89,0.37%,6.33%,-8.06%,0.82,2.80 (3.16%),1.42,3.01%,67.55%,16.50%,1.47,"Jun 27, 2025",1.85,31.18%,19.44%,65.36,0.28%,1.44%,95000,0.59,3.62%,13.90%,2.24,93.54,Yes / Yes,0.53,66.19%,77.56%,0.74,88.06,1.23%,2.46%,3.94%,May 21 BMO,7.96M,88.49,4.05%,4.88%,1.40%,"

","5,854,833",0.49%,MDT
Mondelez International Inc,Consumer Defensive,Confectioners,USA,NASD,"NDX, S&P 500",25.32,2.69,0.20%,1.29B,2.64%,88.20B,20.54,3.32,0.00%,1.29B,6.21%,3.60B,9.70,0.68,84.04%,1.69%,5.30%,36.46B,2.42,-10.11%,2.07%,2.61,10.87%,19.91,3.42,9.83%,4.91%,21.84M,1.22%,1.26,54.28,2.61%,13.27%,53.95,76.06,14.05%,1.91 (2.81%),26.62,4.90%,8.53%,-10.44%,0.50,1.83 (2.69%),0.40,7.09%,32.00%,26.27%,1.09,"Jun 30, 2025",0.61,-14.60%,12.90%,60.57,0.89%,0.89%,90000,0.78,0.90%,9.88%,1.86,72.50,Yes / Yes,0.64,-70.44%,52.29%,0.74,66.95,-0.01%,13.15%,0.25%,Apr 29 AMC,8.35M,68.12,2.43%,2.38%,3.42%,"

","6,143,811",1.75%,MDLZ
Madrigal Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-18.04,9.55%,22.19M,8.43%,6.60B,-,-1.04,-3.45%,20.08M,0.63%,-391.59M,-,-3.57,107.11%,19.35%,-7.99%,317.38M,20.79,40.34%,6.26%,11.58,-6.67%,32.03,9.28,92.06%,-37.67%,3.89M,16.61%,38.20,7.78,-,-50.16%,200.63,377.46,-3.68%,-,-,-32.06%,-47.21%,-21.26%,-1.08,-,5.58,-,96.20%,48.14%,12.75,-,5.91,21.83%,-133.95%,56.49,1.68%,2.28%,528,0.17,-,-123.38%,1.31,420.67,Yes / Yes,0.17,55.06%,-,1.13,294.34,19.70%,11.43%,-,May 01 BMO,335.51K,297.21,5.87%,-0.74%,0.91%,"

","378,385",0.98%,MDGL
MongoDB Inc,Technology,Software - Infrastructure,USA,NASD,-,-,-1.15,3.97%,81.72M,-6.53%,17.21B,55.46,3.80,-3.06%,78.47M,7.53%,-86.11M,-,0.67,85.29%,3.44%,13.81%,2.10B,8.18,-13.85%,4.87%,1.06,-39.83%,37.12,5.68,20.48%,-2.59%,2.70M,-6.21%,30.03,7.01,11.10%,-4.00%,140.78,370.00,-9.51%,-,103.77,11.21%,-2.79%,-43.06%,1.41,-,5.66,36.61%,72.71%,49.64%,8.54,-,5.66,59.66%,-8.14%,63.02,0.83%,3.14%,5558,0.02,19.24%,-4.09%,1.63,272.39,Yes / Yes,0.02,57.96%,-,0.86,210.60,3.96%,49.79%,21.85%,Jun 04 AMC,2.54M,210.66,6.44%,16.81%,-13.70%,"

","2,180,850",0.03%,MDB
Pediatrix Medical Group Inc,Healthcare,Medical Care Facilities,USA,NYSE,RUT,-,-1.01,1.76%,85.81M,2.37%,1.22B,8.30,1.72,0.00%,84.40M,-1.18%,-82.37M,-,0.42,88.71%,2.06%,3.94%,1.98B,0.62,10.27%,-2.50%,1.98,-0.49%,9.20,1.55,3.12%,-3.96%,1.74M,106.22%,2.55,5.59,5.28%,-10.01%,6.62,17.67,8.61%,-,6.30,41.89%,-5.84%,-19.35%,1.27,-,1.81,2.49%,22.01%,115.26%,0.47,-,1.81,-17.77%,10.02%,53.94,0.32%,2.79%,6455,0.83,-1.13%,-4.17%,2.25,17.14,Yes / Yes,0.79,401.45%,-,0.67,14.22,1.53%,36.65%,-7.42%,May 06 BMO,877.81K,14.25,0.19%,3.95%,5.31%,"

","590,369",0.21%,MD
Mercury General Corp,Financial,Insurance - Property & Casualty,USA,NYSE,RUT,12.62,5.17,52.06%,55.39M,1.10%,3.61B,9.77,6.67,0.06%,26.55M,5.18%,286.16M,-,1.65,51.12%,5.93%,17.54%,5.60B,0.65,-59.34%,17.80%,4.16,-11.78%,32.87,1.98,128.24%,3.63%,1.57M,21.23%,-,-,-0.19%,16.71%,44.19,80.72,-1.91%,1.27 (1.95%),4.97,7.88%,11.86%,-19.21%,0.98,1.27 (1.95%),-,6.63%,-,47.56%,1.66,"Jun 12, 2025",0.77,33.06%,6.68%,63.60,0.48%,1.80%,4200,0.33,16.64%,5.11%,2.00,80.00,Yes / Yes,0.33,-247.42%,15.03%,0.92,65.00,-3.63%,29.52%,9.40%,May 06 AMC,378.62K,65.21,3.19%,11.75%,6.40%,"

","347,617",0.32%,MCY
Mister Car Wash Inc,Consumer Cyclical,Auto & Truck Dealerships,USA,NASD,RUT,26.48,0.24,70.08%,324.81M,0.78%,2.10B,13.36,0.48,-0.19%,97.20M,-17.89%,80.60M,1.88,0.12,33.80%,15.70%,-16.94%,1.02B,2.07,17.51%,5.67%,9.61,-16.41%,3.18,2.03,11.38%,2.68%,15.26M,-3.58%,0.12,53.49,14.12%,8.21%,5.84,8.60,-11.25%,-,-,133.07%,2.89%,-24.77%,1.56,-,0.29,9.58%,63.04%,10.79%,0.23,-,0.34,3.39%,20.08%,33.41,1.29%,2.10%,6640,1.74,8.18%,7.92%,1.83,9.38,Yes / Yes,1.69,61.51%,0.00%,0.50,6.53,1.44%,8.80%,9.40%,Apr 30 AMC,1.59M,6.47,-7.32%,-9.93%,-11.40%,"

","791,254",-0.92%,MCW
"Monarch Casino & Resort, Inc",Consumer Cyclical,Resorts & Casinos,USA,NASD,RUT,16.67,5.07,31.10%,18.47M,1.37%,1.56B,16.28,5.20,-0.05%,12.72M,2.81%,95.64M,14.76,1.19,65.64%,1.96%,1.09%,525.92M,2.97,1.83%,1.70%,2.57,-0.72%,29.01,2.92,2.91%,13.77%,0.25M,26.11%,4.07,20.81,1.13%,18.31%,65.65,96.11,7.24%,1.20 (1.42%),14.36,17.64%,17.44%,-11.97%,1.57,1.20 (1.42%),0.64,15.95%,43.94%,28.88%,1.74,"May 30, 2025",0.69,19.95%,23.31%,59.82,0.69%,1.05%,2900,0.03,3.84%,18.19%,3.00,88.00,Yes / Yes,0.02,13.49%,31.28%,0.85,84.96,2.14%,6.09%,3.07%,Apr 22 AMC,96.94K,84.61,1.31%,6.19%,4.26%,"

","82,672",-0.41%,MCRI
Moody's Corp,Financial,Financial Data & Stock Exchanges,USA,NYSE,S&P 500,41.56,11.58,0.11%,179.94M,-1.34%,86.53B,31.25,15.39,-7.46%,179.70M,-0.76%,2.11B,3.62,3.28,93.63%,1.44%,9.87%,7.23B,11.98,9.16%,1.28%,3.15,-1.94%,20.56,23.39,13.08%,13.99%,2.58M,19.70%,12.23,39.32,11.49%,57.90%,378.71,531.93,1.61%,3.53 (0.73%),34.67,8.70%,19.62%,-9.57%,1.38,3.58 (0.74%),1.52,7.98%,66.61%,27.01%,8.72,"May 16, 2025",1.52,26.38%,42.25%,53.90,0.26%,1.08%,15838,1.93,15.95%,29.14%,2.21,506.29,Yes / Yes,1.90,9.94%,30.18%,0.60,483.54,2.58%,8.14%,7.73%,Apr 22 BMO,818.88K,481.01,-0.30%,4.70%,1.34%,"

","490,202",-0.52%,MCO
Mckesson Corporation,Healthcare,Medical Distribution,USA,NYSE,S&P 500,28.31,25.82,0.17%,125.00M,2.70%,91.43B,17.42,41.94,-24.25%,124.91M,6.25%,3.29B,2.26,8.24,89.71%,1.79%,13.53%,359.05B,0.25,12.95%,0.91%,2.16,23.47%,-16.59,-,12.35%,4.62%,2.23M,23.60%,47.61,15.35,12.53%,-,464.42,731.00,28.23%,2.51 (0.34%),16.48,39.07%,85.21%,-0.03%,0.49,2.84 (0.39%),0.53,9.22%,3.41%,57.36%,13.78,"Jun 02, 2025",0.90,15.29%,1.15%,61.89,1.37%,1.27%,45000,-,16.22%,0.92%,1.68,780.21,Yes / Yes,-,66.50%,10.69%,0.65,717.76,-3.69%,2.98%,18.95%,May 08 AMC,1.03M,730.80,2.07%,4.05%,20.09%,"

","673,095",1.82%,MCK
"Microchip Technology, Inc",Technology,Semiconductors,USA,NASD,"NDX, S&P 500",-,-0.01,2.13%,538.70M,5.53%,36.64B,26.70,2.54,-0.05%,527.90M,9.04%,-2.70M,-,0.22,97.31%,5.74%,30.91%,4.40B,8.32,5.62%,1.40%,2.53,9.79%,13.14,5.17,83.89%,-0.00%,30.31M,-27.96%,1.43,47.48,34.94%,-0.01%,34.12,96.98,18.45%,1.84 (2.71%),47.46,-,-0.02%,-29.95%,1.47,1.82 (2.68%),1.47,-3.55%,44.50%,99.06%,2.61,"May 22, 2025",2.59,-100.12%,8.53%,70.27,2.86%,2.55%,19400,0.82,-42.35%,-0.06%,1.69,66.85,Yes / Yes,0.81,-202.57%,48.34%,0.64,69.60,0.82%,5.06%,-26.80%,May 08 AMC,11.96M,67.93,9.35%,30.72%,10.12%,"

","7,699,551",-2.40%,MCHP
McDonald's Corp,Consumer Cyclical,Restaurants,USA,NYSE,"DJIA, S&P 500",26.74,11.34,0.04%,715.00M,-1.88%,216.77B,22.82,13.28,-16.44%,714.77M,-1.79%,8.16B,3.77,3.15,75.30%,1.28%,1.90%,25.71B,8.43,5.00%,2.24%,2.58,0.59%,-4.83,-,7.94%,14.86%,9.16M,19.44%,1.73,175.10,7.09%,-,243.53,326.32,4.58%,7.16 (2.36%),32.33,7.66%,16.81%,-7.10%,0.55,6.98 (2.30%),1.17,3.94%,56.27%,24.49%,4.90,"Jun 02, 2025",1.18,-3.83%,45.90%,37.52,0.95%,0.87%,150000,-,-0.22%,31.75%,2.19,331.33,Yes / Yes,-,-2.12%,59.52%,0.73,301.72,-2.38%,0.30%,-3.45%,May 01 BMO,3.54M,303.16,-2.77%,-2.81%,0.58%,"

","2,580,747",0.48%,MCD
Moelis & Co,Financial,Capital Markets,USA,NYSE,RUT,26.98,2.18,1.06%,74.18M,2.79%,4.76B,20.85,2.83,-6.87%,73.40M,-3.65%,169.72M,1.21,0.30,100.66%,4.99%,0.61%,1.28B,3.70,12.71%,5.95%,3.50,-22.08%,6.53,9.02,37.76%,15.30%,3.66M,11.57%,2.30,25.65,22.37%,39.98%,47.00,82.89,-20.26%,2.64 (4.48%),11.40,-1.28%,24.77%,-28.93%,1.63,2.50 (4.24%),0.64,9.86%,-,25.34%,1.65,"May 05, 2025",0.64,1414.95%,15.84%,56.07,1.28%,1.93%,1308,0.45,45.14%,13.22%,3.25,54.00,Yes / Yes,0.41,190.07%,135.18%,0.84,58.00,6.53%,15.34%,40.97%,Apr 23 AMC,1.05M,58.91,1.15%,6.42%,-11.86%,"

","879,400",1.57%,MC
