Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Camping World Holdings Inc,Consumer Cyclical,Auto & Truck Dealerships,USA,NYSE,RUT,-,-0.46,5.90%,62.57M,6.32%,1.94B,14.23,1.34,0.10%,58.88M,18.59%,-28.61M,-,0.60,100.33%,12.16%,11.17%,6.15B,0.32,280.16%,1.23%,2.63,-21.28%,4.96,3.83,85.36%,-0.56%,7.16M,-2.41%,0.21,92.72,-,-13.97%,11.17,25.97,-9.82%,0.55 (2.90%),-,13.10%,-1.06%,-26.80%,1.90,0.50 (2.63%),0.19,4.51%,28.75%,70.19%,0.90,"Jun 13, 2025",1.26,-412.53%,2.95%,64.21,5.01%,3.38%,13060,12.26,0.75%,-0.47%,1.42,20.83,Yes / Yes,7.69,59.08%,-,1.21,17.89,-0.94%,25.89%,3.63%,Apr 29 AMC,2.73M,19.01,9.38%,25.37%,-5.47%,"

","3,297,066",6.26%,CWH
Clearway Energy Inc,Utilities,Utilities - Renewable,USA,NYSE,-,40.25,0.80,30.57%,83.22M,5.71%,6.45B,28.31,1.14,0.00%,81.84M,7.58%,94.00M,1.91,0.71,63.43%,4.32%,8.59%,1.48B,4.37,6.52%,-11.85%,3.74,15.82%,16.49,1.95,42.45%,0.64%,3.53M,19.29%,3.55,9.07,21.03%,4.70%,24.02,31.76,23.92%,1.76 (5.48%),11.96,-,0.96%,1.45%,0.86,1.71 (5.31%),1.42,7.41%,20.12%,34.14%,0.71,"Jun 02, 2025",1.52,21.62%,17.55%,67.22,1.13%,1.71%,60,4.23,-1.34%,6.37%,1.08,35.82,Yes / Yes,4.03,298.25%,221.86%,0.92,31.61,-2.62%,112.03%,-6.65%,Apr 30 AMC,944.86K,32.22,5.10%,9.35%,14.39%,"

","865,350",1.93%,CWEN
Clearwater Analytics Holdings Inc,Technology,Software - Application,USA,NYSE,RUT,13.32,1.67,10.96%,270.74M,-8.38%,6.28B,33.86,0.66,-32.91%,241.06M,-7.62%,429.19M,0.56,0.10,83.11%,4.42%,-16.59%,475.95M,13.20,13.60%,5.74%,3.29,-25.07%,4.60,4.82,25.36%,46.83%,10.66M,12.30%,1.00,22.21,23.83%,58.14%,17.63,35.71,-19.40%,-,77.25,119.42%,36.56%,-37.89%,0.76,-,5.03,21.88%,72.82%,25.82%,0.75,-,5.03,2210.93%,7.20%,41.23,3.12%,2.57%,1915,0.06,23.21%,90.18%,1.18,33.30,Yes / Yes,0.05,256.76%,0.00%,1.06,22.11,1.42%,5.01%,23.51%,Apr 30 AMC,3.24M,22.18,-3.38%,-3.67%,-16.23%,"

","3,432,093",0.32%,CWAN
Curtiss-Wright Corp,Industrials,Aerospace & Defense,USA,NYSE,-,41.81,11.24,0.47%,37.73M,2.16%,17.71B,34.50,13.62,-14.68%,37.51M,15.45%,429.82M,3.71,3.11,86.58%,1.13%,42.90%,3.21B,5.51,16.69%,-0.05%,1.45,26.43%,67.83,6.93,7.12%,8.99%,0.42M,73.43%,6.01,78.22,11.27%,17.40%,258.85,478.99,32.44%,0.82 (0.17%),36.41,8.10%,11.68%,-1.88%,1.14,0.87 (0.19%),1.28,4.64%,37.10%,81.57%,11.35,"Jun 16, 2025",1.89,15.66%,17.85%,79.35,1.77%,1.49%,8800,0.44,9.77%,13.37%,1.82,444.88,Yes / Yes,0.44,34.51%,7.86%,1.58,473.32,5.02%,18.72%,12.97%,May 07 AMC,292.56K,469.99,5.40%,22.18%,32.98%,"

","463,296",-0.70%,CW
Chevron Corp,Energy,Oil & Gas Integrated,USA,NYSE,"DJIA, S&P 500",16.74,8.72,0.05%,1.75B,3.74%,255.03B,14.95,9.77,-1.06%,1.75B,2.65%,15.66B,2.26,1.75,77.38%,3.65%,-8.00%,192.98B,1.32,-21.98%,0.03%,6.55,-6.52%,85.46,1.71,24.55%,6.05%,63.69M,-5.31%,2.84,51.33,7.40%,10.11%,132.04,168.96,0.82%,6.84 (4.69%),18.21,44.50%,8.96%,-13.57%,0.80,6.68 (4.57%),0.82,6.66%,14.11%,10.60%,2.93,"May 19, 2025",1.08,-19.71%,8.90%,63.99,0.44%,1.26%,45298,0.20,-1.05%,8.11%,1.93,164.23,Yes / Yes,0.17,-32.82%,67.08%,1.04,145.91,-1.33%,1.07%,-1.05%,May 02 BMO,9.72M,146.03,4.71%,5.25%,-2.37%,"

","10,076,746",0.08%,CVX
CVS Health Corp,Healthcare,Healthcare Plans,USA,NYSE,S&P 500,16.17,4.19,0.15%,1.27B,6.03%,85.65B,9.60,7.05,-66.26%,1.26B,11.97%,5.28B,1.18,1.45,86.67%,1.22%,1.59%,378.85B,0.23,13.02%,3.72%,1.55,30.82%,60.96,1.11,15.10%,2.09%,15.45M,12.87%,10.05,6.73,13.70%,7.00%,43.56,72.51,50.84%,2.32 (3.43%),14.42,-6.37%,3.51%,-6.62%,0.56,2.66 (3.93%),0.63,7.75%,14.02%,55.44%,1.60,"Apr 22, 2025",0.82,-26.54%,3.05%,65.38,0.82%,1.37%,300000,1.06,4.84%,1.39%,1.69,79.23,Yes / Yes,0.96,60.22%,72.76%,0.76,67.46,0.97%,32.15%,6.96%,May 01 BMO,9.99M,67.71,6.37%,4.01%,13.07%,"

","7,574,973",0.37%,CVS
Carvana Co,Consumer Cyclical,Auto & Truck Dealerships,USA,NYSE,-,101.55,2.86,9.06%,134.40M,-14.67%,62.11B,49.37,5.87,-8.61%,122.79M,-2.47%,398.00M,1.81,1.13,85.57%,7.77%,55.52%,14.84B,4.18,150.04%,-0.64%,2.06,15.58%,11.19,25.92,22.05%,5.02%,9.55M,161.14%,11.11,26.11,56.09%,44.39%,100.05,351.43,42.63%,-,65.45,-,5.55%,-17.47%,3.65,-,2.70,28.26%,20.55%,189.91%,14.81,-,3.81,-46.86%,8.50%,41.81,3.61%,2.88%,17400,4.11,32.23%,2.68%,2.00,312.33,Yes / Yes,3.77,556.08%,0.00%,1.10,297.03,5.83%,122.06%,38.26%,May 07 AMC,4.64M,290.05,-9.54%,7.15%,27.90%,"

","5,106,536",-2.35%,CVNA
Commvault Systems Inc,Technology,Software - Application,USA,NASD,RUT,111.16,1.69,1.87%,44.10M,-1.81%,8.28B,39.63,4.73,-5.09%,43.30M,3.02%,76.11M,-,0.97,101.68%,4.52%,16.80%,995.62M,8.31,12.66%,4.31%,4.16,8.34%,7.37,25.44,15.08%,7.38%,1.96M,61.12%,6.85,27.39,-,25.23%,114.15,192.01,24.27%,-,40.64,-,22.96%,-2.33%,0.76,-,1.14,8.22%,81.11%,64.29%,5.80,-,1.14,-55.09%,8.98%,59.50,1.27%,1.66%,3300,0.03,18.63%,7.64%,1.92,189.43,Yes / Yes,0.02,-75.56%,0.00%,0.98,184.62,4.86%,10.98%,23.17%,Apr 29 BMO,469.81K,187.54,2.74%,10.03%,15.00%,"

","461,239",1.58%,CVLT
CVR Energy Inc,Energy,Oil & Gas Refining & Marketing,USA,NYSE,RUT,-,-1.97,70.05%,100.53M,16.16%,2.78B,20.81,1.33,5.59%,30.11M,13.59%,-198.00M,-,0.06,30.31%,13.69%,33.80%,7.39B,0.38,74.55%,0.50%,4.09,39.19%,5.77,4.80,1124.73%,-4.75%,4.12M,2.98%,6.91,4.00,-,-27.14%,15.10,29.84,47.65%,-,-,-55.02%,-7.89%,-7.28%,1.14,0.50 (1.81%),0.85,3.64%,-0.49%,83.25%,1.02,"Aug 12, 2024",1.31,-130.18%,-2.38%,76.81,2.41%,2.93%,1595,3.38,-16.21%,-2.68%,3.86,20.17,Yes / Yes,3.33,-250.01%,-,1.15,26.95,25.82%,34.66%,-11.65%,Apr 28 AMC,1.01M,27.67,14.71%,30.06%,34.27%,"

","1,163,634",2.67%,CVI
Cenovus Energy Inc,Energy,Oil & Gas Integrated,Canada,NYSE,-,13.70,1.07,30.31%,1.82B,6.70%,26.57B,13.87,1.06,0.00%,1.26B,7.40%,2.01B,0.73,0.16,53.04%,1.45%,7.64%,38.99B,0.68,-13.66%,4.07%,1.56,-4.37%,11.37,1.29,3.93%,5.10%,18.30M,-23.58%,1.06,13.82,18.80%,9.50%,10.23,20.76,-3.30%,0.57 (3.86%),10.80,-1.85%,7.25%,-29.43%,0.94,0.53 (3.62%),0.84,21.10%,9.55%,43.21%,0.46,"Jun 13, 2025",1.46,-39.90%,8.18%,66.00,1.75%,1.96%,7150,0.36,-1.41%,5.16%,1.38,18.63,Yes / Yes,0.33,-29.46%,40.51%,1.22,14.83,15.71%,20.66%,-6.70%,May 08 BMO,11.76M,14.65,7.17%,14.82%,-1.18%,"

","14,367,485",-1.21%,CVE
Cavco Industries Inc,Consumer Cyclical,Residential Construction,USA,NASD,RUT,19.57,20.76,6.15%,8.01M,-4.45%,3.26B,15.00,27.08,-1.87%,7.53M,-21.92%,171.04M,-,5.55,96.82%,2.68%,-19.80%,2.02B,1.62,10.92%,0.07%,2.05,-18.25%,132.94,3.06,12.89%,12.39%,0.20M,13.18%,49.19,8.26,-,16.30%,331.08,549.99,-8.95%,-,20.75,20.65%,15.50%,-26.13%,1.17,-,2.17,13.68%,23.10%,22.72%,16.06,-,3.00,13.32%,9.44%,29.46,3.05%,2.21%,7000,0.04,12.35%,8.49%,2.00,551.67,Yes / Yes,0.04,11.13%,0.00%,4.12,396.53,0.84%,10.96%,21.26%,May 22 AMC,98.58K,406.30,-8.87%,-14.56%,-13.97%,"

","405,977",2.46%,CVCO
CVB Financial Corp,Financial,Banks - Regional,USA,NASD,RUT,12.62,1.45,6.13%,139.09M,-4.28%,2.53B,11.88,1.54,0.00%,129.36M,-8.16%,201.77M,-,0.35,75.92%,2.75%,-2.34%,672.01M,3.76,0.12%,-1.43%,4.65,-21.56%,16.02,1.14,7.05%,1.27%,3.56M,10.95%,-,-,-,9.35%,15.91,24.58,-14.34%,0.80 (4.36%),12.12,-0.60%,7.31%,-25.37%,0.68,0.80 (4.36%),-,6.28%,-,15.27%,0.43,"Apr 02, 2025",0.07,-4.00%,40.77%,40.93,0.73%,1.43%,1089,0.37,-1.39%,30.02%,2.33,22.20,Yes / Yes,0.24,4.65%,55.63%,0.82,18.54,1.35%,8.53%,-7.32%,Apr 23 AMC,765.63K,18.34,-3.04%,-1.28%,-6.93%,"

","627,103",-1.08%,CVBF
CureVac N.V,Healthcare,Biotechnology,Germany,NASD,-,6.12,0.90,58.26%,225.16M,23.21%,1.24B,-,-0.52,0.00%,93.99M,61.17%,203.50M,-,-0.21,3.57%,4.47%,79.80%,574.49M,2.16,-164.72%,0.12%,3.91,69.07%,3.10,1.78,3.93%,26.30%,4.20M,33.01%,2.10,2.62,-,34.46%,2.37,5.72,61.88%,-,7.79,-,27.75%,-3.50%,2.49,-,7.65,97.04%,83.98%,132.91%,0.33,-,7.65,168.70%,43.92%,70.14,17.10%,8.46%,983,0.06,799.36%,35.42%,2.43,6.55,Yes / Yes,0.05,28.68%,0.00%,1.40,5.57,-79.40%,-25.80%,-93.00%,May 20 BMO,1.07M,5.52,22.21%,46.33%,66.89%,"

","1,500,387",-0.90%,CVAC
Cousins Properties Inc,Real Estate,REIT - Office,USA,NYSE,-,90.68,0.33,0.91%,167.91M,2.33%,5.10B,79.02,0.38,0.00%,166.39M,6.49%,53.57M,3.92,0.09,100.64%,4.03%,3.44%,897.85M,5.68,19.74%,-0.21%,4.54,0.56%,28.67,1.06,6.96%,0.66%,6.71M,33.22%,0.03,956.43,23.11%,1.15%,22.16,32.55,-0.91%,1.30 (4.30%),28.02,-0.46%,0.67%,-6.73%,1.32,1.28 (4.22%),0.89,5.44%,25.56%,37.00%,0.68,"Apr 03, 2025",0.89,-31.07%,21.12%,67.21,0.90%,1.55%,306,0.66,10.93%,5.97%,1.55,33.00,Yes / Yes,0.66,42.20%,428.81%,1.02,30.07,4.47%,-6.32%,19.64%,May 01 AMC,1.48M,30.36,5.99%,9.06%,2.86%,"

","1,514,411",0.96%,CUZ
Curbline Properties Corp,Real Estate,REIT - Retail,USA,NYSE,-,187.31,0.12,9.20%,105.21M,-1.31%,2.38B,112.38,0.20,0.00%,95.53M,-3.87%,12.70M,2.91,0.09,96.80%,3.58%,-4.44%,132.07M,18.00,274.82%,1.56%,5.52,-4.38%,18.38,1.23,-40.41%,-,3.42M,-,5.65,4.00,64.41%,-,18.60,25.69,-2.71%,0.67 (2.96%),48.28,-,0.61%,-12.07%,-,0.16 (0.71%),37.24,-,40.17%,21.46%,0.49,"Jun 18, 2025",37.24,-59.05%,20.96%,44.92,0.95%,1.30%,37,0.07,-,9.62%,2.33,25.86,Yes / Yes,0.07,30.22%,0.00%,1.09,22.45,11.18%,-10.07%,37.98%,Apr 24 BMO,618.49K,22.59,-0.70%,-1.50%,-3.61%,"

","676,240",0.62%,CURB
Carnival plc ADR,Consumer Cyclical,Travel Services,United Kingdom,NYSE,-,14.36,1.50,0.01%,145.60M,-1.60%,3.14B,9.97,2.16,-87.82%,145.58M,3.80%,2.05B,0.70,0.24,31.26%,2.65%,14.80%,25.43B,0.12,32.19%,1.13%,2.06,-10.58%,7.00,3.08,15.16%,4.18%,3.86M,42.69%,5.72,3.77,20.64%,25.87%,12.65,26.14,-4.22%,-,1.58,-19.76%,5.72%,-17.52%,2.68,-,0.18,3.74%,28.03%,70.43%,0.68,"Feb 20, 2020",0.23,2796.99%,15.11%,58.19,4.79%,2.67%,-,3.09,12.66%,8.07%,1.54,27.46,Yes / Yes,2.91,64.80%,-,1.90,20.28,1.10%,356.14%,7.47%,Mar 21 BMO,1.87M,21.56,2.07%,14.32%,7.56%,"

","3,558,047",6.31%,CUK
Customers Bancorp Inc,Financial,Banks - Regional,USA,NYSE,RUT,12.72,3.98,8.30%,31.48M,-4.11%,1.60B,6.98,7.25,-4.24%,28.97M,-7.16%,130.03M,-,1.54,91.10%,5.07%,-0.76%,1.37B,1.16,0.52%,-6.33%,5.59,-6.31%,54.85,0.92,41.71%,0.66%,1.47M,12.10%,-,-,-,8.14%,40.75,68.49,3.94%,-,6.24,19.93%,4.05%,-26.12%,1.56,-,-,20.54%,-,24.17%,1.48,-,0.31,-44.11%,12.43%,45.66,1.53%,1.90%,787,0.78,-5.67%,9.46%,2.00,66.25,Yes / Yes,0.72,-79.03%,0.00%,0.71,50.35,2.53%,-77.74%,-3.23%,Apr 24 AMC,262.85K,50.60,-2.22%,1.38%,0.01%,"

","187,793",0.50%,CUBI
CubeSmart,Real Estate,REIT - Industrial,USA,NYSE,-,25.45,1.69,1.00%,227.92M,-0.42%,9.87B,27.41,1.57,-0.81%,225.67M,1.01%,385.85M,-,0.37,97.04%,1.96%,2.38%,1.08B,9.16,-10.49%,-0.55%,2.42,-7.59%,12.48,3.45,2.13%,5.96%,4.43M,-1.15%,0.07,626.92,-0.83%,13.72%,34.24,55.14,0.58%,2.10 (4.86%),16.77,14.30%,6.45%,-21.84%,0.99,2.06 (4.78%),0.04,10.61%,50.11%,25.88%,0.83,"Jul 01, 2025",0.04,-5.99%,44.53%,55.66,0.57%,1.29%,3104,1.21,2.15%,35.80%,2.39,46.18,Yes / Yes,1.10,-6.71%,119.04%,0.89,43.00,3.60%,1.83%,4.45%,May 01 AMC,1.83M,43.10,0.86%,4.50%,-4.04%,"

","1,634,392",0.23%,CUBE
Corteva Inc,Basic Materials,Agricultural Inputs,USA,NYSE,S&P 500,45.24,1.64,0.19%,683.03M,3.03%,50.61B,21.11,3.51,-9.03%,680.88M,8.64%,1.14B,2.81,1.86,86.39%,1.06%,20.48%,16.83B,3.01,16.33%,-1.36%,1.99,24.11%,35.56,2.09,17.55%,2.66%,7.22M,42.84%,3.37,22.04,16.07%,4.66%,50.30,72.91,30.25%,0.71 (0.95%),24.08,-,4.37%,1.76%,0.75,0.68 (0.92%),1.00,4.08%,40.88%,47.50%,1.18,"Jun 02, 2025",1.44,108.45%,13.46%,80.61,1.07%,0.83%,22000,0.17,-0.01%,6.77%,1.69,74.33,Yes / Yes,0.07,59.28%,50.64%,0.87,72.43,-2.70%,29.25%,-1.67%,May 07 AMC,3.63M,74.19,4.72%,13.27%,20.99%,"

","3,168,046",2.43%,CTVA
Cognizant Technology Solutions Corp,Technology,Information Technology Services,USA,NASD,"NDX, S&P 500",16.87,4.75,0.53%,493.00M,-0.40%,39.51B,14.77,5.43,-0.56%,490.35M,-1.49%,2.36B,2.25,1.25,97.58%,3.81%,0.16%,20.09B,1.97,6.77%,0.89%,4.94,-1.35%,30.22,2.65,7.02%,12.28%,18.68M,20.89%,4.04,19.83,7.50%,16.61%,63.79,90.82,4.23%,1.25 (1.57%),18.51,6.50%,14.83%,-11.75%,0.98,1.22 (1.52%),2.22,3.29%,31.51%,25.65%,1.36,"May 19, 2025",2.22,14.05%,15.33%,53.49,1.40%,0.94%,336800,0.08,4.09%,11.73%,2.57,87.67,Yes / Yes,0.07,22.16%,26.63%,1.43,78.95,1.01%,2.53%,7.46%,Apr 30 AMC,3.78M,80.15,-0.18%,4.74%,2.06%,"

","5,396,471",1.52%,CTSH
CTS Corp,Technology,Electronic Components,USA,NYSE,RUT,21.15,1.98,2.74%,29.96M,-2.54%,1.25B,17.37,2.41,0.00%,29.02M,-2.08%,60.36M,-,0.55,97.11%,1.60%,-2.49%,515.62M,2.42,1.38%,-0.93%,2.52,-26.15%,17.97,2.33,9.55%,8.06%,0.46M,-19.89%,3.03,13.83,-,11.39%,34.02,59.68,-20.63%,-,16.13,11.62%,9.34%,-29.88%,0.80,0.16 (0.38%),2.05,1.91%,37.00%,23.02%,1.05,"Jun 27, 2025",2.63,16.64%,15.15%,52.39,2.06%,1.90%,3549,0.21,-2.76%,11.71%,3.00,43.00,Yes / Yes,0.20,22.85%,8.46%,0.80,41.17,-2.29%,-10.20%,0.07%,Apr 30 BMO,184.21K,41.85,0.79%,4.55%,-10.65%,"

","147,333",1.65%,CTS
Centuri Holdings Inc,Utilities,Utilities - Regulated Gas,USA,NYSE,RUT,2120.95,0.01,72.39%,88.52M,-1.63%,1.97B,24.75,0.90,-17.07%,24.48M,11.52%,0.40M,40.20,0.24,22.82%,9.73%,36.12%,2.66B,0.74,102.33%,4.00%,4.93,3.73%,6.06,3.67,38.99%,0.02%,2.38M,-14.51%,0.17,129.37,52.76%,0.11%,14.45,26.84,15.33%,-,19.00,-,0.03%,-17.04%,1.06,-,1.57,7.86%,7.48%,54.06%,0.93,-,1.57,-,3.80%,60.07,2.17%,3.15%,8687,1.84,-,0.01%,2.71,21.42,Yes / Yes,1.73,28.44%,-,0.39,21.98,2.33%,17.24%,4.18%,May 12 BMO,483.01K,22.27,6.15%,15.15%,17.36%,"

","188,054",1.32%,CTRI
CareTrust REIT Inc,Real Estate,REIT - Healthcare Facilities,USA,NYSE,RUT,30.62,0.92,0.68%,191.69M,-2.09%,5.39B,18.79,1.50,0.00%,190.38M,-1.89%,161.60M,1.34,0.34,94.79%,2.16%,-2.46%,329.86M,16.33,74.63%,-0.70%,2.65,-1.54%,15.60,1.80,7.07%,5.19%,4.11M,11.90%,3.30,8.52,22.84%,7.02%,24.22,33.15,3.88%,1.33 (4.74%),20.97,10.17%,4.31%,-15.23%,0.86,1.05 (3.75%),11.86,12.64%,77.41%,16.03%,0.62,"Mar 31, 2025",11.86,80.97%,63.09%,41.52,1.40%,1.26%,21,0.28,43.27%,48.99%,1.70,32.40,Yes / Yes,0.28,62.76%,144.42%,0.74,28.81,3.54%,-1.35%,53.20%,May 01 AMC,1.55M,28.10,-2.61%,-1.70%,-2.02%,"

","1,150,477",-2.46%,CTRE
Coterra Energy Inc,Energy,Oil & Gas E&P,USA,NYSE,S&P 500,15.46,1.71,1.60%,764.00M,2.08%,20.22B,8.43,3.14,-4.51%,751.04M,7.29%,1.28B,0.56,0.54,90.93%,3.57%,-5.93%,6.04B,3.35,65.57%,1.71%,3.54,4.50%,18.62,1.42,12.96%,5.72%,26.84M,-4.88%,0.29,91.49,27.52%,9.40%,22.30,29.95,3.72%,0.90 (3.39%),16.03,-1.62%,6.89%,-11.55%,0.34,0.86 (3.25%),0.86,22.43%,34.43%,18.79%,0.74,"May 15, 2025",0.90,-0.13%,29.15%,61.52,1.39%,1.56%,915,0.32,10.33%,21.24%,1.52,33.52,Yes / Yes,0.31,45.45%,55.87%,0.92,26.70,-4.28%,-1.12%,40.68%,May 05 AMC,7.58M,26.49,5.12%,5.99%,3.12%,"

","6,980,117",-0.79%,CTRA
Custom Truck One Source Inc,Industrials,Rental & Leasing Services,USA,NYSE,RUT,-,-0.14,71.53%,225.78M,1.72%,1.07B,57.79,0.08,11.18%,64.48M,2.61%,-32.11M,-,-0.05,25.25%,8.37%,-0.21%,1.81B,0.59,62.23%,-13.10%,8.06,-10.10%,3.60,1.31,280.22%,-0.92%,5.40M,0.43%,0.02,198.69,-,-3.76%,3.03,6.11,-1.87%,-,-,31.78%,-1.29%,-22.75%,1.16,-,0.24,46.84%,19.01%,55.78%,0.18,-,1.29,-248.58%,6.27%,59.15,1.41%,2.38%,2619,3.05,-0.61%,-1.77%,2.20,5.75,Yes / Yes,2.07,-30.70%,-,0.41,4.64,-2.94%,-37.46%,2.66%,Apr 30 AMC,669.57K,4.72,4.31%,12.03%,6.31%,"

","275,024",1.72%,CTOS
Cintas Corporation,Industrials,Specialty Business Services,USA,NASD,"NDX, S&P 500",51.62,4.31,15.02%,403.67M,-0.95%,89.83B,45.91,4.85,-0.02%,343.13M,1.82%,1.77B,4.29,1.07,65.11%,1.31%,13.99%,10.14B,8.86,15.86%,1.40%,2.49,5.45%,11.38,19.56,10.42%,19.06%,4.50M,28.51%,0.60,369.02,12.04%,40.15%,171.26,229.24,21.77%,1.36 (0.61%),49.17,13.70%,26.12%,-2.95%,1.07,1.17 (0.53%),0.89,6.84%,48.26%,29.90%,3.34,"May 15, 2025",1.11,25.15%,22.77%,53.34,0.66%,0.71%,46500,0.59,7.79%,17.47%,2.71,217.14,Yes / Yes,0.48,17.32%,35.65%,0.39,221.98,0.46%,5.68%,8.44%,Mar 26 BMO,1.81M,222.47,-0.81%,3.61%,7.38%,"

","699,286",0.22%,CTAS
CSX Corp,Industrials,Railroads,USA,NASD,"NDX, S&P 500",19.40,1.68,0.19%,1.88B,1.81%,61.17B,16.96,1.92,-0.04%,1.87B,4.03%,3.24B,4.16,0.42,76.97%,1.39%,7.35%,14.28B,4.28,-9.65%,-2.74%,1.64,-3.12%,6.48,5.03,16.12%,7.53%,26.12M,-0.61%,0.61,53.33,4.66%,26.13%,26.22,37.10,0.90%,0.50 (1.54%),22.70,5.12%,10.38%,-12.24%,1.24,0.50 (1.54%),0.75,4.02%,35.29%,24.19%,0.59,"May 30, 2025",0.88,-7.80%,35.29%,65.23,1.06%,1.16%,23500,1.61,-2.39%,22.66%,1.89,32.61,Yes / Yes,1.56,-25.00%,26.88%,0.74,32.12,-0.85%,-6.85%,-7.01%,Apr 16 AMC,15.92M,32.56,2.85%,9.51%,0.85%,"

","11,702,276",1.37%,CSX
Capital Southwest Corp,Financial,Asset Management,USA,NASD,-,14.54,1.42,4.36%,52.91M,-3.23%,1.13B,8.85,2.33,0.04%,52.26M,-0.96%,69.86M,-,0.60,31.38%,3.86%,-5.32%,157.73M,7.18,-3.98%,-,3.55,-8.97%,16.70,1.24,-1.16%,4.06%,2.02M,-20.08%,0.82,25.24,-1.90%,8.52%,17.46,27.03,-5.05%,2.47 (11.95%),10.62,-,3.91%,-23.57%,1.00,2.38 (11.50%),1.34,8.63%,96.28%,18.33%,0.46,"Jul 15, 2025",1.34,-29.53%,85.45%,46.73,2.37%,1.44%,30,1.09,13.86%,44.29%,2.17,22.33,Yes / Yes,1.02,11.40%,157.40%,0.91,20.65,-0.70%,-12.10%,4.89%,May 14 AMC,568.69K,20.66,-1.31%,1.57%,-8.37%,"

","518,945",0.05%,CSWC
CSW Industrials Inc,Industrials,Specialty Industrial Machinery,USA,NYSE,RUT,34.38,8.41,1.33%,16.78M,-4.55%,4.86B,26.72,10.83,-10.35%,16.58M,-11.60%,136.65M,2.59,2.79,92.89%,3.16%,-1.24%,878.30M,5.53,12.22%,0.64%,4.57,-27.76%,63.89,4.53,14.71%,11.28%,0.52M,7.50%,13.44,21.52,13.25%,16.19%,249.84,436.50,-18.02%,1.05 (0.36%),31.96,22.66%,12.09%,-33.74%,0.92,0.96 (0.33%),2.70,17.88%,44.78%,15.76%,9.29,"Apr 25, 2025",4.03,29.12%,21.11%,37.59,1.37%,1.98%,2600,0.06,10.78%,15.56%,2.60,341.60,Yes / Yes,0.05,2.06%,10.74%,0.81,288.74,-0.96%,1.06%,9.34%,May 22 BMO,114.67K,289.21,-5.47%,-5.38%,-15.30%,"

","92,362",0.16%,CSW
Constellium SE,Basic Materials,Aluminum,France,NYSE,RUT,29.76,0.45,10.05%,142.92M,4.67%,1.92B,6.72,2.00,0.00%,128.56M,11.34%,67.63M,0.41,0.32,85.27%,2.34%,9.62%,7.43B,0.26,205.79%,-2.30%,1.74,14.86%,5.21,2.58,72.30%,1.31%,3.01M,-34.58%,0.83,16.29,73.14%,7.93%,7.32,20.67,30.96%,-,-,-4.74%,2.46%,-34.92%,1.62,-,0.53,2.10%,8.69%,83.62%,0.53,-,1.24,-48.12%,3.92%,64.87,1.77%,2.36%,12000,2.77,-2.29%,0.91%,1.00,15.00,Yes / Yes,2.69,121.57%,0.00%,0.67,13.67,5.38%,158.95%,5.34%,Apr 30 BMO,1.73M,13.45,5.86%,22.75%,13.04%,"

","1,159,884",-1.61%,CSTM
Centerspace,Real Estate,REIT - Residential,USA,NYSE,RUT,-,-1.12,0.96%,16.73M,-3.72%,1.11B,-,-0.35,0.00%,16.57M,-0.79%,-17.88M,-,-0.13,85.24%,1.38%,-2.49%,263.57M,4.20,51.63%,1.56%,2.24,-10.14%,38.05,1.64,43.21%,-0.55%,0.23M,-6.58%,1.02,61.35,-,-1.55%,54.13,76.16,-5.41%,3.07 (4.91%),18.66,-,-1.14%,-17.84%,0.76,3.02 (4.83%),0.46,6.99%,16.06%,15.59%,1.74,"Jun 27, 2025",0.46,-33.33%,9.17%,47.61,1.23%,1.34%,404,1.46,-1.81%,-6.78%,2.00,70.79,Yes / Yes,1.41,39.58%,-,0.82,63.52,0.65%,-23.25%,4.95%,May 01 AMC,102.26K,62.57,-1.36%,2.32%,-5.39%,"

","83,858",-1.50%,CSR
