Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Mondelez International Inc,Consumer Defensive,Confectioners,USA,NASD,"NDX, S&P 500",24.99,2.69,0.20%,1.29B,0.30%,87.06B,20.27,3.32,0.00%,1.29B,1.31%,3.60B,9.57,0.68,84.08%,1.74%,-0.90%,36.46B,2.39,-10.11%,2.07%,2.63,6.33%,19.91,3.38,9.83%,4.91%,22.50M,-1.39%,1.26,53.58,2.61%,13.27%,53.95,76.06,12.57%,1.91 (2.85%),26.28,4.90%,8.53%,-11.60%,0.50,1.83 (2.73%),0.40,7.09%,32.00%,24.63%,1.10,"Jun 30, 2025",0.61,-14.60%,12.90%,55.70,0.68%,1.07%,90000,0.78,0.90%,9.88%,1.86,72.50,Yes / Yes,0.64,-70.44%,52.29%,0.44,66.70,-0.01%,13.15%,0.25%,Apr 29 AMC,8.56M,67.24,1.67%,1.05%,2.03%,"

","3,795,112",0.81%,MDLZ
Madrigal Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-18.04,9.55%,22.19M,-0.73%,6.27B,-,-1.04,-3.45%,20.08M,-4.18%,-391.59M,-,-3.57,107.10%,19.92%,-15.82%,317.38M,19.75,40.34%,6.26%,11.79,-9.82%,32.03,8.81,92.06%,-37.67%,4.00M,16.98%,38.20,7.39,-,-50.16%,200.63,377.46,-8.51%,-,-,-32.06%,-47.21%,-25.21%,-1.08,-,5.58,-,96.20%,40.72%,11.94,-,5.91,21.83%,-133.95%,46.70,1.48%,2.31%,528,0.17,-,-123.38%,1.31,420.67,Yes / Yes,0.17,55.06%,-,0.36,280.24,19.70%,11.43%,-,May 01 BMO,339.37K,282.32,0.80%,-6.11%,-3.99%,"

","123,726",0.74%,MDGL
MongoDB Inc,Technology,Software - Infrastructure,USA,NASD,-,-,-1.15,3.97%,81.72M,9.95%,17.41B,56.27,3.79,-3.09%,78.47M,19.32%,-86.11M,-,0.66,85.31%,4.02%,8.86%,2.10B,8.27,-14.28%,4.87%,1.19,-36.28%,37.12,5.74,20.68%,-2.59%,3.16M,-7.33%,30.03,7.09,10.96%,-4.00%,140.78,370.00,-8.50%,-,104.94,11.21%,-2.79%,-42.42%,1.41,-,5.66,36.61%,72.71%,51.32%,8.81,-,5.66,59.66%,-8.14%,65.57,6.99%,3.16%,5558,0.02,19.24%,-4.09%,1.68,270.03,Yes / Yes,0.02,57.96%,-,0.86,217.23,3.96%,49.79%,21.85%,Jun 04 AMC,2.65M,213.03,8.50%,19.04%,-12.86%,"

","2,266,643",-1.93%,MDB
Pediatrix Medical Group Inc,Healthcare,Medical Care Facilities,USA,NYSE,RUT,-,-1.01,1.76%,85.81M,2.32%,1.21B,8.22,1.72,0.00%,84.40M,-2.82%,-82.37M,-,0.42,88.71%,1.65%,0.57%,1.98B,0.61,10.27%,-2.50%,1.59,-3.95%,9.20,1.54,3.12%,-3.96%,1.39M,104.93%,2.55,5.53,5.28%,-10.01%,6.62,17.67,7.62%,-,6.24,41.89%,-5.84%,-20.09%,1.27,-,1.81,2.49%,22.01%,113.29%,0.50,-,1.81,-17.77%,10.02%,52.01,0.57%,2.81%,6455,0.83,-1.13%,-4.17%,2.25,17.14,Yes / Yes,0.79,401.45%,-,0.52,14.13,1.53%,36.65%,-7.42%,May 06 BMO,877.53K,14.12,-0.77%,2.93%,4.59%,"

","452,699",-0.07%,MD
Mercury General Corp,Financial,Insurance - Property & Casualty,USA,NYSE,RUT,12.61,5.17,52.06%,55.39M,-0.18%,3.61B,9.77,6.67,0.06%,26.55M,8.31%,286.16M,-,1.65,51.12%,6.45%,20.74%,5.60B,0.65,-59.34%,17.80%,4.42,-15.99%,32.87,1.98,128.24%,3.63%,1.71M,18.74%,-,-,-0.19%,16.71%,44.19,80.72,-1.94%,1.27 (1.95%),4.97,7.88%,11.86%,-19.24%,0.98,1.27 (1.95%),-,6.63%,-,47.52%,1.73,"Jun 12, 2025",0.77,33.06%,6.68%,63.92,0.94%,1.87%,4200,0.33,16.64%,5.11%,2.00,80.00,Yes / Yes,0.33,-247.42%,15.03%,0.30,65.63,-3.63%,29.52%,9.40%,May 06 AMC,387.32K,65.19,3.68%,12.41%,6.42%,"

","116,250",-0.67%,MCY
Mister Car Wash Inc,Consumer Cyclical,Auto & Truck Dealerships,USA,NASD,RUT,27.18,0.24,70.08%,324.81M,0.76%,2.16B,13.71,0.48,-0.20%,97.20M,-10.87%,80.60M,1.92,0.12,33.80%,15.24%,-15.63%,1.02B,2.12,17.51%,5.67%,9.27,-12.75%,3.18,2.09,11.38%,2.68%,14.81M,-2.64%,0.12,54.90,14.12%,8.21%,5.84,8.60,-8.92%,-,-,133.07%,2.89%,-22.79%,1.56,-,0.29,9.58%,63.04%,13.70%,0.24,-,0.34,3.39%,20.08%,37.08,2.42%,2.14%,6640,1.74,8.18%,7.92%,1.83,9.38,Yes / Yes,1.69,61.51%,0.00%,0.56,6.66,1.44%,8.80%,9.40%,Apr 30 AMC,1.60M,6.64,-6.58%,-8.28%,-9.09%,"

","894,155",-0.30%,MCW
"Monarch Casino & Resort, Inc",Consumer Cyclical,Resorts & Casinos,USA,NASD,RUT,16.85,5.07,31.10%,18.47M,0.69%,1.58B,16.45,5.20,-0.05%,12.72M,6.85%,95.64M,14.91,1.19,65.64%,1.83%,0.68%,525.92M,3.00,1.83%,1.70%,2.36,-0.78%,29.01,2.95,2.91%,13.77%,0.23M,27.59%,4.07,21.03,1.13%,18.31%,65.65,96.11,8.38%,1.20 (1.40%),14.51,17.64%,17.44%,-11.03%,1.57,1.20 (1.40%),0.64,15.95%,43.94%,30.25%,1.83,"May 30, 2025",0.69,19.95%,23.31%,65.59,0.64%,1.02%,2900,0.03,3.84%,18.19%,3.00,88.00,Yes / Yes,0.02,13.49%,31.28%,0.35,84.82,2.14%,6.09%,3.07%,Apr 22 AMC,98.64K,85.51,2.68%,7.67%,5.52%,"

","34,593",0.81%,MCRI
Moody's Corp,Financial,Financial Data & Stock Exchanges,USA,NYSE,S&P 500,41.90,11.58,0.11%,179.94M,0.61%,87.26B,31.51,15.39,-7.46%,179.70M,3.05%,2.11B,3.65,3.28,93.64%,1.70%,9.28%,7.23B,12.08,9.16%,1.28%,3.64,-1.25%,20.56,23.59,13.08%,13.99%,3.05M,19.22%,12.23,39.64,11.49%,57.90%,378.71,531.93,2.46%,3.53 (0.73%),34.96,8.70%,19.62%,-8.82%,1.38,3.58 (0.74%),1.52,7.98%,66.61%,28.07%,8.60,"May 16, 2025",1.52,26.38%,42.25%,58.14,0.50%,1.11%,15838,1.93,15.95%,29.14%,2.21,506.29,Yes / Yes,1.90,9.94%,30.18%,0.41,485.55,2.58%,8.14%,7.73%,Apr 22 BMO,836.63K,485.02,0.54%,5.71%,2.19%,"

","344,284",-0.11%,MCO
Mckesson Corporation,Healthcare,Medical Distribution,USA,NYSE,S&P 500,27.30,25.82,0.18%,125.00M,-1.40%,88.19B,16.82,41.90,-24.39%,124.89M,1.64%,3.29B,2.18,8.25,89.73%,1.69%,7.91%,359.05B,0.25,12.92%,0.91%,2.01,16.02%,-16.59,-,12.27%,4.62%,2.11M,20.26%,47.61,14.81,12.51%,-,464.42,731.00,23.68%,2.51 (0.36%),15.90,39.07%,85.21%,-3.58%,0.49,2.84 (0.40%),0.53,9.22%,3.41%,51.77%,13.87,"Jun 02, 2025",0.90,15.29%,1.15%,48.06,0.47%,1.18%,45000,-,16.22%,0.92%,1.68,778.43,Yes / Yes,-,66.50%,10.69%,0.56,708.22,-3.69%,2.98%,18.95%,May 08 AMC,1.05M,704.86,-1.01%,0.65%,16.15%,"

","586,540",-0.47%,MCK
"Microchip Technology, Inc",Technology,Semiconductors,USA,NASD,"NDX, S&P 500",-,-0.01,2.13%,538.70M,9.01%,37.54B,27.35,2.54,-0.05%,527.89M,25.77%,-2.70M,-,0.22,97.33%,5.79%,33.21%,4.40B,8.53,5.60%,1.40%,2.55,19.47%,13.14,5.30,83.93%,-0.00%,30.54M,-25.46%,1.43,48.64,34.94%,-0.01%,34.12,96.98,21.34%,1.84 (2.65%),48.62,-,-0.02%,-28.24%,1.47,1.82 (2.61%),1.47,-3.55%,44.50%,103.93%,2.70,"May 22, 2025",2.59,-100.12%,8.53%,76.65,1.94%,2.58%,19400,0.82,-42.35%,-0.06%,1.69,65.15,Yes / Yes,0.81,-202.57%,48.34%,0.74,68.05,0.82%,5.06%,-26.80%,May 08 AMC,11.97M,69.59,13.35%,36.04%,12.59%,"

","8,914,695",2.26%,MCHP
McDonald's Corp,Consumer Cyclical,Restaurants,USA,NYSE,"DJIA, S&P 500",26.50,11.34,0.04%,715.00M,-3.83%,214.82B,22.62,13.28,-16.44%,714.77M,-4.22%,8.16B,3.74,3.15,75.32%,1.35%,-2.06%,25.71B,8.36,4.99%,2.24%,2.71,0.32%,-4.83,-,7.94%,14.86%,9.63M,15.23%,1.73,173.52,7.09%,-,243.53,326.32,3.64%,7.16 (2.38%),32.04,7.66%,16.81%,-7.93%,0.55,6.98 (2.32%),1.17,3.94%,56.27%,23.36%,4.97,"Jun 02, 2025",1.18,-3.83%,45.90%,31.56,0.38%,0.88%,150000,-,-0.22%,31.75%,2.21,330.50,Yes / Yes,-,-2.12%,59.52%,1.15,304.78,-2.38%,0.30%,-3.45%,May 01 BMO,3.56M,300.43,-3.82%,-3.82%,-0.28%,"

","4,079,421",-1.43%,MCD
Moelis & Co,Financial,Capital Markets,USA,NYSE,RUT,26.47,2.18,1.06%,74.18M,0.64%,4.66B,20.45,2.83,-6.87%,73.40M,5.15%,169.72M,1.18,0.30,100.66%,6.52%,-3.35%,1.28B,3.63,12.71%,5.95%,4.47,-23.20%,6.53,8.85,37.76%,15.30%,4.79M,6.00%,2.30,25.16,22.37%,39.98%,47.00,82.89,-21.78%,2.64 (4.57%),11.18,-1.28%,24.77%,-30.28%,1.63,2.50 (4.33%),0.64,9.86%,-,22.96%,1.71,"May 05, 2025",0.64,1414.95%,15.84%,51.73,1.94%,1.89%,1308,0.45,45.14%,13.22%,3.25,54.00,Yes / Yes,0.41,190.07%,135.18%,0.69,58.47,6.53%,15.34%,40.97%,Apr 23 AMC,1.07M,57.79,-1.20%,4.41%,-13.64%,"

","737,649",-1.16%,MC
Mobileye Global Inc,Consumer Cyclical,Auto Parts,Israel,NASD,-,-,-3.67,88.40%,100.50M,-3.06%,13.12B,40.28,0.40,-0.01%,94.20M,-0.86%,-2974.00M,-,0.09,13.49%,23.72%,8.97%,1.85B,7.08,14.97%,9.57%,6.18,-5.50%,14.84,1.09,39.57%,-21.36%,22.34M,-41.02%,1.86,8.68,36.94%,-22.18%,10.48,33.26,-18.88%,-,33.15,-56.11%,-24.68%,-51.41%,0.47,-,6.38,13.48%,45.49%,54.20%,0.83,-,7.64,-1681.25%,-22.07%,52.31,2.84%,2.70%,3900,0.00,-0.38%,-160.50%,2.21,18.35,Yes / Yes,0.00,53.55%,-,0.94,16.15,0.72%,5.68%,83.26%,Apr 24 BMO,3.62M,16.16,-0.68%,8.20%,5.44%,"

","3,404,230",0.06%,MBLY
Merchants Bancorp,Financial,Banks - Regional,USA,NASD,RUT,6.06,5.44,56.19%,45.88M,3.49%,1.51B,6.18,5.33,-0.05%,20.10M,4.70%,247.87M,-,1.08,31.77%,3.12%,-9.15%,1.43B,1.06,-28.78%,-64.05%,3.78,-16.96%,35.08,0.94,18.87%,1.59%,0.63M,-15.94%,-,-,-5.90%,14.81%,27.25,53.27,-9.65%,0.39 (1.17%),6.43,31.88%,4.07%,-38.15%,1.30,0.37 (1.12%),-,40.84%,-,20.92%,1.07,"Jun 13, 2025",0.11,-14.72%,26.93%,54.17,1.11%,1.80%,663,1.86,9.73%,17.34%,2.00,40.67,Yes / Yes,1.82,-48.55%,5.71%,0.51,32.69,-13.68%,-25.80%,-8.22%,Apr 28 AMC,166.08K,32.95,1.70%,1.38%,-14.97%,"

","85,354",0.80%,MBIN
MasterBrand Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,NYSE,RUT,14.06,0.78,1.99%,127.20M,7.16%,1.39B,7.57,1.44,1.08%,124.21M,10.74%,101.70M,1.64,0.39,94.47%,3.12%,-18.68%,2.72B,0.51,-6.88%,-0.68%,3.69,-34.47%,10.27,1.06,13.18%,3.80%,3.88M,-31.47%,0.90,12.20,8.59%,8.02%,9.63,20.67,-25.19%,-,8.76,4.10%,4.21%,-47.12%,1.43,-,1.10,2.48%,31.51%,13.50%,0.41,"May 23, 2013",1.90,-44.70%,8.82%,53.09,1.12%,2.69%,13000,0.86,1.30%,3.74%,1.00,15.00,Yes / Yes,0.85,-64.58%,0.00%,0.57,10.60,2.45%,-19.57%,3.48%,May 06 AMC,1.05M,10.93,4.43%,-2.95%,-27.29%,"

","594,453",3.11%,MBC
Matson Inc,Industrials,Marine Shipping,USA,NYSE,RUT,7.51,15.18,2.40%,32.64M,0.53%,3.72B,11.20,10.18,-2.76%,31.86M,18.52%,512.60M,-,1.91,86.85%,4.39%,-13.03%,3.48B,1.07,-27.73%,-0.11%,2.69,-25.17%,80.66,1.41,1.16%,11.72%,1.40M,-6.85%,3.74,30.51,-4.74%,20.48%,91.75,169.12,-15.43%,1.36 (1.19%),7.82,48.79%,16.12%,-32.57%,1.31,1.36 (1.19%),0.86,9.21%,25.76%,24.29%,3.88,"May 08, 2025",0.86,80.21%,16.98%,54.05,0.89%,1.73%,4356,0.27,11.88%,14.72%,2.00,142.50,Yes / Yes,0.21,108.71%,9.48%,0.49,114.49,-1.55%,2.23%,8.30%,May 05 AMC,519.75K,114.03,0.50%,4.34%,-13.99%,"

","257,271",-0.40%,MATX
"Mattel, Inc",Consumer Cyclical,Leisure,USA,NASD,-,12.43,1.55,0.76%,322.90M,2.93%,6.23B,11.00,1.75,0.00%,320.45M,11.89%,529.82M,3.09,0.20,101.05%,4.11%,-6.63%,5.40B,1.15,0.92%,-1.68%,2.87,-2.38%,6.60,2.92,7.26%,8.63%,13.17M,8.55%,3.85,5.01,4.02%,25.50%,13.94,22.07,8.80%,-,10.71,-,11.20%,-12.58%,0.67,-,1.86,3.61%,50.30%,38.33%,0.54,"Aug 21, 2017",2.43,88.76%,13.42%,58.40,1.06%,1.78%,34000,1.26,-0.73%,9.82%,1.53,23.27,Yes / Yes,1.22,-51.04%,0.00%,0.32,19.06,5.16%,69.57%,2.11%,May 05 AMC,4.58M,19.29,-0.01%,10.53%,2.41%,"

","1,471,746",1.21%,MAT
Masimo Corp,Healthcare,Medical Devices,USA,NASD,-,-,-9.21,7.87%,54.20M,2.56%,9.11B,31.06,5.41,-0.98%,49.95M,7.32%,-494.50M,-,1.22,100.86%,6.06%,0.91%,1.97B,4.62,13.08%,6.45%,4.56,-0.80%,17.46,9.62,8.73%,-10.54%,3.03M,34.64%,2.46,68.24,12.00%,-23.93%,101.61,194.88,1.65%,-,54.46,-,-30.83%,-13.78%,1.19,-,1.62,17.43%,50.50%,65.37%,5.80,"Nov 23, 2012",2.17,-713.82%,4.28%,58.45,2.74%,2.48%,9200,0.72,-0.12%,-25.06%,1.80,183.71,Yes / Yes,0.69,-1006.54%,-,0.89,171.88,1.11%,12.49%,-24.51%,May 06 AMC,663.87K,168.03,5.49%,6.15%,6.77%,"

","587,927",-2.24%,MASI
Masco Corp,Industrials,Building Products & Equipment,USA,NYSE,S&P 500,17.85,3.66,0.36%,210.90M,4.36%,13.78B,16.15,4.04,-5.60%,210.19M,5.17%,793.00M,3.99,1.08,95.82%,2.83%,-8.52%,7.70B,1.79,-13.74%,-0.51%,2.42,-18.76%,-1.20,-,14.35%,15.19%,5.94M,-2.70%,1.79,36.54,4.47%,-,56.55,86.70,-10.00%,1.21 (1.85%),16.34,11.37%,27.17%,-24.67%,1.19,1.20 (1.84%),1.09,3.14%,36.23%,15.49%,1.70,"May 23, 2025",1.75,-10.72%,17.29%,56.21,1.23%,1.81%,18000,-,-2.67%,10.29%,2.38,68.47,Yes / Yes,-,-9.84%,31.44%,0.67,63.72,-2.01%,-4.90%,-6.49%,Apr 23 BMO,2.45M,65.31,1.69%,3.43%,-12.13%,"

","1,638,162",2.50%,MAS
MARA Holdings Inc,Financial,Capital Markets,USA,NASD,RUT,-,-1.44,2.29%,346.28M,7.57%,5.80B,-,-0.91,-3.06%,343.87M,4.63%,-329.12M,-,-0.21,58.93%,27.58%,23.80%,705.06M,8.23,-206.39%,-0.07%,2.26,-33.48%,10.76,1.53,50.16%,-7.00%,94.84M,-20.72%,0.60,27.46,-,-10.61%,9.81,30.28,-1.67%,-,-,-,-5.43%,-45.54%,6.62,-,0.79,253.73%,-35.71%,68.09%,1.03,-,0.79,-152.87%,-79.36%,58.80,4.69%,4.77%,152,0.71,40.57%,-46.68%,2.29,20.58,Yes / Yes,0.63,-222.77%,0.00%,1.15,16.27,-1.41%,-200.50%,29.47%,May 08 AMC,41.89M,16.49,5.82%,17.23%,-2.35%,"

","48,067,961",1.35%,MARA
"Marriott International, Inc",Consumer Cyclical,Lodging,USA,NASD,"NDX, S&P 500",30.53,8.78,17.39%,275.00M,1.38%,73.42B,23.71,11.30,-0.10%,226.27M,3.90%,2.48B,2.89,2.61,60.70%,2.48%,8.82%,25.39B,2.89,7.73%,0.42%,2.91,-8.36%,-11.52,-,12.47%,9.45%,5.61M,15.52%,1.91,140.37,10.58%,-,204.55,307.52,-3.91%,2.63 (0.98%),39.88,17.02%,21.12%,-12.84%,1.42,2.56 (0.96%),0.45,3.66%,19.57%,31.04%,5.37,"May 23, 2025",0.45,-9.50%,15.40%,59.83,1.27%,1.34%,418000,-,5.45%,9.75%,2.41,278.95,Yes / Yes,-,23.81%,28.94%,0.49,265.93,1.23%,2.98%,4.79%,May 06 BMO,1.92M,268.04,0.84%,8.46%,2.43%,"

","937,772",0.79%,MAR
Manchester United Plc,Communication Services,Entertainment,United Kingdom,NYSE,-,-,-0.49,77.96%,54.32M,19.87%,2.90B,-,-0.43,0.00%,37.62M,18.95%,-83.01M,-,-0.09,15.60%,6.50%,23.35%,822.27M,3.53,0.44%,-2.01%,8.83,1.49%,1.49,11.39,3.38%,-4.37%,2.45M,4.68%,0.55,30.72,32.46%,-34.14%,12.05,18.42,-1.96%,-,37.11,-,-9.11%,-7.65%,0.60,-,0.37,0.52%,-7.09%,41.16%,0.60,"Jun 03, 2022",0.39,20.00%,-7.36%,74.85,8.45%,4.80%,-,3.66,-4.57%,-10.10%,1.67,21.49,Yes / Yes,2.58,96.38%,-,1.33,17.01,2.70%,83.18%,16.66%,Jun 06 BMO,277.02K,17.01,17.70%,21.51%,8.96%,"

","368,429",0.00%,MANU
"Manhattan Associates, Inc",Technology,Software - Application,USA,NASD,-,55.10,3.51,1.43%,60.71M,3.37%,11.73B,38.51,5.02,-0.32%,59.84M,4.83%,217.15M,5.89,1.13,99.61%,4.08%,15.38%,1.05B,11.17,-2.53%,-3.10%,2.74,-36.13%,4.04,47.88,9.08%,31.40%,2.44M,-12.07%,3.39,57.00,9.36%,89.60%,140.81,312.60,-28.48%,-,38.07,21.66%,74.34%,-38.17%,1.08,-,1.10,11.02%,55.01%,37.26%,4.93,-,1.10,14.35%,25.71%,59.82,0.78%,1.32%,4690,0.19,9.18%,20.67%,2.09,200.57,Yes / Yes,0.19,-0.73%,0.00%,0.72,193.65,2.45%,15.93%,3.24%,Apr 22 AMC,893.26K,193.28,1.40%,8.24%,-17.23%,"

","647,106",-0.19%,MANH
ManpowerGroup,Industrials,Staffing & Employment Services,USA,NYSE,-,18.52,2.31,1.66%,46.51M,4.45%,1.98B,9.87,4.33,0.00%,45.52M,3.17%,111.00M,2.10,0.68,106.02%,6.80%,-28.70%,17.54B,0.11,-37.08%,5.86%,3.32,-31.37%,45.21,0.94,51.12%,1.34%,3.10M,-40.69%,8.53,5.00,8.81%,5.19%,38.10,78.22,-26.02%,1.85 (4.33%),-,-17.21%,3.29%,-45.41%,1.06,2.26 (5.29%),1.12,-3.07%,17.22%,12.07%,1.43,"Jun 02, 2025",1.12,133.51%,1.93%,50.25,2.49%,1.99%,26700,0.70,-5.52%,0.63%,2.92,48.11,Yes / Yes,0.60,-85.42%,102.53%,1.02,40.76,2.39%,-18.67%,-7.11%,Apr 17 BMO,933.47K,42.70,1.08%,-4.72%,-27.01%,"

","955,001",4.76%,MAN
Main Street Capital Corporation,Financial,Asset Management,USA,NYSE,-,9.88,5.89,4.05%,88.66M,2.99%,5.18B,15.35,3.79,-7.90%,85.42M,9.82%,517.01M,-,0.98,21.50%,5.99%,4.83%,598.15M,8.66,-3.63%,-,8.47,5.92%,32.03,1.82,-3.92%,10.31%,5.12M,21.90%,1.23,47.42,-2.94%,19.31%,44.26,62.99,-0.22%,3.86 (6.64%),16.69,23.25%,10.44%,-7.68%,0.82,2.95 (5.07%),0.91,21.03%,100.00%,31.37%,1.13,"Jun 20, 2025",0.91,7.67%,112.33%,64.47,0.82%,1.24%,104,0.80,39.15%,86.44%,3.00,54.33,Yes / Yes,0.74,3.97%,49.89%,0.67,58.31,-0.23%,-0.74%,-9.58%,May 08 AMC,604.56K,58.15,3.59%,6.66%,6.53%,"

","407,622",-0.27%,MAIN
MAG Silver Corp,Basic Materials,Silver,Canada,AMEX,-,24.10,0.88,3.27%,103.46M,6.27%,2.19B,25.93,0.82,0.00%,100.08M,26.51%,91.63M,8.76,0.25,59.29%,2.62%,40.64%,0.00M,-,23.84%,-3.25%,1.70,39.54%,5.83,3.63,-12.02%,15.52%,2.62M,56.94%,1.51,14.02,2.75%,16.27%,11.18,21.83,57.40%,0.38 (1.81%),199.30,-,15.13%,-2.93%,0.73,0.20 (0.94%),7.35,-,-,89.60%,0.67,"May 19, 2025",7.35,55.24%,-,77.23,2.86%,1.78%,49,0.00,-,-,2.22,20.35,Yes / Yes,0.00,89.97%,0.00%,1.19,21.54,9.73%,12.90%,-,May 12 BMO,1.54M,21.19,10.66%,26.88%,37.19%,"

","1,836,624",-1.62%,MAG
Macerich Co,Real Estate,REIT - Retail,USA,NYSE,RUT,-,-0.81,0.75%,253.03M,5.44%,4.40B,-,-0.08,-0.01%,250.75M,11.35%,-179.68M,-,-0.07,100.63%,5.80%,2.21%,963.43M,4.56,69.15%,-0.99%,6.41,-23.73%,10.53,1.58,69.31%,-1.48%,14.54M,12.17%,1.31,12.76,-,-4.79%,12.48,22.27,-16.27%,0.68 (4.10%),18.35,-,-2.50%,-25.10%,2.15,0.34 (2.04%),0.34,-0.07%,20.85%,33.65%,0.50,"Jun 03, 2025",0.34,-3.85%,19.18%,62.48,1.32%,2.01%,616,2.02,9.58%,-18.65%,2.75,18.44,Yes / Yes,1.70,65.84%,-,0.78,16.43,19.32%,-127.27%,18.46%,May 12 BMO,2.27M,16.68,5.31%,9.13%,-6.75%,"

","1,760,092",1.52%,MAC
"Mid-America Apartment Communities, Inc",Real Estate,REIT - Residential,USA,NYSE,S&P 500,31.61,4.80,0.90%,116.92M,-0.37%,18.24B,39.10,3.88,-0.87%,116.00M,-6.85%,561.67M,-,0.90,98.37%,3.88%,-7.96%,2.20B,8.30,-11.18%,2.28%,4.80,-4.60%,51.10,2.97,-5.45%,4.86%,4.51M,10.80%,0.58,262.65,-1.52%,9.37%,136.53,173.38,-1.75%,6.07 (4.00%),24.26,7.89%,5.44%,-12.41%,0.78,5.93 (3.90%),0.22,5.95%,32.12%,11.23%,3.23,"Jul 15, 2025",0.22,0.73%,27.54%,40.42,0.95%,1.21%,2532,0.85,1.55%,25.57%,2.15,170.77,Yes / Yes,0.73,26.22%,132.10%,1.38,151.00,-0.26%,78.51%,1.04%,Apr 30 AMC,938.70K,151.86,-2.41%,-3.96%,-3.86%,"

","1,291,815",0.57%,MAA
Mastercard Incorporated,Financial,Credit Services,USA,NYSE,S&P 500,41.35,14.26,9.66%,903.00M,1.30%,535.33B,31.68,18.61,-0.14%,820.29M,3.68%,13.14B,2.92,4.03,80.87%,0.73%,12.12%,29.05B,18.43,9.21%,-0.13%,2.16,12.34%,7.33,80.42,16.71%,28.86%,6.02M,31.39%,9.25,63.72,14.14%,188.92%,428.86,591.16,11.96%,3.03 (0.51%),35.75,11.82%,51.60%,-0.27%,1.05,2.84 (0.48%),1.11,10.77%,96.71%,37.47%,8.88,"Apr 09, 2025",1.11,13.22%,57.69%,63.27,0.86%,0.97%,35300,2.82,12.94%,45.24%,1.71,627.53,Yes / Yes,2.82,11.44%,19.73%,0.41,584.33,2.38%,4.27%,14.08%,May 01 BMO,2.78M,589.54,1.67%,6.89%,11.30%,"

","1,148,102",0.89%,MA
Macy's Inc,Consumer Cyclical,Department Stores,USA,NYSE,-,6.25,1.98,0.84%,271.54M,7.66%,3.36B,6.83,1.81,-8.10%,269.27M,6.45%,558.00M,-,0.19,87.79%,8.66%,-9.77%,22.80B,0.15,-33.47%,3.23%,3.23,-24.80%,16.39,0.75,3.13%,3.43%,23.32M,-32.77%,3.43,3.60,-12.84%,12.92%,9.76,20.47,-26.93%,0.73 (5.89%),13.07,2.68%,5.52%,-39.57%,1.76,0.70 (5.69%),0.37,-1.91%,40.40%,26.74%,0.46,"Jun 13, 2025",1.43,4607.98%,3.86%,57.58,1.84%,2.44%,94189,1.27,-3.77%,2.45%,2.80,12.23,Yes / Yes,1.27,-38.62%,32.41%,0.67,12.25,4.08%,6.81%,-4.14%,May 28 BMO,7.23M,12.37,3.55%,5.93%,-13.82%,"

","4,875,548",0.98%,M
LZ Technology Holdings Ltd,Technology,Information Technology Services,China,NASD,-,-,-,98.09%,151.80M,-25.47%,2.87B,-,-,0.00%,2.90M,70.27%,-,-,-,0.11%,18.92%,136.25%,-,-,-,0.16%,1.00,-,-,-,-,-,0.55M,-,-,-,-,-,4.40,32.10,278.00%,-,-,-,-,-41.12%,-,-,-,-,-,329.55%,3.28,-,-,-,-,52.13,12.94%,12.00%,-,-,-,-,-,-,No / Yes,-,-,-,0.69,21.66,-,-,-,-,546.68K,18.90,0.45%,45.47%,60.10%,"

","377,118",-12.74%,LZMH
